Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
BSU_00010,0.0113328720440729,-0.007415874162666656,-0.013771455147214772,0.0018196181498834074,-0.0012047680458879017,-0.004846563474367444,0.005422762030384098,-0.0031509625212852188,-0.002395039284559748,-0.0002965249018427924,0.0007233480067843779,-0.010371703239092695,0.005321366551556087,-0.00674188896129089,-0.012469862270623638,-0.00670490368615543,-0.011022967336728,-0.011378230433433808,0.0003494464504025494,-0.022248166479854566,-0.003724025880424099,0.001964930660484801,-0.010742424031806948,0.005252965938833007,0.002895454168436857,-0.004204554151757344,-0.017313050500917474,-0.0024206337183721055,0.001014470248062494,-0.012470394088624976
BSU_00020,0.016371938291881865,-0.007770271370602191,-0.005378740179687983,-0.0022501569315625473,-0.0076402075545951844,-0.0076081989941084085,0.00037956436048031865,-0.001406226556617592,7.99096915298399e-05,-0.016756280611152707,0.006765382341888781,-0.013338552056234125,0.007610287389351199,-0.0037864364412145677,0.0006955839702165218,-0.002207476441466802,-0.008431831388458023,-0.010559165674120217,-0.0005822339093012627,-0.020296334922806664,-0.0005509770679319956,0.012334742626132815,-0.00824555384497451,0.010443586347648281,0.0031668106025827454,-0.0012033644643136537,-0.022404421217602458,0.006883818310143176,-0.004735777872602845,-0.0011254766819259786
BSU_00030,0.009693367889062287,-0.003158550547458949,-0.005806900872960113,-0.004696049175765692,0.006412906248312006,-0.007308585867247559,0.002841354456737515,-0.00038850345435976157,0.001633004621325394,-0.011499143194893225,-0.003742524482146807,-0.007970174421574048,0.0025337025298047466,-0.010994560928264665,-0.012256875082117672,0.0038740111852947896,-0.005254195250447901,-0.00535477992248974,0.0016042119798382428,-0.012775009388144685,-0.0009606885508469848,0.0008177742533575189,0.0001734565906000405,0.006022306380852067,-0.0019580226233733245,0.0008859611906299069,0.0004158173621297585,-0.008025640098473435,-0.011577245300167094,-0.010716913774888351
BSU_00040,0.009902662764086549,-0.0003087196348223252,-0.010676853862496756,-0.0011296617931513132,-0.0030272591437831525,-0.0029723149043109605,-0.005948134156223655,-0.0061293383657043,0.0004686418031040385,-0.0038093162809801555,-0.006624897518011595,-0.01122210470184293,0.016713393035037993,-0.009481898314376392,0.002788687587497563,0.005117337881319601,-0.007879998081069834,0.0005121732253877149,0.0045773073616530305,-0.00721614991017102,-0.00784286866388177,0.005723372540174853,-0.0031189211265914927,0.00853710098306569,-0.0008598992466559084,-0.004607790531919737,-0.00016129609734836714,0.021477233010547464,-0.006121164615120181,-0.014068751979316611
BSU_00050,0.013541788216688938,9.192175941735745e-05,-0.02424427927075462,-0.0013320208146508274,-0.00028045637820870405,-0.002157876634708875,0.0010634092647519987,0.0015470504602468882,-0.0032094902786132334,-0.00652824720561587,-0.0005630544659804607,-0.0037403468421058047,0.01928805862520285,-0.010549151791098117,-0.006429384331242125,0.0026328015775779934,-0.0010647743983930077,-4.533712875784293e-05,0.0016782069537064248,-0.0044075308861579645,-0.004246301137001969,-0.0010078845708611675,-0.00466489244863252,0.004260872806490061,-0.004466044493400767,-0.0040711028307703415,0.003815137757951438,8.297347321267088e-05,0.0025350847637710945,-0.010008565871864387
BSU_00060,0.016849461198117924,-0.0033719761241664302,-0.016866283755893826,-0.004111922402520073,-0.004845316950295723,0.0011417026892205269,-0.0033088366474760974,-0.0029953194270626793,0.005878453854771647,-0.003959480418292704,0.005302221840209686,-0.010498578039584766,0.014605307895491068,-0.0109155599580988,-0.00577635390594248,0.008391503701555255,-0.0014590183066291878,0.0081637921856143,0.0005957841848251046,-0.0062552697318035266,-0.004791770296024522,0.002743194249323219,-0.002024938682100548,0.001599284782142945,-0.0006583602794038842,-0.00394376660969715,0.004249202370476621,0.00891860403220704,0.0015966358590056575,-0.0020661826767993437
BSU_00070,0.014949663924219843,-0.00801832774822786,-0.014049378727040037,-0.0013453293558504486,-0.002496701663244996,0.005365997246279392,-0.008335282970643195,-0.005682147392074164,0.007615390093111626,-0.007025894310051949,0.003757948861455529,-0.013253429134298823,0.0008095771061390955,-0.01336137879843107,-0.006857991414175087,-0.001162167553431519,0.0011796845676388323,-0.0023976576033768087,-0.0008187842399521642,-0.01168746469993268,0.0008557933358673365,0.006306419912181889,-0.0026951926334390303,-0.005005947573055927,0.0028297475471903964,-0.007835194150669541,0.0070120172212724645,0.029472330196325763,0.004222129432432743,0.00482407805922366
BSU_00080,-0.002524040176173833,0.00032106606355366266,0.0071566406330518,0.0017284359992336261,0.005459106020845064,0.006053187813548018,0.011529698407778404,0.002752407620634153,-0.01437218714710196,0.0020066972798414564,0.008512320139519637,0.011971213480686242,-0.011786856689940959,-0.0020053352579085665,-0.006034469039007373,-0.0043222861630652235,0.027611708716740388,-0.005964454972637848,-0.0029623614321344456,0.006550289967865672,-0.0012700894078430758,-0.01706758203854675,0.0004997894495087111,0.0077074929084992635,-0.008448341673046516,0.0031657588648011676,0.02194364065415693,-0.0001572015920480752,-0.007145346648723182,-0.0034456340585440463
BSU_00090,-0.0011326703686369017,0.0013002589131111653,0.005135162203966744,-0.006857018311968094,0.003653297130080711,0.006973997611112942,0.0012907287970330722,0.00498361636770371,-0.008067680583023724,-0.010105361805206048,0.0007662702464369839,-0.019818962519191782,-0.0019637189057227587,-0.004505938228087304,-0.01849585230029531,0.00025689505642273556,-0.006711532369589245,0.025372142955703805,-0.00739169192349745,0.02745616140690011,-0.004835301971308931,-0.00018834427554783188,-0.006194415595875949,0.004297658401874421,-0.04029774932917335,-0.00319148343742934,-0.026180213075358224,-0.00492506368643355,0.003547140681557202,0.006588971504993535
BSU_00100,0.021315491598031616,-0.004582399038433719,-0.02097032588169692,0.004741484969420229,-0.004469677364636659,0.001679623134679022,0.007543789478994606,-0.0028679242607017714,0.01474935830858563,0.0013990425792560432,-0.0013174163247428787,-0.014760306930675886,0.01676482603436876,-0.007753535517951041,0.0018015278617567933,-0.026158010811230734,-0.005194306813694583,-0.019454648492694456,0.008344180231567114,-0.015282407365758423,-0.0030773833007109626,0.005807775914793924,-0.020707344442808417,0.002360144205297037,0.0012175821043913224,-0.0015875626947521749,-0.010426353329039783,-0.001904796251658584,0.0005117885647411362,0.023707056704378296
BSU_00110,0.021370707681502975,0.0016366645899115878,-0.008944769233881522,-0.0019545985594115697,0.018425327627331088,0.003820574346935662,-0.0015541410553129487,0.01820807813825899,-0.005562333144666705,-0.0035696339664728688,0.010685310304973215,-0.014467064882485078,0.0010674878352648891,0.013268758718218738,-0.01090760970297267,-0.006804955180869694,-0.0011191110434102176,-0.009148860737388468,0.00966949830579921,0.019938714076029478,0.0018196096404541813,0.011460717236639,-0.01979683320783852,-0.0007598760433882934,0.0020158816596428726,-0.0021444855298823735,-0.006107839294651519,0.0026257272686892996,0.011369834812895573,0.010582265469328814
BSU_00120,0.01873210414227484,-0.002098600142964256,-0.009613908484819859,0.0011599554083749895,0.015413207666954379,0.006410872587691674,-0.009087578460277735,0.018419140208318273,0.0012522235611994435,-0.0027644616875235756,0.00727251961280052,-0.016167946255291558,-0.0038875392780996117,0.00714932796805947,-0.007592191567598212,-0.0086474458922485,-0.0013171459532465718,-0.007713967988783946,0.010082408076121502,0.01714238156594629,-0.0009758304591019748,0.01481691817531907,-0.019427215842732312,0.005867813971881497,0.002279908080751316,-0.005033332144236927,-0.0042006204606338535,0.026859770968377,0.012520845766411737,0.01970508713717162
