regulator,gene_id,effect
SigA,BSU_19180,sigma factor
SigA,BSU_31490,sigma factor
SigA,BSU_29350,sigma factor
SigA,BSU_40180,sigma factor
SigA,BSU_28000,sigma factor
SigA,BSU_32600,sigma factor
SigA,BSU_36380,sigma factor
SigA,BSU_39470,sigma factor
SigA,BSU_16430,sigma factor
SigA,BSU_39690,sigma factor
SigA,BSU_26310,sigma factor
SigA,BSU_02620,sigma factor
SigA,BSU_16160,sigma factor
SigA,BSU_08190,sigma factor
SigA,BSU_32430,sigma factor
SigA,BSU_18840,sigma factor
SigA,BSU_18440,sigma factor
SigA,BSU_27890,sigma factor
SigA,BSU_40310,sigma factor
SigA,BSU_14150,sigma factor
SigA,BSU_15560,sigma factor
SigA,BSU_24600,sigma factor
SigA,BSU_29380,sigma factor
SigA,BSU_33500,sigma factor
SigA,BSU_23120,sigma factor
SigA,BSU_22470,sigma factor
SigA,BSU_33440,sigma factor
SigA,BSU_37740,sigma factor
SigA,BSU_30290,sigma factor
SigA,BSU_16270,sigma factor
SigA,BSU_34730,sigma factor
SigA,BSU_16300,sigma factor
SigA,BSU_16460,sigma factor
SigA,BSU_08660,sigma factor
SigA,BSU_29400,sigma factor
SigA,BSU_15490,sigma factor
SigA,BSU_35900,sigma factor
SigA,BSU_14600,sigma factor
SigA,BSU_17580,sigma factor
SigA,BSU_28520,sigma factor
SigA,BSU_01960,sigma factor
SigA,BSU_35180,sigma factor
SigA,BSU_01360,sigma factor
SigA,BSU_16410,sigma factor
SigA,BSU_15940,sigma factor
SigA,BSU_29730,sigma factor
SigA,BSU_15920,sigma factor
SigA,BSU_39720,sigma factor
SigA,BSU_23490,sigma factor
SigA,BSU_08630,sigma factor
SigA,BSU_00770,sigma factor
SigA,BSU_16320,sigma factor
SigA,BSU_27240,sigma factor
SigA,BSU_25480,sigma factor
SigA,BSU_15120,sigma factor
SigA,BSU_37280,sigma factor
SigA,BSU_09840,sigma factor
SigA,BSU_24620,sigma factor
SigA,BSU_29680,sigma factor
SigA,BSU_28280,sigma factor
SigA,BSU_31740,sigma factor
SigA,BSU_14490,sigma factor
SigA,BSU_24950,sigma factor
SigA,BSU_11340,sigma factor
SigA,BSU_39900,sigma factor
SigA,BSU_19880,sigma factor
SigA,BSU_03130,sigma factor
SigA,BSU_16299,sigma factor
SigA,BSU_15100,sigma factor
SigA,BSU_22090,sigma factor
SigA,BSU_19570,sigma factor
SigA,BSU_28260,sigma factor
SigA,BSU_10010,sigma factor
SigA,BSU_39890,sigma factor
SigA,BSU_39230,sigma factor
SigA,BSU_33720,sigma factor
SigA,BSU_04680,sigma factor
SigA,BSU_01150,sigma factor
SigA,BSU_32700,sigma factor
SigA,BSU_30070,sigma factor
SigA,BSU_23250,sigma factor
SigA,BSU_32990,sigma factor
SigA,BSU_35300,sigma factor
SigA,BSU_35650,sigma factor
SigA,BSU_35239,sigma factor
SigA,BSU_13560,sigma factor
SigA,BSU_32840,sigma factor
SigA,BSU_28760,sigma factor
SigA,BSU_16040,sigma factor
SigA,BSU_33040,sigma factor
SigA,BSU_08110,sigma factor
SigA,BSU_05830,sigma factor
SigA,BSU_33120,sigma factor
SigA,BSU_07680,sigma factor
SigA,BSU_34350,sigma factor
SigA,BSU_35680,sigma factor
SigA,BSU_15280,sigma factor
SigA,BSU_33930,sigma factor
SigA,BSU_16800,sigma factor
SigA,BSU_01970,sigma factor
SigA,BSU_16010,sigma factor
SigA,BSU_23150,sigma factor
SigA,BSU_16180,sigma factor
SigA,BSU_33700,sigma factor
SigA,BSU_39500,sigma factor
SigA,BSU_29290,sigma factor
SigA,BSU_27870,sigma factor
SigA,BSU_24670,sigma factor
SigA,BSU_38310,sigma factor
SigA,BSU_39270,sigma factor
SigA,BSU_25280,sigma factor
SigA,BSU_15530,sigma factor
SigA,BSU_27930,sigma factor
SigA,BSU_27860,sigma factor
SigA,BSU_08840,sigma factor
SigA,BSU_13330,sigma factor
SigA,BSU_13130,sigma factor
SigA,BSU_34710,sigma factor
SigA,BSU_28290,sigma factor
SigA,BSU_14850,sigma factor
SigA,BSU_38300,sigma factor
SigA,BSU_08870,sigma factor
SigA,BSU_03950,sigma factor
SigA,BSU_01080,sigma factor
SigA,BSU_36640,sigma factor
SigA,BSU_37310,sigma factor
SigA,BSU_26600,sigma factor
SigA,BSU_03300,sigma factor
SigA,BSU_22550,sigma factor
SigA,BSU_01390,sigma factor
SigA,BSU_39730,sigma factor
SigA,BSU_14170,sigma factor
SigA,BSU_01320,sigma factor
SigA,BSU_30820,sigma factor
SigA,BSU_26830,sigma factor
SigA,BSU_05740,sigma factor
SigA,BSU_40770,sigma factor
SigA,BSU_14590,sigma factor
SigA,BSU_01410,sigma factor
SigA,BSU_15590,sigma factor
SigA,BSU_28090,sigma factor
SigA,BSU_40920,sigma factor
SigA,BSU_33960,sigma factor
SigA,BSU_36250,sigma factor
SigA,BSU_35950,sigma factor
SigA,BSU_03290,sigma factor
SigA,BSU_00680,sigma factor
SigA,BSU_00070,sigma factor
SigA,BSU_17610,sigma factor
SigA,BSU_15620,sigma factor
SigA,BSU_18460,sigma factor
SigA,BSU_37400,sigma factor
SigA,BSU_16240,sigma factor
SigA,BSU_16340,sigma factor
SigA,BSU_39460,sigma factor
SigA,BSU_01330,sigma factor
SigA,BSU_00500,sigma factor
SigA,BSU_01440,sigma factor
SigA,BSU_11870,sigma factor
SigA,BSU_34240,sigma factor
SigA,BSU_14580,sigma factor
SigA,BSU_13450,sigma factor
SigA,BSU_28780,sigma factor
SigA,BSU_25290,sigma factor
SigA,BSU_31570,sigma factor
SigA,BSU_01610,sigma factor
SigA,BSU_39740,sigma factor
SigA,BSU_01200,sigma factor
SigA,BSU_37410,sigma factor
SigA,BSU_16260,sigma factor
SigA,BSU_28640,sigma factor
SigA,BSU_22490,sigma factor
SigA,BSU_35580,sigma factor
SigA,BSU_36230,sigma factor
SigA,BSU_00950,sigma factor
SigA,BSU_33940,sigma factor
SigA,BSU_28440,sigma factor
SigA,BSU_12330,sigma factor
SigA,BSU_16450,sigma factor
SigA,BSU_38580,sigma factor
SigA,BSU_22130,sigma factor
SigA,BSU_24710,sigma factor
SigA,BSU_10530,sigma factor
SigA,BSU_15740,sigma factor
SigA,BSU_16310,sigma factor
SigA,BSU_19970,sigma factor
SigA,BSU_39780,sigma factor
SigA,BSU_15330,sigma factor
SigA,BSU_33080,sigma factor
SigA,BSU_08650,sigma factor
SigA,BSU_01190,sigma factor
SigA,BSU_09320,sigma factor
SigA,BSU_37560,sigma factor
SigA,BSU_16280,sigma factor
SigA,BSU_28720,sigma factor
SigA,BSU_34160,sigma factor
SigA,BSU_34320,sigma factor
SigA,BSU_31220,sigma factor
SigA,BSU_32480,sigma factor
SigA,BSU_09440,sigma factor
SigA,BSU_14140,sigma factor
SigA,BSU_24630,sigma factor
SigA,BSU_22440,sigma factor
SigA,BSU_39250,sigma factor
SigA,BSU_22790,sigma factor
SigA,BSU_05840,sigma factor
SigA,BSU_27880,sigma factor
SigA,BSU_02540,sigma factor
SigA,BSU_03900,sigma factor
SigA,BSU_09510,sigma factor
SigA,BSU_35400,sigma factor
SigA,BSU_24640,sigma factor
SigA,BSU_37150,sigma factor
SigA,BSU_12870,sigma factor
SigA,BSU_00760,sigma factor
SigA,BSU_14530,sigma factor
SigA,BSU_01800,sigma factor
SigA,BSU_35710,sigma factor
SigA,BSU_35000,sigma factor
SigA,BSU_16470,sigma factor
SigA,BSU_37430,sigma factor
SigA,BSU_16210,sigma factor
SigA,BSU_39410,sigma factor
SigA,BSU_32580,sigma factor
SigA,BSU_00370,sigma factor
SigA,BSU_09520,sigma factor
SigA,BSU_35290,sigma factor
SigA,BSU_33430,sigma factor
SigA,BSU_03990,sigma factor
SigA,BSU_36690,sigma factor
SigA,BSU_19820,sigma factor
SigA,BSU_26320,sigma factor
SigA,BSU_28430,sigma factor
SigA,BSU_25590,sigma factor
SigA,BSU_00990,sigma factor
SigA,BSU_36130,sigma factor
SigA,BSU_16150,sigma factor
SigA,BSU_06420,sigma factor
SigA,BSU_32670,sigma factor
SigA,BSU_26050,sigma factor
SigA,BSU_17460,sigma factor
SigA,BSU_33950,sigma factor
SigA,BSU_02640,sigma factor
SigA,BSU_37490,sigma factor
SigA,BSU_03510,sigma factor
SigA,BSU_00810,sigma factor
SigA,BSU_03780,sigma factor
SigA,BSU_32590,sigma factor
SigA,BSU_30460,sigma factor
SigA,BSU_28560,sigma factor
SigA,BSU_19470,sigma factor
SigA,BSU_16780,sigma factor
SigA,BSU_39910,sigma factor
SigA,BSU_06160,sigma factor
SigA,BSU_34970,sigma factor
SigA,BSU_30260,sigma factor
SigA,BSU_29710,sigma factor
SigA,BSU_23580,sigma factor
SigA,BSU_34120,sigma factor
SigA,BSU_37260,sigma factor
SigA,BSU_35010,sigma factor
SigA,BSU_12440,sigma factor
SigA,BSU_02630,sigma factor
SigA,BSU_27500,sigma factor
SigA,BSU_16380,sigma factor
SigA,BSU_14500,sigma factor
SigA,BSU_34780,sigma factor
SigA,BSU_25430,sigma factor
SigA,BSU_11200,sigma factor
SigA,BSU_27520,sigma factor
SigA,BSU_10630,sigma factor
SigA,BSU_03360,sigma factor
SigA,BSU_15910,sigma factor
SigA,BSU_04740,sigma factor
SigA,BSU_40080,sigma factor
SigA,BSU_39260,sigma factor
SigA,BSU_00670,sigma factor
SigA,BSU_38860,sigma factor
SigA,BSU_12370,sigma factor
SigA,BSU_12320,sigma factor
SigA,BSU_31875,sigma factor
SigA,BSU_33010,sigma factor
SigA,BSU_01780,sigma factor
SigA,BSU_35460,sigma factor
SigA,BSU_37690,sigma factor
SigA,BSU_16290,sigma factor
SigA,BSU_05870,sigma factor
SigA,BSU_12360,sigma factor
SigA,BSU_22780,sigma factor
SigA,BSU_37730,sigma factor
SigA,BSU_34800,sigma factor
SigA,BSU_38100,sigma factor
SigA,BSU_15540,sigma factor
SigA,BSU_34750,sigma factor
SigA,BSU_39360,sigma factor
SigA,BSU_38600,sigma factor
SigA,BSU_00840,sigma factor
SigA,BSU_35670,sigma factor
SigA,BSU_29660,sigma factor
SigA,BSU_12030,sigma factor
SigA,BSU_01270,sigma factor
SigA,BSU_39930,sigma factor
SigA,BSU_25500,sigma factor
SigA,BSU_03210,sigma factor
SigA,BSU_01430,sigma factor
SigA,BSU_41030,sigma factor
SigA,BSU_01920,sigma factor
SigA,BSU_12020,sigma factor
SigA,BSU_00970,sigma factor
SigA,BSU_01620,sigma factor
SigA,BSU_37130,sigma factor
SigA,BSU_34130,sigma factor
SigA,BSU_19370,sigma factor
SigA,BSU_08200,sigma factor
SigA,BSU_06450,sigma factor
SigA,BSU_29100,sigma factor
SigA,BSU_06150,sigma factor
SigA,BSU_40900,sigma factor
SigA,BSU_09270,sigma factor
SigA,BSU_16600,sigma factor
SigA,BSU_29130,sigma factor
SigA,BSU_28730,sigma factor
SigA,BSU_33110,sigma factor
SigA,BSU_17370,sigma factor
SigA,BSU_15610,sigma factor
SigA,BSU_24190,sigma factor
SigA,BSU_33730,sigma factor
SigA,BSU_00690,sigma factor
SigA,BSU_15970,sigma factor
SigA,BSU_38260,sigma factor
SigA,BSU_19860,sigma factor
SigA,BSU_04260,sigma factor
SigA,BSU_26290,sigma factor
SigA,BSU_28810,sigma factor
SigA,BSU_16760,sigma factor
SigA,BSU_05490,sigma factor
SigA,BSU_22030,sigma factor
SigA,BSU_28120,sigma factor
SigA,BSU_01300,sigma factor
SigA,BSU_30790,sigma factor
SigA,BSU_16370,sigma factor
SigA,BSU_31959,sigma factor
SigA,BSU_30630,sigma factor
SigA,BSU_18100,sigma factor
SigA,BSU_09500,sigma factor
SigA,BSU_27990,sigma factor
SigA,BSU_29830,sigma factor
SigA,BSU_35220,sigma factor
SigA,BSU_26260,sigma factor
SigA,BSU_29690,sigma factor
SigA,BSU_02230,sigma factor
SigA,BSU_24990,sigma factor
SigA,BSU_31450,sigma factor
SigA,BSU_03520,sigma factor
SigA,BSU_37370,sigma factor
SigA,BSU_19870,sigma factor
SigA,BSU_34810,sigma factor
SigA,BSU_28800,sigma factor
SigA,BSU_35880,sigma factor
SigA,BSU_15730,sigma factor
SigA,BSU_16620,sigma factor
SigA,BSU_33100,sigma factor
SigA,BSU_28220,sigma factor
SigA,BSU_39490,sigma factor
SigA,BSU_37320,sigma factor
SigA,BSU_26300,sigma factor
SigA,BSU_01950,sigma factor
SigA,BSU_30780,sigma factor
SigA,BSU_00920,sigma factor
SigA,BSU_13580,sigma factor
SigA,BSU_34250,sigma factor
SigA,BSU_05810,sigma factor
SigA,BSU_15320,sigma factor
SigA,BSU_12920,sigma factor
SigA,BSU_30410,sigma factor
SigA,BSU_25450,sigma factor
SigA,BSU_35570,sigma factor
SigA,BSU_31710,sigma factor
SigA,BSU_01310,sigma factor
SigA,BSU_02990,sigma factor
SigA,BSU_14870,sigma factor
SigA,BSU_18480,sigma factor
SigA,BSU_01630,sigma factor
SigA,BSU_15950,sigma factor
SigA,BSU_35740,sigma factor
SigA,BSU_34990,sigma factor
SigA,BSU_23280,sigma factor
SigA,BSU_00730,sigma factor
SigA,BSU_30440,sigma factor
SigA,BSU_30270,sigma factor
SigA,BSU_17940,sigma factor
SigA,BSU_19930,sigma factor
SigA,BSU_28170,sigma factor
SigA,BSU_01210,sigma factor
SigA,BSU_29120,sigma factor
SigA,BSU_00010,sigma factor
SigA,BSU_22310,sigma factor
SigA,BSU_03981,sigma factor
SigA,BSU_31850,sigma factor
SigA,BSU_23140,sigma factor
SigA,BSU_25200,sigma factor
SigA,BSU_01600,sigma factor
SigA,BSU_29320,sigma factor
SigA,BSU_32510,sigma factor
SigA,BSU_10550,sigma factor
SigA,BSU_39520,sigma factor
SigA,BSU_02870,sigma factor
SigA,BSU_15900,sigma factor
SigA,BSU_06170,sigma factor
SigA,BSU_17570,sigma factor
SigA,BSU_33970,sigma factor
SigA,BSU_40300,sigma factor
SigA,BSU_01750,sigma factor
SigA,BSU_01070,sigma factor
SigA,BSU_01000,sigma factor
SigA,BSU_01180,sigma factor
SigA,BSU_09260,sigma factor
SigA,BSU_06530,sigma factor
SigA,BSU_39920,sigma factor
SigA,BSU_31670,sigma factor
SigA,BSU_11300,sigma factor
SigA,BSU_16350,sigma factor
SigA,BSU_36510,sigma factor
SigA,BSU_39340,sigma factor
SigA,BSU_17600,sigma factor
SigA,BSU_09340,sigma factor
SigA,BSU_39080,sigma factor
SigA,BSU_39220,sigma factor
SigA,BSU_14710,sigma factor
SigA,BSU_40140,sigma factor
SigA,BSU_35720,sigma factor
SigA,BSU_09450,sigma factor
SigA,BSU_06020,sigma factor
SigA,BSU_30830,sigma factor
SigA,BSU_03910,sigma factor
SigA,BSU_13140,sigma factor
SigA,BSU_09300,sigma factor
SigA,BSU_14740,sigma factor
SigA,BSU_13170,sigma factor
SigA,BSU_15990,sigma factor
SigA,BSU_15110,sigma factor
SigA,BSU_15260,sigma factor
SigA,BSU_31540,sigma factor
SigA,BSU_24680,sigma factor
SigA,BSU_32000,sigma factor
SigA,BSU_10650,sigma factor
SigA,BSU_02680,sigma factor
SigA,BSU_10540,sigma factor
SigA,BSU_38570,sigma factor
SigA,BSU_00960,sigma factor
SigA,BSU_25510,sigma factor
SigA,BSU_26250,sigma factor
SigA,BSU_13610,sigma factor
SigA,BSU_13890,sigma factor
SigA,BSU_08180,sigma factor
SigA,BSU_12310,sigma factor
SigA,BSU_15480,sigma factor
SigA,BSU_16810,sigma factor
SigA,BSU_35960,sigma factor
SigA,BSU_24970,sigma factor
SigA,BSU_12010,sigma factor
SigA,BSU_22020,sigma factor
SigA,BSU_28310,sigma factor
SigA,BSU_03040,sigma factor
SigA,BSU_30060,sigma factor
SigA,BSU_01820,sigma factor
SigA,BSU_11220,sigma factor
SigA,BSU_21690,sigma factor
SigA,BSU_35410,sigma factor
SigA,BSU_06830,sigma factor
SigA,BSU_35420,sigma factor
SigA,BSU_28020,sigma factor
SigA,BSU_36600,sigma factor
SigA,BSU_35750,sigma factor
SigA,BSU_25790,sigma factor
SigA,BSU_15750,sigma factor
SigA,BSU_34820,sigma factor
SigA,BSU_04720,sigma factor
SigA,BSU_22770,sigma factor
SigA,BSU_16390,sigma factor
SigA,BSU_05610,sigma factor
SigA,BSU_35640,sigma factor
SigA,BSU_16140,sigma factor
SigA,BSU_37360,sigma factor
SigA,BSU_22060,sigma factor
SigA,BSU_01350,sigma factor
SigA,BSU_30810,sigma factor
SigA,BSU_31980,sigma factor
SigA,BSU_31210,sigma factor
SigA,BSU_35920,sigma factor
SigA,BSU_06440,sigma factor
SigA,BSU_02430,sigma factor
SigA,BSU_04670,sigma factor
SigA,BSU_27850,sigma factor
SigA,BSU_24020,sigma factor
SigA,BSU_00830,sigma factor
SigA,BSU_12960,sigma factor
SigA,BSU_16200,sigma factor
SigA,BSU_27250,sigma factor
SigA,BSU_15240,sigma factor
SigA,BSU_28510,sigma factor
SigA,BSU_36660,sigma factor
SigA,BSU_36010,sigma factor
SigA,BSU_16250,sigma factor
SigA,BSU_40910,sigma factor
SigA,BSU_37180,sigma factor
SigA,BSU_01770,sigma factor
SigA,BSU_06520,sigma factor
SigA,BSU_03970,sigma factor
SigA,BSU_41060,sigma factor
SigA,BSU_24730,sigma factor
SigA,BSU_35540,sigma factor
SigA,BSU_04160,sigma factor
SigA,BSU_06839,sigma factor
SigA,BSU_37420,sigma factor
SigA,BSU_35730,sigma factor
SigA,BSU_26280,sigma factor
SigA,BSU_36770,sigma factor
SigA,BSU_28550,sigma factor
SigA,BSU_34460,sigma factor
SigA,BSU_03060,sigma factor
SigA,BSU_18130,sigma factor
SigA,BSU_00060,sigma factor
SigA,BSU_29600,sigma factor
SigA,BSU_16360,sigma factor
SigA,BSU_34290,sigma factor
SigA,BSU_31060,sigma factor
SigA,BSU_14730,sigma factor
SigA,BSU_25580,sigma factor
SigA,BSU_24720,sigma factor
SigA,BSU_34230,sigma factor
SigA,BSU_34980,sigma factor
SigA,BSU_22540,sigma factor
SigA,BSU_03960,sigma factor
SigA,BSU_39330,sigma factor
SigA,BSU_17380,sigma factor
SigA,BSU_02270,sigma factor
SigA,BSU_40890,sigma factor
SigA,BSU_19830,sigma factor
SigA,BSU_15930,sigma factor
SigA,BSU_01160,sigma factor
SigA,BSU_03010,sigma factor
SigA,BSU_00850,sigma factor
SigA,BSU_34300,sigma factor
SigA,BSU_33540,sigma factor
SigA,BSU_06320,sigma factor
SigA,BSU_39380,sigma factor
SigA,BSU_08830,sigma factor
SigA,BSU_12390,sigma factor
SigA,BSU_27910,sigma factor
SigA,BSU_37700,sigma factor
SigA,BSU_32410,sigma factor
SigA,BSU_35470,sigma factor
SigA,BSU_35590,sigma factor
SigA,BSU_13120,sigma factor
SigA,BSU_19460,sigma factor
SigA,BSU_15890,sigma factor
SigA,BSU_03490,sigma factor
SigA,BSU_40170,sigma factor
SigA,BSU_25800,sigma factor
SigA,BSU_15880,sigma factor
SigA,BSU_15470,sigma factor
SigA,BSU_03982,sigma factor
SigA,BSU_28010,sigma factor
SigA,BSU_35020,sigma factor
SigA,BSU_19910,sigma factor
SigA,BSU_35440,sigma factor
SigA,BSU_28270,sigma factor
SigA,BSU_34190,sigma factor
SigA,BSU_09330,sigma factor
SigA,BSU_17260,sigma factor
SigA,BSU_16440,sigma factor
SigA,BSU_31720,sigma factor
SigA,BSU_16640,sigma factor
SigA,BSU_16480,sigma factor
SigA,BSU_02370,sigma factor
SigA,BSU_05880,sigma factor
SigA,BSU_34450,sigma factor
SigA,BSU_36490,sigma factor
SigA,BSU_32290,sigma factor
SigA,BSU_25210,sigma factor
SigA,BSU_40150,sigma factor
SigA,BSU_39820,sigma factor
SigA,BSU_14720,sigma factor
SigA,BSU_11310,sigma factor
SigA,BSU_25690,sigma factor
SigA,BSU_00860,sigma factor
SigA,BSU_38030,sigma factor
SigA,BSU_16000,sigma factor
SigA,BSU_35910,sigma factor
SigA,BSU_16400,sigma factor
SigA,BSU_23520,sigma factor
SigA,BSU_35380,sigma factor
SigA,BSU_01389,sigma factor
SigA,BSU_34030,sigma factor
SigA,BSU_05010,sigma factor
SigA,BSU_28050,sigma factor
SigA,BSU_31970,sigma factor
SigA,BSU_39700,sigma factor
SigA,BSU_16770,sigma factor
SigA,BSU_00510,sigma factor
SigA,BSU_39070,sigma factor
SigA,BSU_03480,sigma factor
SigA,BSU_19479,sigma factor
SigA,BSU_17390,sigma factor
SigA,BSU_34760,sigma factor
SigA,BSU_19940,sigma factor
SigA,BSU_02380,sigma factor
SigA,BSU_39680,sigma factor
SigA,BSU_34265,sigma factor
SigA,BSU_00440,sigma factor
SigA,BSU_31180,sigma factor
SigA,BSU_16650,sigma factor
SigA,BSU_10520,sigma factor
SigA,BSU_00750,sigma factor
SigA,BSU_15630,sigma factor
SigA,BSU_18450,sigma factor
SigA,BSU_28950,sigma factor
SigA,BSU_12950,sigma factor
SigA,BSU_23090,sigma factor
SigA,BSU_25190,sigma factor
SigA,BSU_15230,sigma factor
SigA,BSU_18090,sigma factor
SigA,BSU_33090,sigma factor
SigA,BSU_35940,sigma factor
SigA,BSU_31700,sigma factor
SigA,BSU_07830,sigma factor
SigA,BSU_09410,sigma factor
SigA,BSU_03320,sigma factor
SigA,BSU_33020,sigma factor
SigA,BSU_01420,sigma factor
SigA,BSU_24700,sigma factor
SigA,BSU_36780,sigma factor
SigA,BSU_08100,sigma factor
SigA,BSU_37710,sigma factor
SigA,BSU_07700,sigma factor
SigA,BSU_13640,sigma factor
SigA,BSU_35630,sigma factor
SigA,BSU_16420,sigma factor
SigA,BSU_13320,sigma factor
SigA,BSU_28740,sigma factor
SigA,BSU_23310,sigma factor
SigA,BSU_13850,sigma factor
SigA,BSU_36260,sigma factor
SigA,BSU_29840,sigma factor
SigA,BSU_22960,sigma factor
SigA,BSU_34330,sigma factor
SigA,BSU_01980,sigma factor
SigA,BSU_34040,sigma factor
SigA,BSU_05470,sigma factor
SigA,BSU_02140,sigma factor
SigA,BSU_31860,sigma factor
SigA,BSU_06470,sigma factor
SigA,BSU_38050,sigma factor
SigA,BSU_19360,sigma factor
SigA,BSU_34770,sigma factor
SigA,BSU_06430,sigma factor
SigA,BSU_34310,sigma factor
SigA,BSU_08850,sigma factor
SigA,BSU_29340,sigma factor
SigA,BSU_29020,sigma factor
SigA,BSU_33790,sigma factor
SigA,BSU_04710,sigma factor
SigA,BSU_34340,sigma factor
SigA,BSU_38110,sigma factor
SigA,BSU_12430,sigma factor
SigA,BSU_05850,sigma factor
SigA,BSU_14629,sigma factor
SigA,BSU_03200,sigma factor
SigA,BSU_15580,sigma factor
SigA,BSU_38410,sigma factor
SigA,BSU_31900,sigma factor
SigA,BSU_10300,sigma factor
SigA,BSU_15500,sigma factor
SigA,BSU_39350,sigma factor
SigA,BSU_37380,sigma factor
SigA,BSU_21670,sigma factor
SigA,BSU_34150,sigma factor
SigA,BSU_39710,sigma factor
SigA,BSU_02350,sigma factor
SigA,BSU_37290,sigma factor
SigA,BSU_07690,sigma factor
SigA,BSU_10770,sigma factor
SigA,BSU_15290,sigma factor
SigA,BSU_29280,sigma factor
SigA,BSU_07810,sigma factor
SigA,BSU_24220,sigma factor
SigA,BSU_22019,sigma factor
SigA,BSU_12380,sigma factor
SigA,BSU_21660,sigma factor
SigA,BSU_05020,sigma factor
SigA,BSU_33900,sigma factor
SigA,BSU_34220,sigma factor
SigA,BSU_13700,sigma factor
SigA,BSU_28450,sigma factor
SigA,BSU_36760,sigma factor
SigA,BSU_37050,sigma factor
SigA,BSU_31680,sigma factor
SigA,BSU_04760,sigma factor
SigA,BSU_07880,sigma factor
SigA,BSU_06500,sigma factor
SigA,BSU_29820,sigma factor
SigA,BSU_28770,sigma factor
SigA,BSU_01290,sigma factor
SigA,BSU_02690,sigma factor
SigA,BSU_18010,sigma factor
SigA,BSU_22560,sigma factor
SigA,BSU_32460,sigma factor
SigA,BSU_10420,sigma factor
SigA,BSU_13540,sigma factor
SigA,BSU_34540,sigma factor
SigA,BSU_11330,sigma factor
SigA,BSU_28040,sigma factor
SigA,BSU_40190,sigma factor
SigA,BSU_00030,sigma factor
SigA,BSU_33510,sigma factor
SigA,BSU_07620,sigma factor
SigA,BSU_25220,sigma factor
SigA,BSU_00870,sigma factor
SigA,BSU_28500,sigma factor
SigA,BSU_40100,sigma factor
SigA,BSU_00790,sigma factor
SigA,BSU_02420,sigma factor
SigA,BSU_11210,sigma factor
SigA,BSU_38280,sigma factor
SigA,BSU_02530,sigma factor
SigA,BSU_26590,sigma factor
SigA,BSU_28630,sigma factor
SigA,BSU_24180,sigma factor
SigA,BSU_22320,sigma factor
SigA,BSU_39510,sigma factor
SigA,BSU_01810,sigma factor
SigA,BSU_00940,sigma factor
SigA,BSU_37390,sigma factor
SigA,BSU_13590,sigma factor
SigA,BSU_03500,sigma factor
SigA,BSU_37350,sigma factor
SigA,BSU_19920,sigma factor
SigA,BSU_03670,sigma factor
SigA,BSU_31550,sigma factor
SigA,BSU_38560,sigma factor
SigA,BSU_40070,sigma factor
SigA,BSU_30450,sigma factor
SigA,BSU_29720,sigma factor
SigA,BSU_31050,sigma factor
SigA,BSU_36410,sigma factor
SigA,BSU_34370,sigma factor
SigA,BSU_03940,sigma factor
SigA,BSU_31690,sigma factor
SigA,BSU_30430,sigma factor
SigA,BSU_26670,sigma factor
SigA,BSU_15550,sigma factor
SigA,BSU_13040,sigma factor
SigA,BSU_32690,sigma factor
SigA,BSU_09290,sigma factor
SigA,BSU_15570,sigma factor
SigA,BSU_34180,sigma factor
SigA,BSU_17950,sigma factor
SigA,BSU_36110,sigma factor
SigA,BSU_28200,sigma factor
SigA,BSU_09990,sigma factor
SigA,BSU_15270,sigma factor
SigA,BSU_13530,sigma factor
SigA,BSU_17450,sigma factor
SigA,BSU_25300,sigma factor
SigA,BSU_40030,sigma factor
SigA,BSU_26270,sigma factor
SigA,BSU_36650,sigma factor
SigA,BSU_35700,sigma factor
SigA,BSU_27270,sigma factor
SigA,BSU_10620,sigma factor
SigA,BSU_37500,sigma factor
SigA,BSU_02850,sigma factor
SigA,BSU_25230,sigma factor
SigA,BSU_00020,sigma factor
SigA,BSU_15600,sigma factor
SigA,BSU_30560,sigma factor
SigA,BSU_14540,sigma factor
SigA,BSU_32300,sigma factor
SigA,BSU_14610,sigma factor
SigA,BSU_28710,sigma factor
SigA,BSU_16590,sigma factor
SigA,BSU_26259,sigma factor
SigA,BSU_31910,sigma factor
SigA,BSU_29010,sigma factor
SigA,BSU_19560,sigma factor
SigA,BSU_36480,sigma factor
SigA,BSU_39420,sigma factor
SigA,BSU_02290,sigma factor
SigA,BSU_34280,sigma factor
SigA,BSU_23100,sigma factor
SigA,BSU_07900,sigma factor
SigA,BSU_32520,sigma factor
SigA,BSU_11880,sigma factor
SigA,BSU_24610,sigma factor
SigA,BSU_35430,sigma factor
SigA,BSU_07400,sigma factor
SigA,BSU_22070,sigma factor
SigA,BSU_29740,sigma factor
SigA,BSU_11230,sigma factor
SigA,BSU_17400,sigma factor
SigA,BSU_36240,sigma factor
SigA,BSU_01380,sigma factor
SigA,BSU_32470,sigma factor
SigA,BSU_30800,sigma factor
SigA,BSU_14510,sigma factor
SigA,BSU_23560,sigma factor
SigA,BSU_01370,sigma factor
SigA,BSU_35370,sigma factor
SigA,BSU_08730,sigma factor
SigA,BSU_16630,sigma factor
SigA,BSU_00520,sigma factor
SigA,BSU_41040,sigma factor
SigA,BSU_27920,sigma factor
SigA,BSU_17930,sigma factor
SigA,BSU_23570,sigma factor
SigA,BSU_29610,sigma factor
SigA,BSU_12300,sigma factor
SigA,BSU_31200,sigma factor
SigA,BSU_05480,sigma factor
SigA,BSU_15220,sigma factor
SigA,BSU_06490,sigma factor
