Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
BSU_00010,-0.008753152393981733,0.0004969257370560106,-0.022011491260076003,-0.010815037964616131,-0.00886822744104903,-0.008386884197691638,-0.010545163801044883,0.011528969386860185,0.01354187413032734,-0.005637494557166157,-0.004544299975985611,0.0006132310894952131,-0.00024199604755128422,-0.007206263584332248,0.0022939250219884935,-0.01567398225071375,0.0056186173086797365,-0.012225928643371142,-0.007512061115563003,-0.0066918257780959976,0.005104223553788033,0.007241403082788531,0.001195167382025876,0.0020515020817792194,0.0023978496257594946,-0.0009530629287928077,0.004876645102089894,-0.0010555425440212833,0.0003499783408491652,0.002394332425233323,-0.008098038159742731,-0.009256077024208127,0.008672860649635758,0.004376538366674968,-0.0038244074673869314,-0.009325374351390574,-0.013732445758578037,0.006795462276145115,-0.0029156705569686383,-0.007859151211218666
BSU_00020,-0.005635703204308672,0.003948255599659801,-0.01890808068389644,-0.009186977175433604,-1.8668369209405553e-05,-0.011335800798841897,-0.017407135103685384,0.014026749240339824,0.011170165892193678,-0.010906423435388397,-0.00015581711236221655,-0.01904777767652364,-0.005539902166023251,-0.004057334109479349,0.0021866867779388953,-0.015579466638447366,0.002441468785370431,-0.0031969959060392417,-0.007910766122906428,-0.005421275898341338,-5.7162281545704217e-05,0.00664792096992092,0.00041236760295772923,0.003790901475782502,0.012334827964292354,-0.00043258123794144646,0.0026875779953417,0.007827147565522849,0.005834151307365421,-0.003233280414555458,-0.0013550752433203867,-0.0064773423532504615,0.009976523936904371,0.015783382546384485,0.007952410900692524,-0.010247692890844538,-0.009322515205438876,-0.002013337673668773,-0.007219816927437852,0.004288430189936262
BSU_00030,-0.00831365009027949,-0.0035268091012957267,-0.013547197780600278,-0.013610597372457046,-0.011657786595161248,0.005836724564866821,0.005183475115540573,0.012351525856320458,0.009275734892244734,-0.005711543552926504,-0.004008183416883137,-0.009512751218548861,-0.005769488817559664,-0.004779605221467439,0.013452356779593149,-0.007409196543301894,0.00447451778402425,-0.007852992758360761,-0.005791222495252864,-0.0021056355438385994,0.004853848433177752,0.010233355507761013,0.008121638268828538,0.0009761584591993617,-0.0026088236108413477,-0.0016412387703195997,0.000574029004099076,-0.007756487959510814,-0.003928166309548404,-0.003130679817128707,-0.0048925375886141285,-0.0056497350944367895,-0.0025947279731800364,-0.002425586891288135,-0.0031150756427796205,-0.014505232777102528,-0.006759647781191789,-0.009951269799038584,0.003183620560159149,-0.017470366550727597
BSU_00040,-0.003540660534133988,-0.0018213904388231343,-0.008300649900763943,-0.008915116914423465,0.022187572852093475,-0.0013014865659594357,0.0025598801663636634,0.010274791234638717,0.01273379192207323,0.000574196056835669,-0.007352677576400009,-0.0036387500764431245,0.0006499846578881952,-0.012720100694015753,0.0018799802207571182,-0.005632658994648326,0.00199935755886842,-0.007129547456243699,-0.008384827041911605,-0.005633828012688428,-0.00241163762053033,0.008638040815997517,0.01134886061027568,-0.006289640835136552,0.013044444815953326,-0.004914553939254804,0.001956914369466907,0.0004817305419893356,-0.0022621445740591203,0.0017057200458547041,-0.00663399463419858,-0.000222831945153138,2.846256704981442e-05,-0.011366783876536666,0.003096103993365932,-0.01588478634070715,-0.010899261225690345,-0.005869886898049316,0.008051087150309486,-0.0037591576280850947
BSU_00050,-0.0005348331869496746,-0.005057462661146349,-0.005616657744823059,-0.013795072067366694,-0.0016618228219148407,-0.0044841921239259395,0.0049055893607782616,0.01374463774800752,-0.004456408576981711,0.00021761770946168702,-0.004701200112119404,-0.006814252176349305,-0.001651374323724954,-0.013811983787329866,-0.001464258068390032,6.621218402160932e-05,0.007042961449685245,-0.006803969137842778,-0.005035250256497625,-0.007068230648646797,0.001762697769305158,0.0001738760851503943,0.006430754209966395,-0.003668513333527269,0.014481345748700724,-0.0010340434709406809,-0.0039695292622703065,0.0007347789692982177,-0.0004532291833105239,0.0001317528454229313,-0.005217497129528111,-0.00017926258198074473,-8.867475556465067e-05,-0.006735761848334017,-0.004009381404900729,-0.011204879640327426,-0.02315974548437994,0.0006352174383903559,0.005219066474127748,-0.0072161893042152385
BSU_00060,0.0011657735505379602,0.005100105021027335,-0.004330839361876573,-0.012675000098162024,0.008991686073505804,-0.005809708039841099,0.006978742643299685,0.01990872572421686,0.005264936584389618,-5.122258575481988e-05,-0.007989859827242474,-0.005088086814621046,0.0022948964430152445,-0.0006973861052301562,0.005676510744124864,-0.004022320939015569,0.005738658197069991,0.008286430240769825,-0.006586421320169757,-0.004185252929267591,-0.0026385719727973047,-0.0016354254592042916,-0.0021071139055003772,0.00394210709698406,0.012362210794542243,-0.004391923894906703,-0.0015657687586273239,0.0055652776212769635,0.006987024097645216,-0.005521580622710926,-0.003446061934576786,-0.002827517675547076,0.007462430330069315,0.0018233301706392794,-0.0003150532616600698,-0.00898840779988118,-0.018233453773128704,0.002770137214427614,0.009131844165711714,-0.003338811458233472
BSU_00070,0.0024710294829689426,0.0036611309070607757,-0.01195322369932786,-0.011618250256808434,0.03244561916679205,-0.006432644982977787,0.003639855036951279,0.015559646449013859,0.0033195912767363363,0.00259277010176556,0.001979952514955408,-0.008515702947721731,0.0006625991339827865,0.0018403550572207881,0.0018210417742756304,0.0010194037495442475,0.002191216760820111,0.0016431960665991823,-0.010423022971772822,0.002626424862154031,-0.006405280554194407,0.00032976053133638495,-0.008987220972913242,-0.0018464652263432628,0.00454487525349208,-0.005230804243272226,0.0024015797051768826,0.0048593910450134056,0.011983746765886228,-0.0018559959743909516,-0.005827189050478122,-0.005681280311504251,0.0023150269029726138,0.0026303907198249243,-0.007563241869393349,-0.0002809838993905544,-0.012558407366635502,0.004841016754583744,-0.005176305722496563,0.002060547381298933
BSU_00080,-0.008362951009055864,0.002416876863004871,0.009095562630784908,0.000644467714573371,-0.0019757974491555596,-0.008098138915298357,0.011090410343124964,0.004513011552696132,0.01731572494710034,-0.003214415523434839,-0.0016640813076344329,0.006205835528631531,-0.009947940666675424,-0.008754249953674596,0.017540734038331278,0.02317243688209637,-0.0005060390400410588,-0.0025948368313960806,0.013862220564902104,0.016851381826895592,0.01223648471800191,-0.023420315343232908,0.0001095354813055653,0.0007558704062683321,-0.018070864238982992,0.00605274207932225,-0.006402683532301333,0.007530979971390831,0.026891307855571315,-0.0006214411297843262,0.004714784100277699,0.0022237842752160088,0.006912998915987258,-0.005716297097428621,-0.009031827542614763,-0.0026245165658314736,0.019700802242206647,0.008303089763556926,-0.0005736343570993931,-0.011122803928906947
BSU_00090,0.006534954777093119,0.02338462025160257,0.019742849614011335,-0.0014535587221991232,-0.009728976196886644,-0.009063479390062421,-0.01534282606433061,0.001932804261082219,0.013430655169477284,0.00985069189889069,-0.004699898650084704,-0.012008369093598238,-0.001586766048617527,-0.012597770223365924,0.0029630777084918894,-0.013450997763178636,0.00959150765363325,0.018359457508605913,-0.014231520578330522,-0.009617106876771753,-0.0034163576205201705,0.0005094148169153853,0.0021849333160951943,0.002202827664731049,-0.011939618573117414,0.0034732016585127513,-0.04450296275662202,-0.01046293564807231,-0.013145310059805092,-0.0073862488522291716,-0.006129660279062378,-0.003575607419780031,-0.016941146277877194,0.01550690141932116,-0.0038601777036288394,0.0069963349592073254,-0.00955767258930343,-0.002984169735830319,0.019339356577056325,0.0036639397527368864
BSU_00100,0.019556880237681484,0.001256704049086926,-0.010430971425231883,-0.008376858538185216,0.004304858054314076,-0.02541778865052373,-0.00620733747823595,0.024742026998930973,-0.0014487150939528441,0.006025499122093699,-0.008626327276705844,0.0002980696108683523,-5.741058884021507e-05,0.006532052337881555,0.007325614854161651,-0.00036003879865381504,-0.01158417472345055,-0.02482055230090888,-0.013184928002307313,-0.006841410679282925,0.01082763616165423,0.00808114235218441,0.005288567965515843,0.00994209181314347,0.00812840823532993,-0.005729910082866297,0.0020090341848360365,0.00912405303148493,-0.014946712497311047,0.0028999629249941827,0.0006425847115280644,-0.0030086781285483446,0.01507313549415911,-0.0006302147175971478,-0.0035365434111141168,0.000633908892420683,-0.01553526377994624,0.00466628721927838,-0.023969823937170148,-0.008289431357200205
