,gene_id,database,kegg_id
3775,BSU_12619,KEGG_pathway,-
3776,BSU_12620,KEGG_pathway,-
3777,BSU_12630,KEGG_pathway,-
3778,BSU_12640,KEGG_pathway,-
3779,BSU_12649,KEGG_pathway,-
3780,BSU_12650,KEGG_pathway,-
3781,BSU_12660,KEGG_pathway,-
3782,BSU_12671,KEGG_pathway,-
3783,BSU_12672,KEGG_pathway,-
3784,BSU_12680,KEGG_pathway,-
3785,BSU_12690,KEGG_pathway,-
3787,BSU_12700,KEGG_pathway,map00511
3788,BSU_12710,KEGG_pathway,-
3789,BSU_12720,KEGG_pathway,-
3790,BSU_12730,KEGG_pathway,-
3791,BSU_12740,KEGG_pathway,-
3792,BSU_12749,KEGG_pathway,-
3793,BSU_12750,KEGG_pathway,-
3794,BSU_12760,KEGG_pathway,-
3795,BSU_12770,KEGG_pathway,-
3796,BSU_12780,KEGG_pathway,-
3797,BSU_12790,KEGG_pathway,-
3798,BSU_12800,KEGG_pathway,-
3799,BSU_12810,KEGG_pathway,-
3800,BSU_12820,KEGG_pathway,-
3801,BSU_12830,KEGG_pathway,-
3802,BSU_12840,KEGG_pathway,-
3803,BSU_12850,KEGG_pathway,-
3804,BSU_12860,KEGG_pathway,-
3805,BSU_12870,KEGG_pathway,-
3806,BSU_12880,KEGG_pathway,-
3807,BSU_12890,KEGG_pathway,-
3810,BSU_12900,KEGG_pathway,map01503
3811,BSU_12900,KEGG_pathway,map02020
3817,BSU_12910,KEGG_pathway,map00330
3818,BSU_12910,KEGG_pathway,map01100
3819,BSU_12910,KEGG_pathway,map01110
3820,BSU_12910,KEGG_pathway,map01130
3821,BSU_12910,KEGG_pathway,map01230
3822,BSU_12920,KEGG_pathway,-
3826,BSU_12930,KEGG_pathway,map01501
3827,BSU_12930,KEGG_pathway,map02010
3828,BSU_12930,KEGG_pathway,map02024
3832,BSU_12940,KEGG_pathway,map01501
3833,BSU_12940,KEGG_pathway,map02010
3834,BSU_12940,KEGG_pathway,map02024
3838,BSU_12950,KEGG_pathway,map01501
3839,BSU_12950,KEGG_pathway,map02010
3840,BSU_12950,KEGG_pathway,map02024
3844,BSU_12960,KEGG_pathway,map01501
3845,BSU_12960,KEGG_pathway,map02010
3846,BSU_12960,KEGG_pathway,map02024
3847,BSU_12970,KEGG_pathway,-
3848,BSU_12980,KEGG_pathway,-
3849,BSU_12990,KEGG_pathway,-
3853,BSU_13000,KEGG_pathway,map01501
3854,BSU_13000,KEGG_pathway,map02010
3855,BSU_13000,KEGG_pathway,map02024
3862,BSU_13010,KEGG_pathway,map00030
3863,BSU_13010,KEGG_pathway,map01100
3864,BSU_13010,KEGG_pathway,map01110
3865,BSU_13010,KEGG_pathway,map01120
3866,BSU_13010,KEGG_pathway,map01130
3867,BSU_13010,KEGG_pathway,map01200
3868,BSU_13020,KEGG_pathway,-
3869,BSU_13030,KEGG_pathway,-
3876,BSU_13040,KEGG_pathway,map00623
3877,BSU_13040,KEGG_pathway,map00920
3878,BSU_13040,KEGG_pathway,map01100
3879,BSU_13040,KEGG_pathway,map01120
3880,BSU_13040,KEGG_pathway,map01220
3881,BSU_13040,KEGG_pathway,map05132
3882,BSU_13050,KEGG_pathway,-
3883,BSU_13060,KEGG_pathway,-
3884,BSU_13070,KEGG_pathway,-
3885,BSU_13080,KEGG_pathway,-
3886,BSU_13090,KEGG_pathway,-
3887,BSU_13100,KEGG_pathway,-
3891,BSU_13110,KEGG_pathway,map00630
3892,BSU_13110,KEGG_pathway,map00670
3893,BSU_13110,KEGG_pathway,map03013
3899,BSU_13120,KEGG_pathway,map00330
3900,BSU_13120,KEGG_pathway,map00332
3901,BSU_13120,KEGG_pathway,map01100
3902,BSU_13120,KEGG_pathway,map01130
3903,BSU_13120,KEGG_pathway,map01230
3910,BSU_13130,KEGG_pathway,map00330
3911,BSU_13130,KEGG_pathway,map00332
3912,BSU_13130,KEGG_pathway,map01100
3913,BSU_13130,KEGG_pathway,map01110
3914,BSU_13130,KEGG_pathway,map01130
3915,BSU_13130,KEGG_pathway,map01230
3916,BSU_13140,KEGG_pathway,-
3917,BSU_13150,KEGG_pathway,-
3918,BSU_13160,KEGG_pathway,-
3922,BSU_13170,KEGG_pathway,map00230
3923,BSU_13170,KEGG_pathway,map00240
3924,BSU_13170,KEGG_pathway,map01100
3930,BSU_13180,KEGG_pathway,map00270
3931,BSU_13180,KEGG_pathway,map00450
3932,BSU_13180,KEGG_pathway,map01100
3933,BSU_13180,KEGG_pathway,map01110
3934,BSU_13180,KEGG_pathway,map01230
3935,BSU_13190,KEGG_pathway,-
3936,BSU_13200,KEGG_pathway,-
3938,BSU_13210,KEGG_pathway,map02010
3940,BSU_13220,KEGG_pathway,map02010
3941,BSU_13230,KEGG_pathway,-
3942,BSU_13240,KEGG_pathway,-
3943,BSU_13250,KEGG_pathway,-
3944,BSU_13260,KEGG_pathway,-
3945,BSU_13270,KEGG_pathway,-
3946,BSU_13280,KEGG_pathway,-
3947,BSU_13300,KEGG_pathway,-
3948,BSU_13310,KEGG_pathway,-
3949,BSU_13320,KEGG_pathway,-
3950,BSU_13330,KEGG_pathway,-
3951,BSU_13340,KEGG_pathway,-
3954,BSU_13350,KEGG_pathway,map00561
3955,BSU_13350,KEGG_pathway,map01100
3956,BSU_13360,KEGG_pathway,-
3957,BSU_13370,KEGG_pathway,-
3958,BSU_13380,KEGG_pathway,-
3959,BSU_13390,KEGG_pathway,-
3961,BSU_13400,KEGG_pathway,map03450
3963,BSU_13410,KEGG_pathway,map03450
3965,BSU_13420,KEGG_pathway,map02025
3966,BSU_13430,KEGG_pathway,-
3967,BSU_13440,KEGG_pathway,-
3968,BSU_13450,KEGG_pathway,-
3969,BSU_13460,KEGG_pathway,-
3970,BSU_13470,KEGG_pathway,-
3971,BSU_13480,KEGG_pathway,-
3972,BSU_13490,KEGG_pathway,-
3973,BSU_13500,KEGG_pathway,-
3974,BSU_13509,KEGG_pathway,-
3975,BSU_13510,KEGG_pathway,-
3976,BSU_13520,KEGG_pathway,-
3978,BSU_13530,KEGG_pathway,map02020
3979,BSU_13540,KEGG_pathway,-
3982,BSU_13550,KEGG_pathway,map00270
3983,BSU_13550,KEGG_pathway,map01100
3986,BSU_13560,KEGG_pathway,map00270
3987,BSU_13560,KEGG_pathway,map01100
3989,BSU_13570,KEGG_pathway,map00250
3996,BSU_13580,KEGG_pathway,map00270
3997,BSU_13580,KEGG_pathway,map00300
3998,BSU_13580,KEGG_pathway,map01100
3999,BSU_13580,KEGG_pathway,map01110
4000,BSU_13580,KEGG_pathway,map01130
4001,BSU_13580,KEGG_pathway,map01230
4004,BSU_13590,KEGG_pathway,map00270
4005,BSU_13590,KEGG_pathway,map01100
4008,BSU_13600,KEGG_pathway,map00270
4009,BSU_13600,KEGG_pathway,map01100
4016,BSU_13610,KEGG_pathway,map00040
4017,BSU_13610,KEGG_pathway,map00051
4018,BSU_13610,KEGG_pathway,map00053
4019,BSU_13610,KEGG_pathway,map00270
4020,BSU_13610,KEGG_pathway,map01100
4021,BSU_13610,KEGG_pathway,map01120
4024,BSU_13620,KEGG_pathway,map00270
4025,BSU_13620,KEGG_pathway,map01100
4026,BSU_13630,KEGG_pathway,-
4027,BSU_13640,KEGG_pathway,-
4028,BSU_13650,KEGG_pathway,-
4030,BSU_13660,KEGG_pathway,map02020
4031,BSU_13670,KEGG_pathway,-
4034,BSU_13680,KEGG_pathway,map02030
4035,BSU_13680,KEGG_pathway,map02040
4039,BSU_13690,KEGG_pathway,map02020
4040,BSU_13690,KEGG_pathway,map02030
4041,BSU_13690,KEGG_pathway,map02040
4043,BSU_13700,KEGG_pathway,map01100
4044,BSU_13710,KEGG_pathway,-
4047,BSU_13720,KEGG_pathway,map00790
4048,BSU_13720,KEGG_pathway,map01100
4051,BSU_13730,KEGG_pathway,map00790
4052,BSU_13730,KEGG_pathway,map01100
4055,BSU_13740,KEGG_pathway,map00790
4056,BSU_13740,KEGG_pathway,map01100
4059,BSU_13750,KEGG_pathway,map00790
4060,BSU_13750,KEGG_pathway,map01100
4061,BSU_13760,KEGG_pathway,-
4062,BSU_13770,KEGG_pathway,-
4063,BSU_13780,KEGG_pathway,-
4064,BSU_13789,KEGG_pathway,-
4065,BSU_13790,KEGG_pathway,-
4066,BSU_13799,KEGG_pathway,-
4067,BSU_13800,KEGG_pathway,-
4068,BSU_13810,KEGG_pathway,-
4069,BSU_13819,KEGG_pathway,-
4070,BSU_13820,KEGG_pathway,-
4071,BSU_13830,KEGG_pathway,-
4072,BSU_13840,KEGG_pathway,-
4073,BSU_13850,KEGG_pathway,-
4074,BSU_13860,KEGG_pathway,-
4078,BSU_13870,KEGG_pathway,map00473
4079,BSU_13870,KEGG_pathway,map01100
4080,BSU_13870,KEGG_pathway,map01502
4081,BSU_13880,KEGG_pathway,-
4087,BSU_13890,KEGG_pathway,map00010
4088,BSU_13890,KEGG_pathway,map00500
4089,BSU_13890,KEGG_pathway,map00520
4090,BSU_13890,KEGG_pathway,map02060
4091,BSU_13890,KEGG_pathway,map05111
4092,BSU_13900,KEGG_pathway,-
4094,BSU_13910,KEGG_pathway,map02060
4095,BSU_13920,KEGG_pathway,-
4096,BSU_13930,KEGG_pathway,-
4103,BSU_13940,KEGG_pathway,map00220
4104,BSU_13940,KEGG_pathway,map01100
4105,BSU_13940,KEGG_pathway,map01110
4106,BSU_13940,KEGG_pathway,map01130
4107,BSU_13940,KEGG_pathway,map01210
4108,BSU_13940,KEGG_pathway,map01230
4111,BSU_13950,KEGG_pathway,map02020
4112,BSU_13950,KEGG_pathway,map02030
4116,BSU_13960,KEGG_pathway,map00280
4117,BSU_13960,KEGG_pathway,map00630
4118,BSU_13960,KEGG_pathway,map01100
4119,BSU_13970,KEGG_pathway,-
4123,BSU_13980,KEGG_pathway,map00550
4124,BSU_13980,KEGG_pathway,map01100
4125,BSU_13980,KEGG_pathway,map01501
4127,BSU_13990,KEGG_pathway,map02020
4144,BSU_14000,KEGG_pathway,map00220
4145,BSU_14000,KEGG_pathway,map00250
4146,BSU_14000,KEGG_pathway,map00270
4147,BSU_14000,KEGG_pathway,map00300
4148,BSU_14000,KEGG_pathway,map00330
4149,BSU_14000,KEGG_pathway,map00350
4150,BSU_14000,KEGG_pathway,map00360
4151,BSU_14000,KEGG_pathway,map00400
4152,BSU_14000,KEGG_pathway,map00401
4153,BSU_14000,KEGG_pathway,map00950
4154,BSU_14000,KEGG_pathway,map00960
4155,BSU_14000,KEGG_pathway,map01100
4156,BSU_14000,KEGG_pathway,map01110
4157,BSU_14000,KEGG_pathway,map01130
4158,BSU_14000,KEGG_pathway,map01210
4159,BSU_14000,KEGG_pathway,map01230
4160,BSU_14009,KEGG_pathway,-
4163,BSU_14010,KEGG_pathway,map02020
4164,BSU_14010,KEGG_pathway,map02030
4165,BSU_14020,KEGG_pathway,-
4166,BSU_14030,KEGG_pathway,-
4167,BSU_14040,KEGG_pathway,-
4168,BSU_14050,KEGG_pathway,-
4170,BSU_14060,KEGG_pathway,map00650
4173,BSU_14071,KEGG_pathway,map00520
4174,BSU_14071,KEGG_pathway,map01100
4175,BSU_14072,KEGG_pathway,-
4176,BSU_14090,KEGG_pathway,-
4177,BSU_14100,KEGG_pathway,-
4178,BSU_14110,KEGG_pathway,-
4179,BSU_14120,KEGG_pathway,-
4180,BSU_14130,KEGG_pathway,-
4181,BSU_14140,KEGG_pathway,-
4182,BSU_14150,KEGG_pathway,-
4183,BSU_14160,KEGG_pathway,-
4184,BSU_14170,KEGG_pathway,-
4190,BSU_14180,KEGG_pathway,map00300
4191,BSU_14180,KEGG_pathway,map01100
4192,BSU_14180,KEGG_pathway,map01110
4193,BSU_14180,KEGG_pathway,map01120
4194,BSU_14180,KEGG_pathway,map01230
4199,BSU_14190,KEGG_pathway,map00300
4200,BSU_14190,KEGG_pathway,map01100
4201,BSU_14190,KEGG_pathway,map01110
4202,BSU_14190,KEGG_pathway,map01230
4203,BSU_14200,KEGG_pathway,-
4204,BSU_14210,KEGG_pathway,-
4206,BSU_14220,KEGG_pathway,map04214
4207,BSU_14230,KEGG_pathway,-
4208,BSU_14240,KEGG_pathway,-
4209,BSU_14250,KEGG_pathway,-
4212,BSU_14260,KEGG_pathway,map00790
4213,BSU_14260,KEGG_pathway,map01100
4217,BSU_14270,KEGG_pathway,map00730
4218,BSU_14270,KEGG_pathway,map01100
4219,BSU_14270,KEGG_pathway,map04122
4222,BSU_14280,KEGG_pathway,map00790
4223,BSU_14280,KEGG_pathway,map01100
4226,BSU_14290,KEGG_pathway,map00790
4227,BSU_14290,KEGG_pathway,map01100
4231,BSU_14300,KEGG_pathway,map00790
4232,BSU_14300,KEGG_pathway,map01100
4233,BSU_14300,KEGG_pathway,map04122
4237,BSU_14310,KEGG_pathway,map00790
4238,BSU_14310,KEGG_pathway,map01100
4239,BSU_14310,KEGG_pathway,map04122
4241,BSU_14320,KEGG_pathway,map02010
4243,BSU_14330,KEGG_pathway,map02010
4244,BSU_14340,KEGG_pathway,-
4245,BSU_14350,KEGG_pathway,-
4246,BSU_14360,KEGG_pathway,-
4247,BSU_14370,KEGG_pathway,-
4248,BSU_14380,KEGG_pathway,-
4260,BSU_14390,KEGG_pathway,map00010
4261,BSU_14390,KEGG_pathway,map00030
4262,BSU_14390,KEGG_pathway,map00051
4263,BSU_14390,KEGG_pathway,map00052
4264,BSU_14390,KEGG_pathway,map00680
4265,BSU_14390,KEGG_pathway,map01100
4266,BSU_14390,KEGG_pathway,map01110
4267,BSU_14390,KEGG_pathway,map01120
4268,BSU_14390,KEGG_pathway,map01130
4269,BSU_14390,KEGG_pathway,map01200
4270,BSU_14390,KEGG_pathway,map01230
4275,BSU_14400,KEGG_pathway,map00051
4276,BSU_14400,KEGG_pathway,map01100
4277,BSU_14400,KEGG_pathway,map01120
4278,BSU_14400,KEGG_pathway,map02060
4281,BSU_14410,KEGG_pathway,map02024
4282,BSU_14410,KEGG_pathway,map03060
4283,BSU_14420,KEGG_pathway,-
4284,BSU_14430,KEGG_pathway,-
4288,BSU_14440,KEGG_pathway,map00770
4289,BSU_14440,KEGG_pathway,map01100
4290,BSU_14440,KEGG_pathway,map01110
4291,BSU_14450,KEGG_pathway,-
4292,BSU_14460,KEGG_pathway,-
4293,BSU_14470,KEGG_pathway,-
4294,BSU_14480,KEGG_pathway,-
4296,BSU_14490,KEGG_pathway,map02020
4297,BSU_14500,KEGG_pathway,-
4298,BSU_14510,KEGG_pathway,-
4301,BSU_14520,KEGG_pathway,map00230
4302,BSU_14520,KEGG_pathway,map01100
4304,BSU_14530,KEGG_pathway,map03018
4305,BSU_14540,KEGG_pathway,-
4306,BSU_14550,KEGG_pathway,-
4309,BSU_14560,KEGG_pathway,map00270
4310,BSU_14560,KEGG_pathway,map00630
4311,BSU_14569,KEGG_pathway,-
4313,BSU_14570,KEGG_pathway,map02024
4327,BSU_14580,KEGG_pathway,map00010
4328,BSU_14580,KEGG_pathway,map00020
4329,BSU_14580,KEGG_pathway,map00280
4330,BSU_14580,KEGG_pathway,map00620
4331,BSU_14580,KEGG_pathway,map00640
4332,BSU_14580,KEGG_pathway,map01100
4333,BSU_14580,KEGG_pathway,map01110
4334,BSU_14580,KEGG_pathway,map01120
4335,BSU_14580,KEGG_pathway,map01130
4336,BSU_14580,KEGG_pathway,map01200
4337,BSU_14580,KEGG_pathway,map04066
4338,BSU_14580,KEGG_pathway,map04922
4339,BSU_14580,KEGG_pathway,map05230
4353,BSU_14590,KEGG_pathway,map00010
4354,BSU_14590,KEGG_pathway,map00020
4355,BSU_14590,KEGG_pathway,map00280
4356,BSU_14590,KEGG_pathway,map00620
4357,BSU_14590,KEGG_pathway,map00640
4358,BSU_14590,KEGG_pathway,map01100
4359,BSU_14590,KEGG_pathway,map01110
4360,BSU_14590,KEGG_pathway,map01120
4361,BSU_14590,KEGG_pathway,map01130
4362,BSU_14590,KEGG_pathway,map01200
4363,BSU_14590,KEGG_pathway,map04066
4364,BSU_14590,KEGG_pathway,map04922
4365,BSU_14590,KEGG_pathway,map05230
4374,BSU_14600,KEGG_pathway,map00010
4375,BSU_14600,KEGG_pathway,map00020
4376,BSU_14600,KEGG_pathway,map00620
4377,BSU_14600,KEGG_pathway,map01100
4378,BSU_14600,KEGG_pathway,map01110
4379,BSU_14600,KEGG_pathway,map01120
4380,BSU_14600,KEGG_pathway,map01130
4381,BSU_14600,KEGG_pathway,map01200
4394,BSU_14610,KEGG_pathway,map00010
4395,BSU_14610,KEGG_pathway,map00020
4396,BSU_14610,KEGG_pathway,map00260
4397,BSU_14610,KEGG_pathway,map00280
4398,BSU_14610,KEGG_pathway,map00620
4399,BSU_14610,KEGG_pathway,map00630
4400,BSU_14610,KEGG_pathway,map00640
4401,BSU_14610,KEGG_pathway,map01100
4402,BSU_14610,KEGG_pathway,map01110
4403,BSU_14610,KEGG_pathway,map01120
4404,BSU_14610,KEGG_pathway,map01130
4405,BSU_14610,KEGG_pathway,map01200
4406,BSU_14620,KEGG_pathway,-
4407,BSU_14629,KEGG_pathway,-
4413,BSU_14630,KEGG_pathway,map00330
4414,BSU_14630,KEGG_pathway,map00480
4415,BSU_14630,KEGG_pathway,map01100
4416,BSU_14630,KEGG_pathway,map01110
4417,BSU_14630,KEGG_pathway,map01130
4418,BSU_14640,KEGG_pathway,-
4419,BSU_14650,KEGG_pathway,-
4420,BSU_14660,KEGG_pathway,-
4425,BSU_14670,KEGG_pathway,map00521
4426,BSU_14670,KEGG_pathway,map00562
4427,BSU_14670,KEGG_pathway,map01100
4428,BSU_14670,KEGG_pathway,map04070
4429,BSU_14680,KEGG_pathway,-
4430,BSU_14690,KEGG_pathway,-
4434,BSU_14700,KEGG_pathway,map01503
4435,BSU_14700,KEGG_pathway,map02024
4436,BSU_14700,KEGG_pathway,map05150
4437,BSU_14710,KEGG_pathway,-
4438,BSU_14720,KEGG_pathway,-
4439,BSU_14730,KEGG_pathway,-
4440,BSU_14740,KEGG_pathway,-
4441,BSU_14750,KEGG_pathway,-
4442,BSU_14760,KEGG_pathway,-
4443,BSU_14770,KEGG_pathway,-
4444,BSU_14780,KEGG_pathway,-
4445,BSU_14790,KEGG_pathway,-
4446,BSU_14800,KEGG_pathway,-
4447,BSU_14810,KEGG_pathway,-
4448,BSU_14820,KEGG_pathway,-
4458,BSU_14830,KEGG_pathway,map00220
4459,BSU_14830,KEGG_pathway,map00250
4460,BSU_14830,KEGG_pathway,map00471
4461,BSU_14830,KEGG_pathway,map01100
4462,BSU_14830,KEGG_pathway,map04724
4463,BSU_14830,KEGG_pathway,map04727
4464,BSU_14830,KEGG_pathway,map04964
4465,BSU_14830,KEGG_pathway,map05206
4466,BSU_14830,KEGG_pathway,map05230
4467,BSU_14840,KEGG_pathway,-
4469,BSU_14850,KEGG_pathway,map04112
4477,BSU_14860,KEGG_pathway,map00020
4478,BSU_14860,KEGG_pathway,map00620
4479,BSU_14860,KEGG_pathway,map00720
4480,BSU_14860,KEGG_pathway,map01100
4481,BSU_14860,KEGG_pathway,map01120
4482,BSU_14860,KEGG_pathway,map01200
4483,BSU_14860,KEGG_pathway,map01230
4490,BSU_14870,KEGG_pathway,map00190
4491,BSU_14870,KEGG_pathway,map00860
4492,BSU_14870,KEGG_pathway,map01100
4493,BSU_14870,KEGG_pathway,map01110
4494,BSU_14870,KEGG_pathway,map02020
4495,BSU_14870,KEGG_pathway,map04714
4501,BSU_14880,KEGG_pathway,map00190
4502,BSU_14880,KEGG_pathway,map00860
4503,BSU_14880,KEGG_pathway,map01100
4504,BSU_14880,KEGG_pathway,map01110
4505,BSU_14880,KEGG_pathway,map04714
4510,BSU_14890,KEGG_pathway,map00190
4511,BSU_14890,KEGG_pathway,map00920
4512,BSU_14890,KEGG_pathway,map01100
4513,BSU_14890,KEGG_pathway,map01120
4516,BSU_14900,KEGG_pathway,map00190
4517,BSU_14900,KEGG_pathway,map01100
4520,BSU_14910,KEGG_pathway,map00190
4521,BSU_14910,KEGG_pathway,map01100
4524,BSU_14920,KEGG_pathway,map00190
4525,BSU_14920,KEGG_pathway,map01100
4526,BSU_14930,KEGG_pathway,-
4527,BSU_14940,KEGG_pathway,-
4528,BSU_14950,KEGG_pathway,-
4529,BSU_14960,KEGG_pathway,-
4530,BSU_14970,KEGG_pathway,-
4531,BSU_14980,KEGG_pathway,-
4532,BSU_14990,KEGG_pathway,-
4533,BSU_15000,KEGG_pathway,-
4534,BSU_15010,KEGG_pathway,-
4537,BSU_15020,KEGG_pathway,map00770
4538,BSU_15020,KEGG_pathway,map01100
4539,BSU_15030,KEGG_pathway,-
4540,BSU_15040,KEGG_pathway,-
4542,BSU_15050,KEGG_pathway,map02024
4543,BSU_15060,KEGG_pathway,-
4544,BSU_15070,KEGG_pathway,-
4546,BSU_15080,KEGG_pathway,map03010
4547,BSU_15090,KEGG_pathway,-
4548,BSU_15100,KEGG_pathway,-
4552,BSU_15110,KEGG_pathway,map00770
4553,BSU_15110,KEGG_pathway,map01100
4554,BSU_15110,KEGG_pathway,map01110
4555,BSU_15120,KEGG_pathway,-
4556,BSU_15130,KEGG_pathway,-
4557,BSU_15140,KEGG_pathway,-
4558,BSU_15150,KEGG_pathway,-
4562,BSU_15160,KEGG_pathway,map00550
4563,BSU_15160,KEGG_pathway,map01100
4564,BSU_15160,KEGG_pathway,map01501
4567,BSU_15170,KEGG_pathway,map00550
4568,BSU_15170,KEGG_pathway,map01501
4571,BSU_15180,KEGG_pathway,map00300
4572,BSU_15180,KEGG_pathway,map00550
4576,BSU_15190,KEGG_pathway,map00550
4577,BSU_15190,KEGG_pathway,map01100
4578,BSU_15190,KEGG_pathway,map01502
4582,BSU_15200,KEGG_pathway,map00471
4583,BSU_15200,KEGG_pathway,map00550
4584,BSU_15200,KEGG_pathway,map01100
4586,BSU_15210,KEGG_pathway,map04112
4592,BSU_15220,KEGG_pathway,map00471
4593,BSU_15220,KEGG_pathway,map00550
4594,BSU_15220,KEGG_pathway,map01100
4595,BSU_15220,KEGG_pathway,map01502
4596,BSU_15220,KEGG_pathway,map04112
4600,BSU_15230,KEGG_pathway,map00520
4601,BSU_15230,KEGG_pathway,map00550
4602,BSU_15230,KEGG_pathway,map01100
4604,BSU_15240,KEGG_pathway,map04112
4605,BSU_15250,KEGG_pathway,-
4606,BSU_15260,KEGG_pathway,-
4607,BSU_15270,KEGG_pathway,-
4609,BSU_15280,KEGG_pathway,map04112
4611,BSU_15290,KEGG_pathway,map04112
4612,BSU_15300,KEGG_pathway,-
4613,BSU_15310,KEGG_pathway,-
4614,BSU_15320,KEGG_pathway,-
4615,BSU_15330,KEGG_pathway,-
4617,BSU_15340,KEGG_pathway,map02010
4625,BSU_15350,KEGG_pathway,map00220
4626,BSU_15350,KEGG_pathway,map00730
4627,BSU_15350,KEGG_pathway,map01100
4628,BSU_15350,KEGG_pathway,map01110
4629,BSU_15350,KEGG_pathway,map01130
4630,BSU_15350,KEGG_pathway,map01210
4631,BSU_15350,KEGG_pathway,map01230
4632,BSU_15360,KEGG_pathway,-
4633,BSU_15370,KEGG_pathway,-
4634,BSU_15380,KEGG_pathway,-
4635,BSU_15390,KEGG_pathway,-
4636,BSU_15400,KEGG_pathway,-
4639,BSU_15410,KEGG_pathway,map02020
4640,BSU_15410,KEGG_pathway,map02025
4641,BSU_15420,KEGG_pathway,-
4643,BSU_15430,KEGG_pathway,map00970
4645,BSU_15440,KEGG_pathway,map02026
4647,BSU_15450,KEGG_pathway,map03060
4648,BSU_15460,KEGG_pathway,-
4651,BSU_15470,KEGG_pathway,map00240
4652,BSU_15470,KEGG_pathway,map01100
4653,BSU_15480,KEGG_pathway,-
4657,BSU_15490,KEGG_pathway,map00240
4658,BSU_15490,KEGG_pathway,map00250
4659,BSU_15490,KEGG_pathway,map01100
4662,BSU_15500,KEGG_pathway,map00240
4663,BSU_15500,KEGG_pathway,map01100
4667,BSU_15510,KEGG_pathway,map00240
4668,BSU_15510,KEGG_pathway,map00250
4669,BSU_15510,KEGG_pathway,map01100
4673,BSU_15520,KEGG_pathway,map00240
4674,BSU_15520,KEGG_pathway,map00250
4675,BSU_15520,KEGG_pathway,map01100
4678,BSU_15530,KEGG_pathway,map00240
4679,BSU_15530,KEGG_pathway,map01100
4682,BSU_15540,KEGG_pathway,map00240
4683,BSU_15540,KEGG_pathway,map01100
4686,BSU_15550,KEGG_pathway,map00240
4687,BSU_15550,KEGG_pathway,map01100
4691,BSU_15560,KEGG_pathway,map00240
4692,BSU_15560,KEGG_pathway,map00983
4693,BSU_15560,KEGG_pathway,map01100
4698,BSU_15570,KEGG_pathway,map00230
4699,BSU_15570,KEGG_pathway,map00920
4700,BSU_15570,KEGG_pathway,map01100
4701,BSU_15570,KEGG_pathway,map01120
4702,BSU_15580,KEGG_pathway,-
4710,BSU_15590,KEGG_pathway,map00230
4711,BSU_15590,KEGG_pathway,map00261
4712,BSU_15590,KEGG_pathway,map00450
4713,BSU_15590,KEGG_pathway,map00920
4714,BSU_15590,KEGG_pathway,map01100
4715,BSU_15590,KEGG_pathway,map01120
4716,BSU_15590,KEGG_pathway,map01130
4721,BSU_15600,KEGG_pathway,map00230
4722,BSU_15600,KEGG_pathway,map00920
4723,BSU_15600,KEGG_pathway,map01100
4724,BSU_15600,KEGG_pathway,map01120
4729,BSU_15610,KEGG_pathway,map00860
4730,BSU_15610,KEGG_pathway,map01100
4731,BSU_15610,KEGG_pathway,map01110
4732,BSU_15610,KEGG_pathway,map01120
4737,BSU_15620,KEGG_pathway,map00860
4738,BSU_15620,KEGG_pathway,map01100
4739,BSU_15620,KEGG_pathway,map01110
4740,BSU_15620,KEGG_pathway,map01120
4745,BSU_15630,KEGG_pathway,map00860
4746,BSU_15630,KEGG_pathway,map01100
4747,BSU_15630,KEGG_pathway,map01110
4748,BSU_15630,KEGG_pathway,map01120
4750,BSU_15640,KEGG_pathway,map03070
4751,BSU_15650,KEGG_pathway,-
4752,BSU_15660,KEGG_pathway,-
4753,BSU_15670,KEGG_pathway,-
4756,BSU_15680,KEGG_pathway,map00230
4757,BSU_15680,KEGG_pathway,map01100
4762,BSU_15690,KEGG_pathway,map00230
4763,BSU_15690,KEGG_pathway,map00240
4764,BSU_15690,KEGG_pathway,map01100
4765,BSU_15690,KEGG_pathway,map03020
4768,BSU_15700,KEGG_pathway,map00770
4769,BSU_15700,KEGG_pathway,map01100
4771,BSU_15710,KEGG_pathway,map03440
4774,BSU_15720,KEGG_pathway,map00670
4775,BSU_15720,KEGG_pathway,map00970
4778,BSU_15730,KEGG_pathway,map00670
4779,BSU_15730,KEGG_pathway,map00970
4780,BSU_15740,KEGG_pathway,-
4781,BSU_15750,KEGG_pathway,-
4782,BSU_15760,KEGG_pathway,-
4783,BSU_15770,KEGG_pathway,-
4786,BSU_15780,KEGG_pathway,map00730
4787,BSU_15780,KEGG_pathway,map01100
4797,BSU_15790,KEGG_pathway,map00030
4798,BSU_15790,KEGG_pathway,map00040
4799,BSU_15790,KEGG_pathway,map00710
4800,BSU_15790,KEGG_pathway,map01100
4801,BSU_15790,KEGG_pathway,map01110
4802,BSU_15790,KEGG_pathway,map01120
4803,BSU_15790,KEGG_pathway,map01130
4804,BSU_15790,KEGG_pathway,map01200
4805,BSU_15790,KEGG_pathway,map01230
4808,BSU_15800,KEGG_pathway,map00730
4809,BSU_15800,KEGG_pathway,map01100
4811,BSU_15820,KEGG_pathway,map03010
4812,BSU_15830,KEGG_pathway,-
4813,BSU_15840,KEGG_pathway,-
4821,BSU_15850,KEGG_pathway,map00260
4822,BSU_15850,KEGG_pathway,map00270
4823,BSU_15850,KEGG_pathway,map01100
4824,BSU_15850,KEGG_pathway,map01110
4825,BSU_15850,KEGG_pathway,map01130
4826,BSU_15850,KEGG_pathway,map01200
