,gene_id,database,kegg_id
12225,BSU_37290,KEGG_pathway,map02026
12226,BSU_37290,KEGG_pathway,map05111
12227,BSU_37300,KEGG_pathway,-
12233,BSU_37310,KEGG_pathway,map02020
12234,BSU_37310,KEGG_pathway,map02024
12235,BSU_37310,KEGG_pathway,map02025
12236,BSU_37310,KEGG_pathway,map02026
12237,BSU_37310,KEGG_pathway,map05111
12240,BSU_37320,KEGG_pathway,map00910
12241,BSU_37320,KEGG_pathway,map02020
12243,BSU_37330,KEGG_pathway,map00970
12244,BSU_37340,KEGG_pathway,-
12245,BSU_37350,KEGG_pathway,-
12246,BSU_37370,KEGG_pathway,-
12247,BSU_37390,KEGG_pathway,-
12249,BSU_37400,KEGG_pathway,map02010
12253,BSU_37410,KEGG_pathway,map00740
12254,BSU_37410,KEGG_pathway,map01100
12255,BSU_37410,KEGG_pathway,map01110
12256,BSU_37420,KEGG_pathway,-
12257,BSU_37440,KEGG_pathway,-
12258,BSU_37450,KEGG_pathway,-
12260,BSU_37460,KEGG_pathway,map02024
12261,BSU_37480,KEGG_pathway,-
12264,BSU_37490,KEGG_pathway,map00330
12265,BSU_37490,KEGG_pathway,map01100
12271,BSU_37500,KEGG_pathway,map00270
12272,BSU_37500,KEGG_pathway,map00330
12273,BSU_37500,KEGG_pathway,map00410
12274,BSU_37500,KEGG_pathway,map00480
12275,BSU_37500,KEGG_pathway,map01100
12279,BSU_37510,KEGG_pathway,map00550
12280,BSU_37510,KEGG_pathway,map01100
12281,BSU_37510,KEGG_pathway,map01501
12282,BSU_37520,KEGG_pathway,-
12283,BSU_37530,KEGG_pathway,-
12290,BSU_37540,KEGG_pathway,map00362
12291,BSU_37540,KEGG_pathway,map00621
12292,BSU_37540,KEGG_pathway,map00622
12293,BSU_37540,KEGG_pathway,map01100
12294,BSU_37540,KEGG_pathway,map01120
12295,BSU_37540,KEGG_pathway,map01220
12296,BSU_37550,KEGG_pathway,-
12298,BSU_37560,KEGG_pathway,map00970
12299,BSU_37570,KEGG_pathway,-
12300,BSU_37580,KEGG_pathway,-
12301,BSU_37590,KEGG_pathway,-
12302,BSU_37600,KEGG_pathway,-
12303,BSU_37610,KEGG_pathway,-
12304,BSU_37620,KEGG_pathway,-
12305,BSU_37630,KEGG_pathway,-
12306,BSU_37640,KEGG_pathway,-
12307,BSU_37650,KEGG_pathway,-
12317,BSU_37660,KEGG_pathway,map00430
12318,BSU_37660,KEGG_pathway,map00620
12319,BSU_37660,KEGG_pathway,map00640
12320,BSU_37660,KEGG_pathway,map00650
12321,BSU_37660,KEGG_pathway,map00680
12322,BSU_37660,KEGG_pathway,map00720
12323,BSU_37660,KEGG_pathway,map01100
12324,BSU_37660,KEGG_pathway,map01120
12325,BSU_37660,KEGG_pathway,map01200
12329,BSU_37670,KEGG_pathway,map00860
12330,BSU_37670,KEGG_pathway,map01100
12331,BSU_37670,KEGG_pathway,map01110
12333,BSU_37680,KEGG_pathway,map01130
12340,BSU_37690,KEGG_pathway,map00270
12341,BSU_37690,KEGG_pathway,map00300
12342,BSU_37690,KEGG_pathway,map01100
12343,BSU_37690,KEGG_pathway,map01110
12344,BSU_37690,KEGG_pathway,map01130
12345,BSU_37690,KEGG_pathway,map01230
12346,BSU_37700,KEGG_pathway,-
12351,BSU_37710,KEGG_pathway,map00230
12352,BSU_37710,KEGG_pathway,map01100
12353,BSU_37710,KEGG_pathway,map01110
12354,BSU_37710,KEGG_pathway,map01130
12356,BSU_37720,KEGG_pathway,map01130
12362,BSU_37730,KEGG_pathway,map00400
12363,BSU_37730,KEGG_pathway,map01100
12364,BSU_37730,KEGG_pathway,map01110
12365,BSU_37730,KEGG_pathway,map01130
12366,BSU_37730,KEGG_pathway,map01230
12377,BSU_37740,KEGG_pathway,map00260
12378,BSU_37740,KEGG_pathway,map00270
12379,BSU_37740,KEGG_pathway,map00300
12380,BSU_37740,KEGG_pathway,map00400
12381,BSU_37740,KEGG_pathway,map00401
12382,BSU_37740,KEGG_pathway,map01100
12383,BSU_37740,KEGG_pathway,map01110
12384,BSU_37740,KEGG_pathway,map01120
12385,BSU_37740,KEGG_pathway,map01130
12386,BSU_37740,KEGG_pathway,map01230
12387,BSU_37750,KEGG_pathway,-
12388,BSU_37760,KEGG_pathway,-
12389,BSU_37770,KEGG_pathway,-
12395,BSU_37780,KEGG_pathway,map00250
12396,BSU_37780,KEGG_pathway,map00330
12397,BSU_37780,KEGG_pathway,map01100
12398,BSU_37780,KEGG_pathway,map01110
12399,BSU_37780,KEGG_pathway,map01130
12409,BSU_37790,KEGG_pathway,map00220
12410,BSU_37790,KEGG_pathway,map00250
12411,BSU_37790,KEGG_pathway,map00430
12412,BSU_37790,KEGG_pathway,map00471
12413,BSU_37790,KEGG_pathway,map00910
12414,BSU_37790,KEGG_pathway,map01100
12415,BSU_37790,KEGG_pathway,map01200
12416,BSU_37790,KEGG_pathway,map04217
12417,BSU_37790,KEGG_pathway,map04964
12418,BSU_37800,KEGG_pathway,-
12422,BSU_37810,KEGG_pathway,map00521
12423,BSU_37810,KEGG_pathway,map00523
12424,BSU_37810,KEGG_pathway,map01130
12428,BSU_37820,KEGG_pathway,map00521
12429,BSU_37820,KEGG_pathway,map00523
12430,BSU_37820,KEGG_pathway,map01130
12436,BSU_37830,KEGG_pathway,map00521
12437,BSU_37830,KEGG_pathway,map00523
12438,BSU_37830,KEGG_pathway,map00525
12439,BSU_37830,KEGG_pathway,map01055
12440,BSU_37830,KEGG_pathway,map01130
12445,BSU_37840,KEGG_pathway,map00521
12446,BSU_37840,KEGG_pathway,map00523
12447,BSU_37840,KEGG_pathway,map00525
12448,BSU_37840,KEGG_pathway,map01130
12450,BSU_37850,KEGG_pathway,map00520
12451,BSU_37860,KEGG_pathway,-
12454,BSU_37870,KEGG_pathway,map00520
12455,BSU_37870,KEGG_pathway,map01100
12456,BSU_37880,KEGG_pathway,-
12458,BSU_37890,KEGG_pathway,map00520
12459,BSU_37900,KEGG_pathway,-
12460,BSU_37910,KEGG_pathway,-
12461,BSU_37920,KEGG_pathway,-
12462,BSU_37930,KEGG_pathway,-
12463,BSU_37940,KEGG_pathway,-
12464,BSU_37950,KEGG_pathway,-
12483,BSU_37960,KEGG_pathway,map00010
12484,BSU_37960,KEGG_pathway,map00053
12485,BSU_37960,KEGG_pathway,map00071
12486,BSU_37960,KEGG_pathway,map00280
12487,BSU_37960,KEGG_pathway,map00310
12488,BSU_37960,KEGG_pathway,map00330
12489,BSU_37960,KEGG_pathway,map00340
12490,BSU_37960,KEGG_pathway,map00380
12491,BSU_37960,KEGG_pathway,map00410
12492,BSU_37960,KEGG_pathway,map00561
12493,BSU_37960,KEGG_pathway,map00620
12494,BSU_37960,KEGG_pathway,map00625
12495,BSU_37960,KEGG_pathway,map00903
12496,BSU_37960,KEGG_pathway,map00981
12497,BSU_37960,KEGG_pathway,map01100
12498,BSU_37960,KEGG_pathway,map01110
12499,BSU_37960,KEGG_pathway,map01120
12500,BSU_37960,KEGG_pathway,map01130
12503,BSU_37970,KEGG_pathway,map03410
12504,BSU_37970,KEGG_pathway,map05340
12505,BSU_37980,KEGG_pathway,-
12506,BSU_38000,KEGG_pathway,-
12507,BSU_38018,KEGG_pathway,-
12511,BSU_38020,KEGG_pathway,map00730
12512,BSU_38020,KEGG_pathway,map00750
12513,BSU_38020,KEGG_pathway,map01100
12514,BSU_38030,KEGG_pathway,-
12519,BSU_38040,KEGG_pathway,map00051
12520,BSU_38040,KEGG_pathway,map00052
12521,BSU_38040,KEGG_pathway,map00500
12522,BSU_38040,KEGG_pathway,map01100
12527,BSU_38050,KEGG_pathway,map00010
12528,BSU_38050,KEGG_pathway,map00500
12529,BSU_38050,KEGG_pathway,map00520
12530,BSU_38050,KEGG_pathway,map02060
12531,BSU_38060,KEGG_pathway,-
12532,BSU_38070,KEGG_pathway,-
12534,BSU_38090,KEGG_pathway,map02024
12535,BSU_38100,KEGG_pathway,-
12538,BSU_38110,KEGG_pathway,map00740
12539,BSU_38110,KEGG_pathway,map01100
12540,BSU_38120,KEGG_pathway,-
12541,BSU_38130,KEGG_pathway,-
12544,BSU_38140,KEGG_pathway,map00190
12545,BSU_38140,KEGG_pathway,map01100
12548,BSU_38150,KEGG_pathway,map00190
12549,BSU_38150,KEGG_pathway,map01100
12552,BSU_38160,KEGG_pathway,map00190
12553,BSU_38160,KEGG_pathway,map01100
12556,BSU_38170,KEGG_pathway,map00190
12557,BSU_38170,KEGG_pathway,map01100
12558,BSU_38180,KEGG_pathway,-
12563,BSU_38190,KEGG_pathway,map00052
12564,BSU_38190,KEGG_pathway,map00520
12565,BSU_38190,KEGG_pathway,map01100
12566,BSU_38190,KEGG_pathway,map04917
12570,BSU_38200,KEGG_pathway,map00052
12571,BSU_38200,KEGG_pathway,map00520
12572,BSU_38200,KEGG_pathway,map01100
12573,BSU_38210,KEGG_pathway,-
12574,BSU_38220,KEGG_pathway,-
12575,BSU_38230,KEGG_pathway,-
12576,BSU_38240,KEGG_pathway,-
12577,BSU_38250,KEGG_pathway,-
12578,BSU_38260,KEGG_pathway,-
12579,BSU_38270,KEGG_pathway,-
12580,BSU_38280,KEGG_pathway,-
12583,BSU_38290,KEGG_pathway,map00730
12584,BSU_38290,KEGG_pathway,map01100
12587,BSU_38300,KEGG_pathway,map00730
12588,BSU_38300,KEGG_pathway,map01100
12589,BSU_38310,KEGG_pathway,-
12590,BSU_38320,KEGG_pathway,-
12592,BSU_38330,KEGG_pathway,map02020
12593,BSU_38340,KEGG_pathway,-
12594,BSU_38350,KEGG_pathway,-
12595,BSU_38360,KEGG_pathway,-
12597,BSU_38370,KEGG_pathway,map00620
12598,BSU_38380,KEGG_pathway,-
12601,BSU_38390,KEGG_pathway,map00500
12602,BSU_38390,KEGG_pathway,map02060
12604,BSU_38400,KEGG_pathway,map02024
12609,BSU_38410,KEGG_pathway,map00010
12610,BSU_38410,KEGG_pathway,map00500
12611,BSU_38410,KEGG_pathway,map00520
12612,BSU_38410,KEGG_pathway,map02060
12613,BSU_38420,KEGG_pathway,-
12616,BSU_38430,KEGG_pathway,map00540
12617,BSU_38430,KEGG_pathway,map01100
12618,BSU_38440,KEGG_pathway,-
12619,BSU_38450,KEGG_pathway,-
12621,BSU_38460,KEGG_pathway,map00970
12622,BSU_38470,KEGG_pathway,-
12624,BSU_38480,KEGG_pathway,map00230
12628,BSU_38490,KEGG_pathway,map00130
12629,BSU_38490,KEGG_pathway,map01100
12630,BSU_38490,KEGG_pathway,map01110
12631,BSU_38499,KEGG_pathway,-
12636,BSU_38500,KEGG_pathway,map00473
12637,BSU_38500,KEGG_pathway,map01503
12638,BSU_38500,KEGG_pathway,map02020
12639,BSU_38500,KEGG_pathway,map05150
12643,BSU_38510,KEGG_pathway,map01503
12644,BSU_38510,KEGG_pathway,map02020
12645,BSU_38510,KEGG_pathway,map05150
12650,BSU_38520,KEGG_pathway,map00473
12651,BSU_38520,KEGG_pathway,map01503
12652,BSU_38520,KEGG_pathway,map02020
12653,BSU_38520,KEGG_pathway,map05150
12657,BSU_38530,KEGG_pathway,map01503
12658,BSU_38530,KEGG_pathway,map02020
12659,BSU_38530,KEGG_pathway,map05150
12660,BSU_38540,KEGG_pathway,-
12671,BSU_38550,KEGG_pathway,map00270
12672,BSU_38550,KEGG_pathway,map00280
12673,BSU_38550,KEGG_pathway,map00290
12674,BSU_38550,KEGG_pathway,map00770
12675,BSU_38550,KEGG_pathway,map00790
12676,BSU_38550,KEGG_pathway,map01100
12677,BSU_38550,KEGG_pathway,map01110
12678,BSU_38550,KEGG_pathway,map01130
12679,BSU_38550,KEGG_pathway,map01210
12680,BSU_38550,KEGG_pathway,map01230
12683,BSU_38560,KEGG_pathway,map00010
12684,BSU_38560,KEGG_pathway,map00500
12687,BSU_38570,KEGG_pathway,map00500
12688,BSU_38570,KEGG_pathway,map02060
12691,BSU_38580,KEGG_pathway,map00500
12692,BSU_38580,KEGG_pathway,map02060
12695,BSU_38590,KEGG_pathway,map00500
12696,BSU_38590,KEGG_pathway,map02060
12701,BSU_38600,KEGG_pathway,map00051
12702,BSU_38600,KEGG_pathway,map01100
12703,BSU_38600,KEGG_pathway,map01120
12704,BSU_38600,KEGG_pathway,map02060
12705,BSU_38610,KEGG_pathway,-
12707,BSU_38620,KEGG_pathway,map03410
12721,BSU_38630,KEGG_pathway,map00380
12722,BSU_38630,KEGG_pathway,map00630
12723,BSU_38630,KEGG_pathway,map01110
12724,BSU_38630,KEGG_pathway,map01130
12725,BSU_38630,KEGG_pathway,map01200
12726,BSU_38630,KEGG_pathway,map04011
12727,BSU_38630,KEGG_pathway,map04016
12728,BSU_38630,KEGG_pathway,map04068
12729,BSU_38630,KEGG_pathway,map04146
12730,BSU_38630,KEGG_pathway,map04211
12731,BSU_38630,KEGG_pathway,map04212
12732,BSU_38630,KEGG_pathway,map04213
12733,BSU_38630,KEGG_pathway,map05014
12734,BSU_38640,KEGG_pathway,-
12735,BSU_38650,KEGG_pathway,-
12737,BSU_38660,KEGG_pathway,map02010
12738,BSU_38670,KEGG_pathway,-
12739,BSU_38680,KEGG_pathway,-
12740,BSU_38690,KEGG_pathway,-
12741,BSU_38700,KEGG_pathway,-
12742,BSU_38710,KEGG_pathway,-
12743,BSU_38720,KEGG_pathway,-
12745,BSU_38730,KEGG_pathway,map02010
12747,BSU_38740,KEGG_pathway,map02010
12751,BSU_38750,KEGG_pathway,map00190
12752,BSU_38750,KEGG_pathway,map01100
12753,BSU_38750,KEGG_pathway,map02020
12757,BSU_38760,KEGG_pathway,map00190
12758,BSU_38760,KEGG_pathway,map01100
12759,BSU_38760,KEGG_pathway,map02020
12761,BSU_38770,KEGG_pathway,map02020
12764,BSU_38780,KEGG_pathway,map00900
12765,BSU_38780,KEGG_pathway,map01130
12766,BSU_38800,KEGG_pathway,-
12768,BSU_38810,KEGG_pathway,map02010
12770,BSU_38820,KEGG_pathway,map02010
12790,BSU_38830,KEGG_pathway,map00010
12791,BSU_38830,KEGG_pathway,map00053
12792,BSU_38830,KEGG_pathway,map00071
12793,BSU_38830,KEGG_pathway,map00280
12794,BSU_38830,KEGG_pathway,map00310
12795,BSU_38830,KEGG_pathway,map00330
12796,BSU_38830,KEGG_pathway,map00340
12797,BSU_38830,KEGG_pathway,map00380
12798,BSU_38830,KEGG_pathway,map00410
12799,BSU_38830,KEGG_pathway,map00561
12800,BSU_38830,KEGG_pathway,map00620
12801,BSU_38830,KEGG_pathway,map00625
12802,BSU_38830,KEGG_pathway,map00627
12803,BSU_38830,KEGG_pathway,map00903
12804,BSU_38830,KEGG_pathway,map00981
12805,BSU_38830,KEGG_pathway,map01100
12806,BSU_38830,KEGG_pathway,map01110
12807,BSU_38830,KEGG_pathway,map01120
12808,BSU_38830,KEGG_pathway,map01130
12809,BSU_38840,KEGG_pathway,-
12810,BSU_38850,KEGG_pathway,-
12814,BSU_38860,KEGG_pathway,map00052
12815,BSU_38860,KEGG_pathway,map00520
12816,BSU_38860,KEGG_pathway,map01100
12817,BSU_38870,KEGG_pathway,-
12818,BSU_38880,KEGG_pathway,-
12819,BSU_38890,KEGG_pathway,-
12820,BSU_38900,KEGG_pathway,-
12821,BSU_38910,KEGG_pathway,-
12822,BSU_38920,KEGG_pathway,-
12823,BSU_38940,KEGG_pathway,-
12829,BSU_38950,KEGG_pathway,map00270
12830,BSU_38950,KEGG_pathway,map00450
12831,BSU_38950,KEGG_pathway,map01100
12832,BSU_38950,KEGG_pathway,map01110
12833,BSU_38950,KEGG_pathway,map01230
12839,BSU_38960,KEGG_pathway,map00270
12840,BSU_38960,KEGG_pathway,map00450
12841,BSU_38960,KEGG_pathway,map01100
12842,BSU_38960,KEGG_pathway,map01110
12843,BSU_38960,KEGG_pathway,map01230
12847,BSU_38970,KEGG_pathway,map00072
12848,BSU_38970,KEGG_pathway,map00650
12849,BSU_38970,KEGG_pathway,map01100
12853,BSU_38980,KEGG_pathway,map00072
12854,BSU_38980,KEGG_pathway,map00280
12855,BSU_38980,KEGG_pathway,map00650
12859,BSU_38990,KEGG_pathway,map00072
12860,BSU_38990,KEGG_pathway,map00280
12861,BSU_38990,KEGG_pathway,map00650
12862,BSU_39000,KEGG_pathway,-
12863,BSU_39010,KEGG_pathway,-
12864,BSU_39020,KEGG_pathway,-
12865,BSU_39029,KEGG_pathway,-
12866,BSU_39030,KEGG_pathway,-
12867,BSU_39040,KEGG_pathway,-
12881,BSU_39050,KEGG_pathway,map00380
12882,BSU_39050,KEGG_pathway,map00630
12883,BSU_39050,KEGG_pathway,map01110
12884,BSU_39050,KEGG_pathway,map01130
12885,BSU_39050,KEGG_pathway,map01200
12886,BSU_39050,KEGG_pathway,map04011
12887,BSU_39050,KEGG_pathway,map04016
12888,BSU_39050,KEGG_pathway,map04068
12889,BSU_39050,KEGG_pathway,map04146
12890,BSU_39050,KEGG_pathway,map04211
12891,BSU_39050,KEGG_pathway,map04212
12892,BSU_39050,KEGG_pathway,map04213
12893,BSU_39050,KEGG_pathway,map05014
12895,BSU_39060,KEGG_pathway,map02020
12896,BSU_39070,KEGG_pathway,-
12897,BSU_39080,KEGG_pathway,-
12898,BSU_39090,KEGG_pathway,-
12900,BSU_39100,KEGG_pathway,map04138
12902,BSU_39110,KEGG_pathway,map03018
12905,BSU_39120,KEGG_pathway,map00520
12906,BSU_39120,KEGG_pathway,map01100
12907,BSU_39150,KEGG_pathway,-
12908,BSU_39160,KEGG_pathway,-
12909,BSU_39170,KEGG_pathway,-
12910,BSU_39180,KEGG_pathway,-
12911,BSU_39190,KEGG_pathway,-
12912,BSU_39200,KEGG_pathway,-
12913,BSU_39210,KEGG_pathway,-
12914,BSU_39220,KEGG_pathway,-
12915,BSU_39230,KEGG_pathway,-
12916,BSU_39240,KEGG_pathway,-
12917,BSU_39250,KEGG_pathway,-
12920,BSU_39260,KEGG_pathway,map00010
12921,BSU_39260,KEGG_pathway,map00500
12926,BSU_39270,KEGG_pathway,map00010
12927,BSU_39270,KEGG_pathway,map00500
12928,BSU_39270,KEGG_pathway,map00520
12929,BSU_39270,KEGG_pathway,map02060
12930,BSU_39280,KEGG_pathway,-
12931,BSU_39290,KEGG_pathway,-
12932,BSU_39300,KEGG_pathway,-
12933,BSU_39310,KEGG_pathway,-
12934,BSU_39320,KEGG_pathway,-
12935,BSU_39330,KEGG_pathway,-
12936,BSU_39340,KEGG_pathway,-
12939,BSU_39350,KEGG_pathway,map00340
12940,BSU_39350,KEGG_pathway,map01100
12943,BSU_39360,KEGG_pathway,map00340
12944,BSU_39360,KEGG_pathway,map01100
12947,BSU_39370,KEGG_pathway,map00340
12948,BSU_39370,KEGG_pathway,map01100
12952,BSU_39380,KEGG_pathway,map00330
12953,BSU_39380,KEGG_pathway,map00340
12954,BSU_39380,KEGG_pathway,map01100
12955,BSU_39390,KEGG_pathway,-
12960,BSU_39400,KEGG_pathway,map00240
12961,BSU_39400,KEGG_pathway,map00983
12962,BSU_39400,KEGG_pathway,map01100
12963,BSU_39400,KEGG_pathway,map05219
12964,BSU_39410,KEGG_pathway,-
12966,BSU_39420,KEGG_pathway,map00030
12967,BSU_39430,KEGG_pathway,-
12968,BSU_39440,KEGG_pathway,-
12969,BSU_39450,KEGG_pathway,-
12970,BSU_39460,KEGG_pathway,-
12975,BSU_39470,KEGG_pathway,map00300
12976,BSU_39470,KEGG_pathway,map01100
12977,BSU_39470,KEGG_pathway,map01110
12978,BSU_39470,KEGG_pathway,map01230
12980,BSU_39480,KEGG_pathway,map02010
12982,BSU_39490,KEGG_pathway,map02010
12984,BSU_39500,KEGG_pathway,map02010
12985,BSU_39510,KEGG_pathway,-
12986,BSU_39520,KEGG_pathway,-
12990,BSU_39540,KEGG_pathway,map00120
12991,BSU_39540,KEGG_pathway,map00121
12992,BSU_39540,KEGG_pathway,map01100
12993,BSU_39550,KEGG_pathway,-
12994,BSU_39580,KEGG_pathway,-
12995,BSU_39590,KEGG_pathway,-
12996,BSU_39600,KEGG_pathway,-
12998,BSU_39610,KEGG_pathway,map02010
12999,BSU_39620,KEGG_pathway,-
13001,BSU_39630,KEGG_pathway,map02020
13003,BSU_39640,KEGG_pathway,map02020
13005,BSU_39650,KEGG_pathway,map02020
13007,BSU_39660,KEGG_pathway,map02020
13020,BSU_39670,KEGG_pathway,map00010
13021,BSU_39670,KEGG_pathway,map00030
13022,BSU_39670,KEGG_pathway,map00051
13023,BSU_39670,KEGG_pathway,map00562
13024,BSU_39670,KEGG_pathway,map00680
13025,BSU_39670,KEGG_pathway,map00710
13026,BSU_39670,KEGG_pathway,map01100
13027,BSU_39670,KEGG_pathway,map01110
13028,BSU_39670,KEGG_pathway,map01120
13029,BSU_39670,KEGG_pathway,map01130
13030,BSU_39670,KEGG_pathway,map01200
13031,BSU_39670,KEGG_pathway,map01230
13034,BSU_39680,KEGG_pathway,map00562
13035,BSU_39680,KEGG_pathway,map01120
13036,BSU_39690,KEGG_pathway,-
13042,BSU_39700,KEGG_pathway,map00521
13043,BSU_39700,KEGG_pathway,map00562
13044,BSU_39700,KEGG_pathway,map01100
13045,BSU_39700,KEGG_pathway,map01120
13046,BSU_39700,KEGG_pathway,map01130
13047,BSU_39710,KEGG_pathway,-
13051,BSU_39720,KEGG_pathway,map00562
13052,BSU_39720,KEGG_pathway,map01100
13053,BSU_39720,KEGG_pathway,map01120
13057,BSU_39730,KEGG_pathway,map00562
13058,BSU_39730,KEGG_pathway,map01100
13059,BSU_39730,KEGG_pathway,map01120
13063,BSU_39740,KEGG_pathway,map00562
13064,BSU_39740,KEGG_pathway,map01100
13065,BSU_39740,KEGG_pathway,map01120
13069,BSU_39750,KEGG_pathway,map00562
13070,BSU_39750,KEGG_pathway,map01100
13071,BSU_39750,KEGG_pathway,map01120
13078,BSU_39760,KEGG_pathway,map00280
13079,BSU_39760,KEGG_pathway,map00410
13080,BSU_39760,KEGG_pathway,map00562
13081,BSU_39760,KEGG_pathway,map00640
13082,BSU_39760,KEGG_pathway,map01100
13083,BSU_39760,KEGG_pathway,map01200
13084,BSU_39770,KEGG_pathway,-
13085,BSU_39780,KEGG_pathway,-
13086,BSU_39800,KEGG_pathway,-
13088,BSU_39810,KEGG_pathway,map04113
13102,BSU_39820,KEGG_pathway,map04141
13103,BSU_39820,KEGG_pathway,map04151
13104,BSU_39820,KEGG_pathway,map04217
13105,BSU_39820,KEGG_pathway,map04612
13106,BSU_39820,KEGG_pathway,map04621
13107,BSU_39820,KEGG_pathway,map04626
13108,BSU_39820,KEGG_pathway,map04657
13109,BSU_39820,KEGG_pathway,map04659
13110,BSU_39820,KEGG_pathway,map04914
13111,BSU_39820,KEGG_pathway,map04915
13112,BSU_39820,KEGG_pathway,map05200
13113,BSU_39820,KEGG_pathway,map05215
13114,BSU_39820,KEGG_pathway,map05418
13115,BSU_39840,KEGG_pathway,-
13116,BSU_39850,KEGG_pathway,-
13135,BSU_39860,KEGG_pathway,map00010
13136,BSU_39860,KEGG_pathway,map00053
13137,BSU_39860,KEGG_pathway,map00071
13138,BSU_39860,KEGG_pathway,map00280
13139,BSU_39860,KEGG_pathway,map00310
13140,BSU_39860,KEGG_pathway,map00330
13141,BSU_39860,KEGG_pathway,map00340
13142,BSU_39860,KEGG_pathway,map00380
13143,BSU_39860,KEGG_pathway,map00410
13144,BSU_39860,KEGG_pathway,map00561
13145,BSU_39860,KEGG_pathway,map00620
13146,BSU_39860,KEGG_pathway,map00625
13147,BSU_39860,KEGG_pathway,map00903
13148,BSU_39860,KEGG_pathway,map00981
13149,BSU_39860,KEGG_pathway,map01100
13150,BSU_39860,KEGG_pathway,map01110
13151,BSU_39860,KEGG_pathway,map01120
13152,BSU_39860,KEGG_pathway,map01130
13154,BSU_39870,KEGG_pathway,map03410
13155,BSU_39880,KEGG_pathway,-
13156,BSU_39890,KEGG_pathway,-
13157,BSU_39900,KEGG_pathway,-
13158,BSU_39910,KEGG_pathway,-
13162,BSU_39920,KEGG_pathway,map00250
13163,BSU_39920,KEGG_pathway,map01100
13164,BSU_39920,KEGG_pathway,map01110
13165,BSU_39930,KEGG_pathway,-
13166,BSU_39940,KEGG_pathway,-
13167,BSU_39950,KEGG_pathway,-
13168,BSU_39960,KEGG_pathway,-
13169,BSU_39970,KEGG_pathway,-
13170,BSU_39980,KEGG_pathway,-
13171,BSU_39990,KEGG_pathway,-
13172,BSU_40000,KEGG_pathway,-
13173,BSU_40010,KEGG_pathway,-
13174,BSU_40021,KEGG_pathway,-
13176,BSU_40022,KEGG_pathway,map02020
13177,BSU_40030,KEGG_pathway,-
13184,BSU_40040,KEGG_pathway,map00260
13185,BSU_40040,KEGG_pathway,map00561
13186,BSU_40040,KEGG_pathway,map00630
13187,BSU_40040,KEGG_pathway,map01100
13188,BSU_40040,KEGG_pathway,map01120
13189,BSU_40040,KEGG_pathway,map01130
13190,BSU_40050,KEGG_pathway,-
13199,BSU_40060,KEGG_pathway,map00030
13200,BSU_40060,KEGG_pathway,map00040
13201,BSU_40060,KEGG_pathway,map00051
13202,BSU_40060,KEGG_pathway,map01100
13203,BSU_40060,KEGG_pathway,map01110
13204,BSU_40060,KEGG_pathway,map01120
13205,BSU_40060,KEGG_pathway,map01130
13206,BSU_40060,KEGG_pathway,map01200
13207,BSU_40070,KEGG_pathway,-
13215,BSU_40080,KEGG_pathway,map00030
13216,BSU_40080,KEGG_pathway,map00480
13217,BSU_40080,KEGG_pathway,map01100
13218,BSU_40080,KEGG_pathway,map01110
13219,BSU_40080,KEGG_pathway,map01120
13220,BSU_40080,KEGG_pathway,map01130
13221,BSU_40080,KEGG_pathway,map01200
13223,BSU_40090,KEGG_pathway,map04214
13224,BSU_40100,KEGG_pathway,-
13227,BSU_40110,KEGG_pathway,map00010
13228,BSU_40110,KEGG_pathway,map00500
13235,BSU_40120,KEGG_pathway,map00010
13236,BSU_40120,KEGG_pathway,map00500
13237,BSU_40120,KEGG_pathway,map00520
13238,BSU_40120,KEGG_pathway,map02026
13239,BSU_40120,KEGG_pathway,map02060
13240,BSU_40120,KEGG_pathway,map05111
13241,BSU_40130,KEGG_pathway,-
13242,BSU_40139,KEGG_pathway,-
13244,BSU_40140,KEGG_pathway,map02010
13246,BSU_40150,KEGG_pathway,map02010
13247,BSU_40160,KEGG_pathway,-
13248,BSU_40170,KEGG_pathway,-
13249,BSU_40180,KEGG_pathway,-
13260,BSU_40190,KEGG_pathway,map00010
13261,BSU_40190,KEGG_pathway,map00030
13262,BSU_40190,KEGG_pathway,map00051
13263,BSU_40190,KEGG_pathway,map00680
13264,BSU_40190,KEGG_pathway,map00710
13265,BSU_40190,KEGG_pathway,map01100
13266,BSU_40190,KEGG_pathway,map01110
13267,BSU_40190,KEGG_pathway,map01120
13268,BSU_40190,KEGG_pathway,map01130
13269,BSU_40190,KEGG_pathway,map01200
13270,BSU_40200,KEGG_pathway,-
13271,BSU_40210,KEGG_pathway,-
13272,BSU_40220,KEGG_pathway,-
13273,BSU_40230,KEGG_pathway,-
13274,BSU_40239,KEGG_pathway,-
13275,BSU_40240,KEGG_pathway,-
13294,BSU_40250,KEGG_pathway,map00010
13295,BSU_40250,KEGG_pathway,map00040
13296,BSU_40250,KEGG_pathway,map00051
13297,BSU_40250,KEGG_pathway,map00071
13298,BSU_40250,KEGG_pathway,map00350
13299,BSU_40250,KEGG_pathway,map00625
13300,BSU_40250,KEGG_pathway,map00626
13301,BSU_40250,KEGG_pathway,map00680
13302,BSU_40250,KEGG_pathway,map00830
13303,BSU_40250,KEGG_pathway,map00980
13304,BSU_40250,KEGG_pathway,map00982
13305,BSU_40250,KEGG_pathway,map01100
13306,BSU_40250,KEGG_pathway,map01110
13307,BSU_40250,KEGG_pathway,map01120
13308,BSU_40250,KEGG_pathway,map01130
