Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX3526680	6959207	1056792	2172530	3004961	0	0	0	0	0	0	0	0	0	695850	22093	6981	15.185523293099342	6959207.0	3954246.0	56.82	3004961.0	43.18	SRX3526680_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6959207.0	0.0	20-409	50.0	22.44820187789539	105.03362495180843	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		7397389	2143449	7397389	790854678	50820866	736900639	6.8222444022769			0.2927	0.6855	0.0218
SRX3526681	8100859	809540	3053443	3547063	0	0	0	0	0	0	0	0	0	677913	11915	985	9.99326120847184	8100859.0	4553796.0	56.21	3547063.0	43.79	SRX3526681_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8100859.0	0.0	20-404	52.0	21.111484684517453	103.98389997900223	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		8716289	2394312	8716289	919632673	66645622	849555063	7.6201740170229915			0.2053	0.7927	0.002
SRX3526682	7835945	504668	2795855	4248309	0	0	0	0	0	0	0	0	0	277455	8622	1036	6.440422948348923	7835945.0	3587636.0	45.78	4248309.0	54.22	SRX3526682_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7835945.0	0.0	20-355	52.0	15.762426839159708	134.0713837322748	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		8287379	2329862	8287379	1151032656	90637090	1056832475	8.183971193950207			0.2076	0.7903	0.002
SRX3526683	10224407	1338947	3380461	4364469	0	0	0	0	0	0	0	0	0	1115742	22671	2117	13.095595666330574	10224407.0	5859938.0	57.31	4364469.0	42.69	SRX3526683_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10224407.0	0.0	20-410	52.0	23.93405802059279	96.93847516046652	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11089679	3245888	11089679	1079603788	74140619	1000706072	7.308025117822206			0.2563	0.7406	0.003
SRX3526684	9121752	1298139	2517123	4144654	0	0	0	0	0	0	0	0	0	1138748	21039	2049	14.231246365829726	9121752.0	4977098.0	54.56	4144654.0	45.44	SRX3526684_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9121752.0	0.0	20-298	51.0	26.16439859493648	97.04990971032758	pass	warn	warn	fail	pass	pass	warn	fail	fail	pass		10036047	2985717	10036047	971398694	72383473	894668325	7.8989573976100065			0.2788	0.7163	0.005
SRX3526685	9377067	1165181	3502175	3826406	0	0	0	0	0	0	0	0	0	862717	18891	1697	12.425857680231994	9377067.0	5550661.0	59.19	3826406.0	40.81	SRX3526685_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9377067.0	0.0	20-345	51.0	20.567058215900115	98.66024280300013	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		9947249	2811928	9947249	995412350	58129394	933171039	6.252816835153793			0.2333	0.7572	0.0095
SRX3526686	5426519	552887	1933235	2598918	0	0	0	0	0	0	0	0	0	332747	7913	819	10.188612626252668	5426519.0	2827601.0	52.11	2598918.0	47.89	SRX3526686_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5426519.0	0.0	20-356	52.0	21.42026399975588	109.89222648994686	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		5810811	1699223	5810811	644176381	40729597	600920921	6.714847249266035			0.2281	0.7609999999999999	0.0109
SRX3526687	9222813	909662	2593422	5171580	0	0	0	0	0	0	0	0	0	525475	17432	5242	9.863172982039211	9222813.0	4051233.0	43.93	5171580.0	56.07	SRX3526687_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9222813.0	0.0	20-410	50.0	21.24476578959733	133.2962359748593	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		10005614	2959469	10005614	1363624434	120794823	1238478036	9.1774828082906			0.2621	0.7242	0.0137
SRX3526688	10855526	2150035	2533617	5403787	0	0	0	0	0	0	0	0	0	731487	33400	3200	19.805903463360504	10855526.0	5451739.0	50.22	5403787.0	49.78	SRX3526688_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10855526.0	0.0	20-411	50.0	21.33267809565189	128.45732532905362	pass	warn	warn	fail	pass	pass	warn	fail	fail	pass		11652315	3576487	11652315	1526834548	117617599	1404160860	8.034510887947237			0.2782	0.7195	0.0023
SRX3526689	7684479	1339637	2725570	2648574	0	0	0	0	0	0	0	0	0	951567	14717	4414	17.433023110610367	7684479.0	5035905.0	65.53	2648574.0	34.47	SRX3526689_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7684479.0	0.0	18-411	52.0	19.570091579622527	98.08487771259443	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		8091493	1827315	8091493	805963622	42486910	760251112	5.671783285524022			0.2162	0.7819	0.002
SRX3526690	8174813	1540888	3001803	2621389	0	0	0	0	0	0	0	0	0	987179	19012	4542	18.84921404318362	8174813.0	5553424.0	67.93	2621389.0	32.07	SRX3526690_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8174813.0	0.0	20-412	52.0	19.467331328302574	100.57331134057743	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		8645732	2579027	8645732	871050553	39607533	827799580	4.965380350318198			0.2241	0.773	0.0029
SRX3526691	14506036	1527525	6410637	5571710	0	0	0	0	0	0	0	0	0	973013	19191	3960	10.530271674494672	14506036.0	8934326.0	61.59	5571710.0	38.41	SRX3526691_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14506036.0	0.0	18-412	53.0	16.011280504434826	105.32211701391064	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		15293937	3589255	15293937	1632571965	85781631	1540018043	5.669209320276426			0.1856	0.8117	0.0027
SRX3526692	8272372	878513	3594588	2940511	0	0	0	0	0	0	0	0	0	842988	13026	2746	10.619843981871222	8272372.0	5331861.0	64.45	2940511.0	35.55	SRX3526692_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8272372.0	0.0	20-411	53.0	19.95436686353233	97.24076504296471	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		8761556	2563903	8761556	852193078	38317438	810174755	4.930610689611822			0.1944	0.7996	0.006
SRX3526693	10411636	1067073	4751485	3712041	0	0	0	0	0	0	0	0	0	854410	17488	9139	10.248850420817632	10411636.0	6699595.0	64.35	3712041.0	35.65	SRX3526693_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10411636.0	0.0	20-413	53.0	16.77917473951897	101.10409660883266	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11035140	3456079	11035140	1128311282	62393474	1060885983	5.975771054995088			0.1889	0.8046	0.0064
SRX3526694	12772390	814691	4781216	6545673	0	0	0	0	0	0	0	0	0	603586	17945	9279	6.378532130634909	12772390.0	6226717.0	48.75	6545673.0	51.25	SRX3526694_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12772390.0	0.0	20-410	52.0	18.208580951563206	126.85877944535048	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		14107207	4389472	14107207	1794460814	154723106	1633239072	8.984411403257313			0.1811	0.8140000000000001	0.005
SRX3526695	11236970	1630188	4244729	4585335	0	0	0	0	0	0	0	0	0	748303	25397	3018	14.5073627499228	11236970.0	6651635.0	59.19	4585335.0	40.81	SRX3526695_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11236970.0	0.0	20-411	52.0	18.148737389961447	111.07075991125721	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11941645	3481075	11941645	1342648241	80905474	1256808359	6.393326217451173			0.2211	0.7768	0.0021
SRX3526696	9532917	1022683	3647034	4264846	0	0	0	0	0	0	0	0	0	585368	9888	3098	10.727912558139339	9532917.0	5268071.0	55.26	4264846.0	44.74	SRX3526696_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9532917.0	0.0	18-413	52.0	20.73484450160425	106.60728861900296	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		10031759	2227592	10031759	1090520879	62386377	1024100600	6.09069301459931			0.1785	0.8201	0.0014
SRX3526697	12573930	1845453	2935613	6719896	0	0	0	0	0	0	0	0	0	1047869	20130	4969	14.676819419226925	12573930.0	5854034.0	46.56	6719896.0	53.44	SRX3526697_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12573930.0	0.0	20-412	51.0	23.370325660820342	124.70629636080366	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		13740442	4268931	13740442	1729543159	143357399	1580064908	8.642643591873501			0.2365	0.7611	0.0024
SRX3526698	10849899	1238430	3583566	5287556	0	0	0	0	0	0	0	0	0	722416	14605	3326	11.414207634559547	10849899.0	5562343.0	51.27	5287556.0	48.73	SRX3526698_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10849899.0	0.0	20-412	52.0	22.27843966496578	111.74818926885864	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11696980	3431800	11696980	1311711453	84921693	1221760378	6.857535229586808			0.2001	0.7968	0.0031
SRX3526699	6805033	870792	2889405	1921091	0	0	0	0	0	0	0	0	0	1109664	11598	2483	12.796293566835017	6805033.0	4883942.0	71.77	1921091.0	28.23	SRX3526699_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6805033.0	0.0	20-362	54.0	20.288610119644336	75.18684170965813	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		7253363	2194649	7253363	544227876	23679254	517594616	4.893769903105809			0.1656	0.8305	0.0039
SRX3526700	10611176	1300540	4218223	4120124	0	0	0	0	0	0	0	0	0	942796	20533	8960	12.256322956098364	10611176.0	6491052.0	61.17	4120124.0	38.83	SRX3526700_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10611176.0	0.0	20-411	52.0	20.17531917627984	103.78688073781832	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11201415	3288988	11201415	1166872529	53212863	1108940000	4.964769292293451			0.2144	0.7776	0.008
SRX3526701	13322417	919836	5594309	5960013	0	0	0	0	0	0	0	0	0	818449	18029	11781	6.904422823576232	13322417.0	7362404.0	55.26	5960013.0	44.74	SRX3526701_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13322417.0	0.0	20-418	53.0	19.113440092326233	103.8218273756181	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		14150434	3914952	14150434	1479252388	79876565	1393679409	5.784880233703567			0.1738	0.8189	0.0072
SRX3526702	8965786	917272	3227900	4412409	0	0	0	0	0	0	0	0	0	391437	15591	1177	10.230804081203813	8965786.0	4553377.0	50.79	4412409.0	49.21	SRX3526702_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8965786.0	0.0	20-414	51.0	18.652756924489427	124.32689448532456	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		9718440	2750980	9718440	1241446839	114060155	1123469613	9.503204027248728			0.2042	0.794	0.0018
SRX3526703	13068555	898225	5476188	5785468	0	0	0	0	0	0	0	0	0	895894	11419	1361	6.873177638996813	13068555.0	7283087.0	55.73	5785468.0	44.27	SRX3526703_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13068555.0	0.0	20-365	53.0	14.99392299529779	109.52178232405954	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		13802473	3715908	13802473	1534352860	87739215	1441085741	6.078596483992606			0.1933	0.8053	0.0014
SRX3526704	9369382	800600	4593197	3317605	0	0	0	0	0	0	0	0	0	644281	12617	1082	8.544853865495078	9369382.0	6051777.0	64.59	3317605.0	35.41	SRX3526704_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9369382.0	0.0	20-414	53.0	16.47409744787116	100.35125326302204	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		10006119	2759487	10006119	999766040	48443418	947247484	5.253084611675749			0.1868	0.8114	0.0018
SRX3526705	9618622	1067947	4211940	3704343	0	0	0	0	0	0	0	0	0	616930	16127	1335	11.10291058324155	9618622.0	5914279.0	61.49	3704343.0	38.51	SRX3526705_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9618622.0	0.0	20-412	52.0	18.67142346836529	105.68281735159151	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		10218411	2908742	10218411	1080326901	52365992	1023649474	5.2463219186282215			0.2181	0.7781	0.0038
SRX3526706	5847228	509342	2183835	2841510	0	0	0	0	0	0	0	0	0	304555	7139	847	8.710828447257402	5847228.0	3005718.0	51.4	2841510.0	48.6	SRX3526706_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5847228.0	0.0	20-411	52.0	24.62716814464574	105.43991597385977	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		6310536	1811050	6310536	664827115	40190216	621889780	6.458421149083248			0.2104	0.7801	0.0094
SRX3526707	11247131	1355757	3438671	5849646	0	0	0	0	0	0	0	0	0	567403	28621	7033	12.054247434301246	11247131.0	5397485.0	47.99	5849646.0	52.01	SRX3526707_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11247131.0	0.0	20-412	51.0	16.720029966197586	127.63910556389892	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		12025915	3550131	12025915	1586803701	135035260	1446444408	8.845409984331768			0.272	0.7134	0.0146
SRX3526708	12094815	1310385	4481632	5554479	0	0	0	0	0	0	0	0	0	693798	34756	19765	10.834270718485568	12094815.0	6540336.0	54.08	5554479.0	45.92	SRX3526708_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12094815.0	0.0	20-413	51.0	19.083129310967127	109.89957068380129	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		13124155	3646509	13124155	1453668557	107182975	1341194144	7.737280445283787			0.2354	0.753	0.0116
SRX3526709	13451944	763023	4147062	7974886	0	0	0	0	0	0	0	0	0	554681	11405	887	5.672213622060871	13451944.0	5477058.0	40.72	7974886.0	59.28	SRX3526709_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13451944.0	0.0	20-413	53.0	21.23703010098021	117.58914101932034	pass	warn	warn	fail	pass	pass	warn	fail	fail	pass		14269291	3856880	14269291	1708065322	109993770	1592438849	6.7694409289107975			0.1868	0.8119	0.0013
SRX3526710	15198056	1145024	6360668	6714802	0	0	0	0	0	0	0	0	0	958677	16897	1988	7.534016192597264	15198056.0	8483254.0	55.82	6714802.0	44.18	SRX3526710_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15198056.0	0.0	20-412	52.0	15.740190913172095	113.76488532480732	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		16539690	4514793	16539690	1900825066	150425891	1743883656	8.256488869344487			0.1961	0.8024	0.0015
SRX3526711	9398271	605206	4141197	4281042	0	0	0	0	0	0	0	0	0	360584	9328	914	6.439546167587634	9398271.0	5117229.0	54.45	4281042.0	45.55	SRX3526711_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9398271.0	0.0	20-415	53.0	19.23926324331213	103.63017846580506	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		9990748	2673244	9990748	1042875680	57428855	981337626	5.90080439885222			0.1821	0.8165	0.0014
SRX3526712	6956466	1075340	2339791	2936031	0	0	0	0	0	0	0	0	0	584390	19260	1654	15.45813635831757	6956466.0	4020435.0	57.79	2936031.0	42.21	SRX3526712_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6956466.0	0.0	20-411	51.0	23.518651814945287	109.41160942927056	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		7425750	2162391	7425750	825725563	55107946	767601572	7.0391415264928625			0.2589	0.7352	0.0058
SRX3526713	7954913	497087	1837777	5195087	0	0	0	0	0	0	0	0	0	419140	5349	473	6.248804983788006	7954913.0	2759826.0	34.69	5195087.0	65.31	SRX3526713_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7954913.0	0.0	18-412	51.0	24.211709311522053	121.116716927011	pass	warn	warn	fail	pass	pass	warn	fail	fail	pass		8321562	1712470	8321562	1037499341	64672306	969967486	6.509098592285273			0.2425	0.7554	0.002
SRX3526714	11085012	916283	3047848	6578158	0	0	0	0	0	0	0	0	0	527477	13301	1945	8.265963086011997	11085012.0	4506854.0	40.66	6578158.0	59.34	SRX3526714_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11085012.0	0.0	20-411	52.0	23.186565848473773	117.53081683628308	pass	warn	warn	fail	pass	pass	warn	fail	fail	pass		11854178	3238385	11854178	1407847361	90335813	1312757103	6.7543016831353775			0.2268	0.7697	0.0035
SRX3526715	8777712	585786	2990634	4787607	0	0	0	0	0	0	0	0	0	397517	10936	5232	6.673561401877847	8777712.0	3990105.0	45.46	4787607.0	54.54	SRX3526715_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8777712.0	0.0	20-415	52.0	23.29864906241032	110.5990563372323	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		9311665	2555621	9311665	1043176402	61547297	977860237	6.261277083604888			0.2077	0.7842	0.0081
SRX3526716	8194103	1569485	2116346	3993134	0	0	0	0	0	0	0	0	0	483824	28906	2408	19.153835386252773	8194103.0	4200969.0	51.27	3993134.0	48.73	SRX3526716_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8194103.0	0.0	20-412	50.0	27.687802657346072	113.37344917436356	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		8825624	2622889	8825624	1016965737	76444054	936798938	7.882940012953457			0.2411	0.7555	0.0034
SRX3526717	8015702	972749	2030016	4666701	0	0	0	0	0	0	0	0	0	330061	14613	1562	12.135543462069824	8015702.0	3349001.0	41.78	4666701.0	58.22	SRX3526717_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8015702.0	0.0	20-325	51.0	27.43789189523221	113.72465755338708	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		8447865	2270913	8447865	979247780	57573741	918291923	6.224763358666997			0.2332	0.7646	0.0022
SRX3526718	10608994	484171	3221255	6493754	0	0	0	0	0	0	0	0	0	400768	8621	425	4.563778620291425	10608994.0	4115240.0	38.79	6493754.0	61.21	SRX3526718_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10608994.0	0.0	20-397	52.0	22.822586554140052	124.11009432185558	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11819820	3302862	11819820	1458122957	124979463	1328267165	8.905681882080128			0.1776	0.8211	0.0013
SRX3526719	12149648	994342	4374192	6005464	0	0	0	0	0	0	0	0	0	758617	15400	1633	8.184121877440399	12149648.0	6144184.0	50.57	6005464.0	49.43	SRX3526719_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12149648.0	0.0	18-412	52.0	22.94380722426583	107.80077883737866	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		12972589	2955005	12972589	1409713977	83826421	1320625666	6.319601880488413			0.17800000000000002	0.8193	0.0026
SRX3526720	15074478	822143	6437890	7186706	0	0	0	0	0	0	0	0	0	613671	12621	1447	5.453873759343442	15074478.0	7887772.0	52.33	7186706.0	47.67	SRX3526720_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15074478.0	0.0	18-413	53.0	19.438251330155683	107.46429972566878	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		15877750	3839429	15877750	1728516850	88683304	1632836506	5.53540128926137			0.1467	0.8502	0.0031
SRX3526721	16323720	777323	7255109	7756810	0	0	0	0	0	0	0	0	0	514099	16428	3951	4.7619231400685615	16323720.0	8566910.0	52.48	7756810.0	47.52	SRX3526721_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16323720.0	0.0	20-368	53.0	14.713902488008731	115.13556284964457	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		17607900	6183232	17607900	2049119409	145364302	1894730030	7.534425681680712			0.1323	0.8643	0.0034
SRX3526722	11187376	504068	5401414	4835539	0	0	0	0	0	0	0	0	0	430930	10717	4708	4.505685694304009	11187376.0	6351837.0	56.78	4835539.0	43.22	SRX3526722_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11187376.0	0.0	18-413	53.0	17.744402739006	101.98402806878039	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11742827	2896945	11742827	1214215382	58771366	1150288965	5.264833401690509			0.1267	0.8688	0.0044
SRX3526723	9207880	1470097	2756392	4300950	0	0	0	0	0	0	0	0	0	657457	21020	1964	15.965640299395735	9207880.0	4906930.0	53.29	4300950.0	46.71	SRX3526723_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9207880.0	0.0	20-412	51.0	23.094247309578172	111.13890754440762	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		9580119	2849035	9580119	1088516811	54208029	1030261931	5.351766680248359			0.2394	0.7579	0.0027
SRX3526724	8306675	1702117	2111765	3906899	0	0	0	0	0	0	0	0	0	553877	29215	2802	20.49095456364911	8306675.0	4399776.0	52.97	3906899.0	47.03	SRX3526724_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8306675.0	0.0	20-412	50.0	28.67828420498931	111.04074783231556	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		8805812	2637851	8805812	1000441038	67007962	929702724	7.070712946903324			0.264	0.7327	0.0034
SRX3526725	10488862	397199	4029187	5635898	0	0	0	0	0	0	0	0	0	419564	6380	634	3.7868645807333534	10488862.0	4852964.0	46.27	5635898.0	53.73	SRX3526725_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10488862.0	0.0	18-412	54.0	21.531351564410624	113.51492878827084	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11122553	2609365	11122553	1275466733	70240643	1200510422	5.876775070698768			0.1411	0.8576	0.0013
SRX3526726	10475369	673547	3865043	5660307	0	0	0	0	0	0	0	0	0	265861	9483	1128	6.429816458016896	10475369.0	4815062.0	45.97	5660307.0	54.03	SRX3526726_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10475369.0	0.0	18-412	52.0	24.17787098146113	113.31158911919952	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11094100	2636583	11094100	1272028820	71018456	1196091199	5.969803498634567			0.1615	0.8359	0.0026
SRX3526727	11866244	427315	4783073	6493088	0	0	0	0	0	0	0	0	0	154557	7051	1160	3.6010973649286164	11866244.0	5373156.0	45.28	6493088.0	54.72	SRX3526727_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11866244.0	0.0	20-414	53.0	19.55845162904674	119.86812844906949	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		12641640	3590986	12641640	1528876463	90850223	1432522487	6.302273488528418			0.1286	0.8690000000000001	0.0025
SRX3526728	10825250	461275	5099124	4817077	0	0	0	0	0	0	0	0	0	430864	10697	6213	4.261102514953465	10825250.0	6008173.0	55.5	4817077.0	44.5	SRX3526728_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10825250.0	0.0	20-414	53.0	16.331518258567115	110.30039047597052	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		11513979	3533565	11513979	1278406607	69971561	1203148387	5.8868766469070675			0.1422	0.8534	0.0044
SRX3526729	17585147	827181	7188128	8801100	0	0	0	0	0	0	0	0	0	737115	20009	11614	4.703861730584339	17585147.0	8784047.0	49.95	8801100.0	50.05	SRX3526729_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17585147.0	0.0	18-373	52.0	13.854856290014405	120.37319142114649	pass	warn	warn	fail	warn	pass	warn	fail	fail	pass		19026787	4282170	19026787	2317337228	178432416	2131723225	8.009796794236804			0.1569	0.8377	0.0054
SRX3630285	8229719	39	55	8229581	0	0	0	0	0	0	0	0	0	40	4	0	0.0004738922434654209	8229719.0	138.0	0.0	8229581.0	100.0	SRX3630285_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8229719.0	0.0	20-50	48.0	26.251402310186887	49.85210442786686	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	pass	8229993	641941	8229993	411499650	582098	410272541	0.29820414185042443			0.5435	0.442	0.0145
SRX3630287	74912358	19306	147841	74716608	0	0	0	0	0	0	0	0	0	26996	1592	15	0.025771448817563585	74912358.0	195750.0	0.26	74716608.0	99.74	SRX3630287_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	74912358.0	0.0	20-50	50.0	15.068617895598766	49.78140972414725	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	74919405	8269496	74919405	3745970250	8287597	3729333397	0.44412667185490856			0.6749	0.3094	0.0156
SRX3630292	20385900	73257	78004	20170675	0	0	0	0	0	0	0	0	0	57505	6424	35	0.3593513163510073	20385900.0	215225.0	1.06	20170675.0	98.94	SRX3630292_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20385900.0	0.0	18-50	47.0	41.7400276012319	49.392309684634974	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	20388839	8104659	20388839	1019441950	3344484	1006936735	1.2266725927847093			0.4837	0.4736	0.0427
SRX3775917	16036368	2653801	1654	8924451	0	0	0	0	0	0	0	0	0	4415479	34279	6704	16.54864118857836	16036368.0	7111917.0	44.35	8924451.0	55.65	SRX3775917_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16036368.0	0.0	20-367	49.0	20.288816514337714	159.37978050890325	pass	fail	warn	fail	fail	pass	warn	fail	fail	pass		17772611	6724849	17772611	2845305958	260689293	2573852340	9.540401700448694			0.33	0.6672	0.0028
SRX3775918	4616815	617024	903	2332885	0	0	0	0	0	0	0	0	0	1656026	8293	1684	13.364711386529455	4616815.0	2283930.0	49.47	2332885.0	50.53	SRX3775918_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4616815.0	0.0	20-362	50.0	21.41036295596364	156.73933371815852	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		4989942	1987229	4989942	803379787	71326657	728647737	9.302206902549317			0.3137	0.6839	0.0024
SRX3775919	6375938	1287135	1570	3043494	0	0	0	0	0	0	0	0	0	2025302	17001	1436	20.187382625113358	6375938.0	3332444.0	52.27	3043494.0	47.73	SRX3775919_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6375938.0	0.0	20-367	49.0	22.686024095139192	140.0817718114574	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		6909714	2760909	6909714	984725681	80579674	899729724	8.631434991487746			0.4144	0.5826	0.003
SRX3775920	6235200	713324	942	2731535	0	0	0	0	0	0	0	0	0	2779053	8704	1642	11.440274570182192	6235200.0	3503665.0	56.19	2731535.0	43.81	SRX3775920_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6235200.0	0.0	20-366	50.0	16.6155860252599	157.79415864767768	pass	warn	warn	fail	fail	pass	warn	fail	fail	pass		6717484	2986074	6717484	1068908198	72679536	990529154	7.332626332799442			0.2635	0.735	0.0015
