Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
DRX131730	17254030	15050452	13378	994799	0	0	0	0	6511	0	0	0	0	650629	485135	53126	87.22861847348128	17254030.0	16259231.0	94.23	994799.0	5.77	DRX131730_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17254030.0	0.0	20-150	45.0	15.993946541390452	148.7161131631277	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		17265981	6485493	17265981	2589897150	11823711	2565836939	0.9290025667621588	0.0088	0.5331	0.4582		
DRX131731	15840920	11831734	41634	3059176	0	0	0	0	3455	0	0	0	0	551424	315672	37825	74.69095229317489	15840920.0	12781744.0	80.69	3059176.0	19.31	DRX131731_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15840920.0	0.0	20-150	46.0	18.711096398151746	148.43249337790988	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass		15848335	5126384	15848335	2377250250	3015792	2360518974	0.7038079394460048	0.0108	0.5914	0.3978		
ERX1295610	15776580	11520030	3444	1427811	0	0	0	0	11498	0	0	0	0	2316069	349621	148107	73.0198179833652	15776580.0	14348769.0	90.95	1427811.0	9.05	ERX1295610_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15776580.0	0.0	20-76	45.0	23.44096110018637	75.19909283254039	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	warn	15837864	5119943	15837864	1203677664	1176301	1192913281	0.8942911646485451	0.0886	0.5617	0.3497		
ERX1295611	16743301	10615432	4415	2134104	0	0	0	0	8049	0	0	0	0	3546296	289935	145070	63.4010700757276	16743301.0	14609197.0	87.25	2134104.0	12.75	ERX1295611_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16743301.0	0.0	20-76	46.0	24.68903934558024	75.18323226704221	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	warn	16842354	5908901	16842354	1280018904	4777145	1262815323	1.344009916278549	0.1505	0.5135	0.3359		
ERX1295612	17565464	11281267	17083	2743430	0	0	0	0	8342	0	0	0	0	3015849	345183	154310	64.22413321959499	17565464.0	14822034.0	84.38	2743430.0	15.62	ERX1295612_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17565464.0	0.0	20-76	44.0	23.486626431915035	75.09840491546366	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	17671849	6439149	17671849	1343060524	3799676	1325011407	1.343879644846147	0.1244	0.5233	0.3523		
ERX1295613	22515954	13830502	5133	3503248	0	0	0	0	13957	0	0	0	0	4547781	387860	227473	61.42534311448672	22515954.0	19012706.0	84.44	3503248.0	15.56	ERX1295613_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22515954.0	0.0	20-76	45.0	23.486572787953488	75.08566992098136	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	22638527	8098126	22638527	1720528052	5814902	1698088892	1.3042019264908795	0.1508	0.5128	0.3364		
ERX1295614	15477986	9949405	10656	1854663	0	0	0	0	10483	0	0	0	0	3258512	261320	132947	64.28100529358278	15477986.0	13623323.0	88.02	1854663.0	11.98	ERX1295614_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15477986.0	0.0	20-76	45.0	22.475299378736054	75.1037379152559	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	15590539	5115537	15590539	1184880964	1385380	1170389838	1.2230026846814968	0.1425	0.5052	0.3523		
ERX1295615	24104770	15722255	46156	2707652	0	0	0	0	19069	0	0	0	0	4923888	432639	253111	65.224663002385	24104770.0	21397118.0	88.77	2707652.0	11.23	ERX1295615_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24104770.0	0.0	20-76	45.0	19.818459415060058	75.09666526583744	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	24185252	8550058	24185252	1838079152	4424551	1817858889	1.100075749077426	0.1397	0.5121	0.3481		
ERX1295616	13738403	7991885	2601	3164065	0	0	0	0	1880	0	0	0	0	2339631	163768	74573	58.171863207099115	13738403.0	10574338.0	76.97	3164065.0	23.03	ERX1295616_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13738403.0	0.0	20-76	45.0	22.381771660476037	75.21235415790322	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	warn	13754184	4900424	13754184	1045317984	1849214	1036555233	0.8382856828377308	0.1254	0.4887	0.3859		
ERX1295617	23171071	12858050	10335	5908241	0	0	0	0	12374	0	0	0	0	3841543	351010	189518	55.49182426656066	23171071.0	17262830.0	74.5	5908241.0	25.5	ERX1295617_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23171071.0	0.0	20-76	45.0	20.77907740651885	75.19024148689546	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	warn	23231093	7552341	23231093	1765563068	1752931	1751017758	0.8238340653827043	0.1312	0.496	0.3728		
ERX1320300	8775339	371071	27502	1027219	0	0	0	0	0	0	0	0	0	6713078	635720	749	4.228565984744293	8775339.0	7748120.0	88.29	1027219.0	11.71	ERX1320300_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8775339.0	0.0	20-60	57.0	10.656071441743377	53.4261591489514	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	9845500	5876634	9845500	590730000	14485103	480244674	18.703185211517955			0.5981	0.0155	0.3864
ERX1320301	7446406	450201	30052	889511	0	0	0	0	0	0	0	0	0	5405868	669933	841	6.045883074331429	7446406.0	6556895.0	88.05	889511.0	11.95	ERX1320301_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7446406.0	0.0	20-60	55.0	12.314040880184018	52.314315120609855	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	8468546	5243298	8468546	508112760	15718041	401265200	21.028316627986282			0.552	0.0189	0.4291
ERX1320302	9004263	5657711	172674	533807	0	0	0	0	0	0	0	0	0	2445833	186722	7516	62.83369332948182	9004263.0	8470456.0	94.07	533807.0	5.93	ERX1320302_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9004263.0	0.0	20-65	47.0	42.57506107643355	56.6508118432347	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	10367202	2855171	10367202	603013738	1694533	510133370	15.402695187020766			0.4543	0.025	0.5207
ERX1320303	931410	190393	89511	54005	0	0	0	0	0	0	0	0	0	547028	50240	233	20.44137383107332	931410.0	877405.0	94.2	54005.0	5.8	ERX1320303_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	931410.0	0.0	20-32	38.0	16.838914696573156	31.241728132616142	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	1027716	423362	1027716	32886912	147138	29884550	9.129352126462953			0.187	0.5951	0.2178
ERX1320304	642441	166302	7701	205308	0	0	0	0	0	0	0	0	0	236980	25938	212	25.88595684272953	642441.0	437133.0	68.04	205308.0	31.96	ERX1320304_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	642441.0	0.0	20-32	46.0	30.08944856376558	30.76943719345434	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	967425	595075	967425	30957600	190326	23283625	24.78866255782102			0.298	0.5632	0.1388
ERX1320305	59746082	4366299	23161436	3562311	0	0	0	0	0	0	0	0	0	28528415	120274	7347	7.308092604298303	59746082.0	56183771.0	94.04	3562311.0	5.96	ERX1320305_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59746082.0	0.0	20-62	51.0	5.450832978623481	61.134712013417044	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	61700509	21443206	61700509	3825431558	24919869	3652792457	4.512931374735106			0.4442	0.4481	0.1077
ERX1320306	37909934	2803660	14584466	2289548	0	0	0	0	0	0	0	0	0	18137253	88959	6048	7.395581327047418	37909934.0	35620386.0	93.96	2289548.0	6.04	ERX1320306_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37909934.0	0.0	20-62	52.0	6.763744895503036	61.11882191617639	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	39067418	13434494	39067418	2422179916	16639621	2317186311	4.334674080420375			0.451	0.4456	0.1034
ERX1320307	41602968	4202276	14914684	1823341	0	0	0	0	0	0	0	0	0	20533841	120856	7970	10.10090433932502	41602968.0	39779627.0	95.62	1823341.0	4.38	ERX1320307_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41602968.0	0.0	20-62	51.0	7.134090493125943	61.15214063573541	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	43127096	15081060	43127096	2673879952	16826757	2544223077	4.849016310661953			0.4455	0.4344	0.1201
ERX1320308	2773165	78121	19729	256914	0	0	0	0	0	0	0	0	0	2332599	85691	111	2.817033966604944	2773165.0	2516251.0	90.74	256914.0	9.26	ERX1320308_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2773165.0	0.0	20-50	60.0	9.555453883501114	47.11120254294281	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	3103017	1305312	3103017	155150850	1459153	134021888	13.618334672352749			0.5492	0.0133	0.4376
ERX1320309	3857492	195940	61465	317010	0	0	0	0	0	0	0	0	0	3176374	106480	223	5.079466140176052	3857492.0	3540482.0	91.78	317010.0	8.22	ERX1320309_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3857492.0	0.0	20-50	60.0	10.347248540045054	47.28229689134805	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	4268348	1657501	4268348	213417400	3839458	186254749	12.72747723475218			0.5735	0.0132	0.4134
ERX1320310	3001144	92766	19249	281196	0	0	0	0	0	0	0	0	0	2511288	96515	130	3.091021290547871	3001144.0	2719948.0	90.63	281196.0	9.37	ERX1320310_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3001144.0	0.0	20-50	60.0	9.928127181118054	47.11549828998542	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	3415364	1451213	3415364	170768200	1829650	145298435	14.914817278626813			0.555	0.0138	0.4312
ERX1320311	1378725	57372	15928	116965	0	0	0	0	0	0	0	0	0	1115381	72987	92	4.1612359244954575	1378725.0	1261760.0	91.52	116965.0	8.48	ERX1320311_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1378725.0	0.0	20-50	59.0	11.118607663327868	46.92342925529022	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	1599520	656779	1599520	79976000	2851084	66875237	16.38086801040312			0.5386	0.022000000000000002	0.4394
ERX1320312	3784878	109702	52626	281200	0	0	0	0	0	0	0	0	0	3217029	124166	155	2.898428958608441	3784878.0	3503678.0	92.57	281200.0	7.43	ERX1320312_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3784878.0	0.0	20-50	60.0	7.934074859074192	46.96314544352553	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	4314080	1830935	4314080	215704000	1696667	183199418	15.06906779661017			0.5456	0.0146	0.4398
ERX1320313	1115503	40370	11972	104668	0	0	0	0	0	0	0	0	0	926756	31698	39	3.6189951976821217	1115503.0	1010835.0	90.62	104668.0	9.38	ERX1320313_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1115503.0	0.0	20-50	60.0	12.140267030212442	47.02637733829493	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	1324046	605050	1324046	66202300	845245	53871178	18.626425365886078			0.5747	0.0124	0.4129
ERX1320314	2305055	92798	21671	208139	0	0	0	0	0	0	0	0	0	1875445	106892	110	4.0258475394296465	2305055.0	2096916.0	90.97	208139.0	9.03	ERX1320314_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2305055.0	0.0	20-50	59.0	10.842220486285104	47.103541130255024	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	2554334	1105479	2554334	127716700	750842	111185697	12.943493685633905			0.5407	0.0186	0.4407
ERX1320315	2383198	84339	14305	242553	0	0	0	0	0	0	0	0	0	1944103	97778	120	3.5389002508394185	2383198.0	2140645.0	89.82	242553.0	10.18	ERX1320315_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2383198.0	0.0	20-50	59.0	10.96001488794408	47.127800124035005	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	2665061	1134555	2665061	133253050	1652071	114781657	13.861891341323895			0.5481	0.0171	0.4349
ERX1320316	1861309	52912	11684	191732	0	0	0	0	0	0	0	0	0	1545999	58922	60	2.842730572946244	1861309.0	1669577.0	89.7	191732.0	10.3	ERX1320316_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1861309.0	0.0	20-50	59.0	11.015637593662124	46.71278653893579	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	2128387	982499	2128387	106419350	1186901	89614887	15.790796504583051			0.546	0.0144	0.4396
ERX1320317	1457804	51026	14022	186542	0	0	0	0	0	0	0	0	0	1149369	56788	57	3.500196185495444	1457804.0	1271262.0	87.2	186542.0	12.8	ERX1320317_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1457804.0	0.0	20-50	59.0	13.627761097078011	46.65535284578723	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	1708683	802184	1708683	85434150	1101664	70250981	17.771779785952106			0.5366	0.0173	0.4461
ERX1320318	2135572	78927	14842	189105	0	0	0	0	0	0	0	0	0	1764187	88397	114	3.69582481883074	2135572.0	1946467.0	91.14	189105.0	8.86	ERX1320318_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2135572.0	0.0	20-50	59.0	10.049308010602074	47.107050476406314	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	2415404	967710	2415404	120770200	3552305	102878535	14.814635564071267			0.5581	0.0176	0.4243
ERX1320319	1694303	76367	20675	165569	0	0	0	0	0	0	0	0	0	1343496	88098	98	4.507281165175296	1694303.0	1528734.0	90.23	165569.0	9.77	ERX1320319_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1694303.0	0.0	20-50	58.0	12.986592522281365	46.213461228599606	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	1971368	901513	1971368	98568400	2493498	81139464	17.68207255063489			0.5065	0.0224	0.4711
ERX1320320	984032	42331	8321	113177	0	0	0	0	0	0	0	0	0	770246	49910	47	4.3017909986667116	984032.0	870855.0	88.5	113177.0	11.5	ERX1320320_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	984032.0	0.0	20-50	58.0	13.88989748959121	47.3499865858021	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	1106880	474087	1106880	55344000	457970	47522057	14.13331707140792			0.5418	0.0213	0.4369
ERX1320321	3320944	139392	38163	378613	0	0	0	0	0	0	0	0	0	2631056	133552	168	4.197360750437225	3320944.0	2942331.0	88.6	378613.0	11.4	ERX1320321_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3320944.0	0.0	20-50	58.0	12.299349594326744	46.684397870003224	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	3861369	1785914	3861369	193068450	2298288	160283245	16.981130267529473			0.5281	0.0188	0.45299999999999996
ERX1320322	1819341	71725	10550	177208	0	0	0	0	0	0	0	0	0	1475651	84127	80	3.9423615473954583	1819341.0	1642133.0	90.26	177208.0	9.74	ERX1320322_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1819341.0	0.0	20-50	59.0	11.213018520320132	47.47956155553028	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	1964540	769214	1964540	98227000	1083363	87909505	10.50372606309874			0.5556	0.0193	0.425
ERX1320323	3632839	115412	27945	317409	0	0	0	0	0	0	0	0	0	3046547	125404	122	3.176909298760556	3632839.0	3315430.0	91.26	317409.0	8.74	ERX1320323_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3632839.0	0.0	20-50	60.0	9.001316763981466	47.0433201141036	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	4131399	1615396	4131399	206569950	7730532	175353258	15.111923104013917			0.5529999999999999	0.0148	0.4322
ERX1320324	2760610	82969	22956	272877	0	0	0	0	0	0	0	0	0	2283974	97711	123	3.005458938423029	2760610.0	2487733.0	90.12	272877.0	9.88	ERX1320324_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2760610.0	0.0	20-50	60.0	9.631704415722565	47.183350418929145	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	3186653	1335302	3186653	159332650	2269398	133588810	16.15729105114363			0.5622	0.0158	0.4219
ERX1320325	3023066	94673	37517	423879	0	0	0	0	0	0	0	0	0	2365857	101017	123	3.131688160298187	3023066.0	2599187.0	85.98	423879.0	14.02	ERX1320325_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3023066.0	0.0	20-50	59.0	10.106091585771656	47.24333210058928	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	3690868	1659225	3690868	184543400	1769994	146177881	20.789428936499487			0.552	0.0163	0.4317
ERX1320326	3094422	109010	29635	311330	0	0	0	0	0	0	0	0	0	2521221	123109	117	3.5227903627882684	3094422.0	2783092.0	89.94	311330.0	10.06	ERX1320326_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3094422.0	0.0	20-50	59.0	11.66554687513731	46.586449747319534	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	3520552	1544882	3520552	176027600	4654967	148482316	15.648275611324587			0.5311	0.0174	0.4515
ERX1320327	2087353	64142	14958	207392	0	0	0	0	0	0	0	0	0	1716590	84195	76	3.0728870488125395	2087353.0	1879961.0	90.06	207392.0	9.94	ERX1320327_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2087353.0	0.0	20-50	60.0	10.801645215170852	47.37234238770347	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	fail	2295078	914033	2295078	114753900	1482253	101047311	11.944333918062913			0.5652	0.0172	0.4176
ERX1320328	1984073	86840	20389	216475	0	0	0	0	0	0	0	0	0	1565336	94921	112	4.3768550854731645	1984073.0	1767598.0	89.09	216475.0	10.91	ERX1320328_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1984073.0	0.0	20-50	58.0	12.963236202405348	46.481139050831295	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	2376908	1090941	2376908	118845400	4768426	96047494	19.18282575514071			0.5233	0.0218	0.4549
ERX1320329	1682925	75069	26259	174093	0	0	0	0	0	0	0	0	0	1342329	65075	100	4.460626587637595	1682925.0	1508832.0	89.66	174093.0	10.34	ERX1320329_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1682925.0	0.0	20-50	59.0	12.304531068582653	47.03094552639006	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	1922005	850111	1922005	96100250	643791	81483456	15.209943782664453			0.5352	0.0176	0.4471
ERX1320330	4506739	132623	30315	404159	0	0	0	0	0	0	0	0	0	3796739	142713	190	2.9427708149950558	4506739.0	4102580.0	91.03	404159.0	8.97	ERX1320330_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4506739.0	0.0	20-50	60.0	8.715711103991246	47.52851119179522	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	4972232	1969919	4972232	248611600	1881121	218578490	12.080333339232762			0.56	0.0141	0.4259
ERX1320331	6189456	3404999	188096	270672	0	0	0	0	0	0	0	0	0	2225731	96885	3073	55.01289612528145	6189456.0	5918784.0	95.63	270672.0	4.37	ERX1320331_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6189456.0	0.0	20-65	49.0	44.27379673828748	54.09293143048436	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	6861119	1771402	6861119	382465733	1109416	334840408	12.452180912113244			0.4348	0.021	0.5442
ERX1320332	5553001	3017869	88486	354090	0	0	0	0	0	0	0	0	0	1975422	114371	2763	54.34663166817366	5553001.0	5198911.0	93.62	354090.0	6.38	ERX1320332_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5553001.0	0.0	20-65	47.0	43.50704696492137	55.628384543780925	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	pass	6447681	1826513	6447681	369626114	1085476	308939814	16.4182934325901			0.4276	0.0249	0.5476
ERX1320333	5217317	3005365	107842	359879	0	0	0	0	0	0	0	0	0	1647514	94082	2635	57.603649538642166	5217317.0	4857438.0	93.1	359879.0	6.9	ERX1320333_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5217317.0	0.0	20-65	48.0	47.87949153152104	54.120673326922635	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	6501030	2247508	6501030	370284278	13931312	282391279	23.736627294772696			0.4317	0.0231	0.5451
ERX1320334	5335536	2731644	118806	432842	0	0	0	0	0	0	0	0	0	1952608	97299	2337	51.1971805644269	5335536.0	4902694.0	91.89	432842.0	8.11	ERX1320334_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5335536.0	0.0	20-65	48.0	43.70439898680164	54.83492867445745	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	6247499	1868060	6247499	354881475	2221816	292665823	17.53138903629726			0.4341	0.0224	0.5435
ERX1320335	5528726	3151479	161306	351282	0	0	0	0	0	0	0	0	0	1759003	102870	2786	57.00190242743084	5528726.0	5177444.0	93.65	351282.0	6.35	ERX1320335_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5528726.0	0.0	20-65	48.0	45.556385364232156	54.80855263943266	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	6429103	1862576	6429103	364466156	1162843	303052220	16.850381026873727			0.4377	0.0198	0.5425
ERX1320336	5310243	2888863	66764	490660	0	0	0	0	0	0	0	0	0	1776831	84688	2437	54.40171005357005	5310243.0	4819583.0	90.76	490660.0	9.24	ERX1320336_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5310243.0	0.0	20-65	48.0	47.65431998553933	53.92621712415044	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	7237757	2913893	7237757	414924392	2489646	286412043	30.97247389591885			0.4284	0.0217	0.5499
ERX1320337	5564079	3145524	82419	383814	0	0	0	0	0	0	0	0	0	1858518	91126	2678	56.532698403455456	5564079.0	5180265.0	93.1	383814.0	6.9	ERX1320337_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5564079.0	0.0	20-65	48.0	46.84764728840021	54.02778573057643	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	6722775	2153864	6722775	378792108	1307292	300659931	20.62666442881645			0.4287	0.0251	0.5462
ERX1320338	6274762	3634110	181581	338329	0	0	0	0	0	0	0	0	0	2003938	113716	3088	57.91630025170675	6274762.0	5936433.0	94.61	338329.0	5.39	ERX1320338_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6274762.0	0.0	20-65	48.0	46.064602326970615	54.486062897684405	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	pass	6985696	1787242	6985696	391434090	1268443	341919002	12.649661658237278			0.4405	0.0264	0.5331
ERX1449188	17565464	11281267	17082	2743430	0	0	0	0	8345	0	0	0	0	3015847	345183	154310	64.22413321959499	17565464.0	14822034.0	84.38	2743430.0	15.62	ERX1449188_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17565464.0	0.0	20-76	44.0	23.114156354998702	75.19587549751034	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	warn	17671849	5777247	17671849	1343060524	1425166	1327791564	1.1368780279927282	0.1244	0.5233	0.3523		
ERX1449189	15477986	9949405	10656	1854663	0	0	0	0	10482	0	0	0	0	3258512	261321	132947	64.28100529358278	15477986.0	13623323.0	88.02	1854663.0	11.98	ERX1449189_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15477986.0	0.0	20-76	45.0	21.902237536326002	75.18427875564689	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	warn	15590539	5115537	15590539	1184880964	1385380	1170389838	1.2230026846814968	0.1425	0.5052	0.3523		
ERX1449190	16743301	10615432	4415	2134104	0	0	0	0	8052	0	0	0	0	3546293	289935	145070	63.4010700757276	16743301.0	14609197.0	87.25	2134104.0	12.75	ERX1449190_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16743301.0	0.0	20-76	45.0	26.188894227182523	75.08863096948446	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	16842354	5490034	16842354	1280018904	1505001	1266231087	1.0771572948582016	0.1505	0.5135	0.3359		
ERX1449191	22515954	13830502	5133	3503248	0	0	0	0	13956	0	0	0	0	4547782	387860	227473	61.42534311448672	22515954.0	19012706.0	84.44	3503248.0	15.56	ERX1449191_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22515954.0	0.0	20-76	45.0	23.486572787953488	75.08566992098136	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	22638527	7348639	22638527	1720528052	2030532	1702423829	1.0522480571563502	0.1508	0.5128	0.3364		
ERX1449192	24104770	15722255	46156	2707652	0	0	0	0	19070	0	0	0	0	4923887	432639	253111	65.224663002385	24104770.0	21397118.0	88.77	2707652.0	11.23	ERX1449192_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24104770.0	0.0	20-76	45.0	19.818459415060058	75.09666526583744	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	24185252	7882425	24185252	1838079152	2012961	1820987370	0.9298719253413305	0.1397	0.5121	0.3481		
ERX1449193	23171071	12858049	10335	5908241	0	0	0	0	12374	0	0	0	0	3841542	351012	189518	55.491819950834376	23171071.0	17262830.0	74.5	5908241.0	25.5	ERX1449193_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23171071.0	0.0	20-76	44.0	20.72570957593047	75.10250587899023	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	23231093	8363805	23231093	1765563068	4095018	1747647644	1.0147144740796084	0.1312	0.496	0.3728		
ERX1449194	15776580	11520030	3444	1427811	0	0	0	0	11499	0	0	0	0	2316068	349621	148107	73.0198179833652	15776580.0	14348769.0	90.95	1427811.0	9.05	ERX1449194_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15776580.0	0.0	20-76	44.0	22.98624826151042	75.09251054411033	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	15837864	5119943	15837864	1203677664	1176301	1192913281	0.8942911646485451	0.0886	0.5617	0.3497		
ERX1449195	13738403	7991885	2601	3164065	0	0	0	0	1876	0	0	0	0	2339635	163768	74573	58.171863207099115	13738403.0	10574338.0	76.97	3164065.0	23.03	ERX1449195_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13738403.0	0.0	20-76	46.0	18.124729488774587	75.13775931598454	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	13754184	4900424	13754184	1045317984	1849214	1036555233	0.8382856828377308	0.1254	0.4887	0.3859		
