Geneid,SRX7255887,SRX7255888,SRX7255889,SRX7255890,SRX7255891,SRX7255892,SRX7255893,SRX7255894,SRX7255895,SRX7255896,SRX7255897,SRX7255898,SRX7255899,SRX7255900,SRX7255901,SRX7255902,SRX7255903,SRX7255904,SRX7255905,SRX7255906,SRX7255907,SRX7255908,SRX7255909,SRX7255910,SRX7255911,SRX7255912,SRX7255913,SRX7255914,SRX7255915,SRX7255916,SRX7255917
BSU_00280,6.193110268233867,6.549143702143244,5.826985972237005,5.845332144746233,5.842691096457608,5.853411406266201,5.154890249391649,4.933885600743035,4.92709695143369,5.036860510953167,5.182692486518598,5.511216560280094,6.071203157388419,5.8575675586808655,5.6989094293079114,5.864398748889155,6.123472154116588,6.130237242535436,6.200677334621312,6.352714225733283,6.261906559566391,5.992237947550093,6.140642778014524,6.3257753628104885,7.310997718205939,5.944706149180223,5.839527533973646,6.113981449241741,6.582557070001274,7.665440842059265,0.0
BSU_00290,6.246660828153699,6.644214191948238,5.841312659909609,7.4872338933982725,7.305591663002499,7.395667949729883,7.177537195247386,6.880116911702527,6.881723270037822,6.599634156293943,6.669776243440729,6.886283626814311,7.365685041262438,7.46662782460511,7.159845687531086,7.210283367145149,7.515591117750819,7.363513149216191,7.534748755186901,7.464953878602434,7.492874718120976,7.417149370051764,7.426219899928452,7.600566106808821,8.045346938617802,6.776242125940413,5.862855536049261,6.535737538840175,7.284724525383425,8.128516181605828,0.0
BSU_00300,7.263499863226918,7.195893987518503,7.149029681068467,7.002575751378395,6.942484666251137,6.923424931785157,7.05397636884466,6.8941430162158595,6.669368574614402,6.293404777305761,6.330330613720069,6.5371304278615705,6.9990541454505575,6.914169740578245,6.675059084766758,6.714550394367959,6.978113223927722,6.957748676281082,7.098118212488972,7.012120795491933,7.03660787117619,6.974294841665165,6.978364778194356,7.085055763170171,7.814326251034383,4.93836752193314,4.517874039781072,5.78851393757386,6.675647378806519,7.610630476545285,0.0
BSU_00310,6.108491884157583,6.26670766772221,5.797585972090391,7.152081787132263,7.161281569354323,7.139910335153102,6.893842733596933,6.62220578043984,6.513127162387154,6.624908242019088,6.627497439780157,6.8441459622878655,6.900814995650331,6.846115643256162,6.68001168766513,6.661660418071894,6.862347480855076,6.910450699881458,6.742491580254137,6.76989066048809,6.86999486120723,6.923071373817695,6.662173989922208,6.830922666578263,7.547714983015986,6.454126340200965,6.317564522075718,6.252483561830165,6.930269152973351,7.299612162399138,0.0
BSU_00320,6.9009268827479575,7.023895976077481,6.653619209806395,7.688791443891497,7.733395766906092,7.641511221431259,7.062708189533224,6.860955772081677,6.7454153513719595,6.950383742373064,6.969550582291931,7.307484451817192,7.21193889438337,7.027058802081903,6.969329708843951,6.88637359445642,7.014901945598985,6.9684467628597995,6.974748212647862,6.968313387469579,7.069995528859959,7.282499287293336,6.825042127143717,7.061908807312153,7.539831298229295,6.830336807209513,6.803764544547125,6.080530731572771,7.020297071634446,7.013921186208193,0.0
BSU_00330,7.3842950506185305,7.362838484180692,7.117791703985564,7.694607000921281,7.7821964910017485,7.756115837744547,7.126369248818937,6.985045319839728,6.83546338875486,7.069841451072455,7.145809512715201,7.287078564015939,7.1393686537242615,6.919930958264333,6.947400291463645,6.54310366112883,6.798326976224397,6.758898826690704,6.798143251811946,6.76109653544907,6.798225867651202,6.832479874968628,6.395085661996442,6.683485209192926,7.299847117660414,5.502377257410229,5.064220261147637,5.215788668743389,6.370615862805351,6.386766607316474,0.0
BSU_00340,4.213921803912738,4.336514584750672,3.9761334563299524,5.259343580139582,5.144941727800358,5.139819588845058,4.074760036117504,3.8637546546573405,3.896028552375527,4.203335430180465,4.0879784603624865,4.448586157052496,4.289369797354589,4.296713576991475,4.036894753787994,3.7104550117377766,3.71322784699274,3.914556637934036,4.215307206290833,3.977431545171432,4.303216380394558,4.007390902008198,3.7538210655138893,4.123960932018455,4.814247709991945,3.391513123552643,2.990294750229095,2.707538028557079,3.7975819065415304,3.5974472006833516,0.0
BSU_00350,3.8648302690440186,3.572008017748867,3.620229227269507,5.067972956202395,5.003659996787589,5.080087749892873,3.732541365390421,3.788104608614131,3.885221870849748,4.035359492220126,3.868858452097672,4.50920264396224,4.138110437722465,4.065069086918463,3.9092825231862203,3.656146063467829,3.5030599330113428,3.559576535225179,3.95336855109556,3.9299490372330186,4.111150306790783,4.0045059161153755,3.297199007830916,4.058864773914481,4.25786059246523,2.8287098611832517,1.3207725196688365,1.555141866801829,2.7986212108147654,2.979049125040433,0.0
BSU_00360,4.801561757313023,4.69486039947553,4.713234192889297,5.4466352244888405,5.446902612101577,5.447737915818777,4.533372094304818,4.3319096762036144,4.416092805179649,4.478188605127625,4.450176608851639,4.868709226015997,4.872251663102139,4.799964331261279,4.64158138360124,4.39349426147733,4.349705558766581,4.444456195099089,4.6278546011717925,4.33449635579337,4.606588036905163,4.5895623536280965,4.411593983189275,4.673015659180624,5.002942076540699,3.754935383575589,3.5529311813544693,2.9291228380508865,3.9246936798445877,3.8380503635954777,4.760799988620199
BSU_00370,8.253616947746629,8.381322048847936,7.634051095660197,11.313521322439687,11.502002302521783,11.546758272522608,9.49669236359543,10.265298055645205,10.104893864956534,10.474008467572016,10.382431578401324,10.593958443428118,10.00334547193578,9.713865157306506,9.772942615096978,9.059544318137714,9.328310692256547,9.225133011512606,9.0826787689837,9.055962342097184,9.21580125528377,7.877141486872649,7.458104737588992,7.963194953518855,9.374772270626206,6.240679630233588,5.335582181878854,6.859835040156273,8.48936336875109,9.192055043726247,8.113994852849538
BSU_00380,6.462065144455053,6.192002597278086,6.386571820651721,7.430406240120039,7.473950069403656,7.493756730305939,7.0164803425376325,6.735688653304174,6.708957433069736,6.5985634059897444,6.6035666886396465,6.955008767653539,6.667469929965524,6.511454824707606,6.477096743286385,6.5634246525535875,6.53025241174442,6.614904445847379,6.348870722492991,6.26857895664182,6.383129783674249,6.398960191166129,5.888884209562376,6.195357271724804,6.2139577097982555,4.332412250411639,3.9464338845134495,3.3045447952941793,4.7999286714997025,4.759451612109956,4.89536231866452
BSU_00390,4.125564147934032,4.030132293384483,4.72104560021111,4.883838355236815,4.82042711906147,4.936360095385276,4.542764448929461,4.5389901608446745,4.237601223651835,4.227779049430853,4.5872040171565205,4.756159475427015,4.471693010646618,4.454642045853092,4.182330450122647,4.175608243170134,4.100364066946985,4.244107369470607,3.991251622521691,4.076631519938179,4.093458369767229,3.697550193493724,3.469100319230566,3.8618634230789497,3.819597779098507,4.1449990671611765,2.264089416476635,2.0104588553693685,2.3844691305984345,2.65136078901904,4.94882120932635
BSU_00400,5.164442427504276,5.302340215786124,5.201851508956736,8.47960280009085,9.057096930305281,8.786257612707802,6.2094232738901045,6.503755027690185,6.687804817439483,7.840847479339402,7.729324572907013,8.120086741783098,8.690613247045862,8.62371330882714,8.672767958234102,9.652790494640579,9.655401892835112,9.54845223695301,9.555476162951443,9.536008228535286,9.58775005657485,9.038817438359915,8.949647040723683,9.135933461241912,9.420251868411713,7.216568389528009,6.249273176442412,5.47832264425254,6.940384440366124,6.873222878070981,8.857582846040987
BSU_00410,4.178835829955737,3.9410382997664013,4.457223440502604,6.348062682051778,6.387376367681549,6.395709428243391,5.052369105276464,4.9939532478903965,4.917750123618952,5.306112771485386,5.439198668628509,5.70558581147812,5.423571005518017,5.2822575883373,5.177337341712662,5.647835666677718,5.628252943735087,5.75064725362388,6.031564870068452,6.037819850004312,6.058045934735938,5.657425179072092,5.410178396431773,5.759095436783898,6.301812347064559,4.902703387713642,4.155623062519123,3.9554782680587066,4.583072185715046,4.925399480877362,0.0
BSU_00420,6.175185527590588,6.252053724676591,6.425206743885017,6.771166617169475,6.857173240205929,6.829676886194543,5.223426032060658,5.253849018533415,5.192672051068333,5.6883330881540966,5.720817871766443,6.08630809037272,5.771160204167109,5.704977250521001,5.594532809610647,5.96559787866935,6.0003071581713545,5.918973027040561,6.451414809164654,6.331084194877076,6.420659556825185,5.928395756667982,5.914484879444863,6.122209103224585,6.741859385787411,5.384577283600122,5.353268736240201,4.4270068743801545,5.243526199958853,5.23060462765221,0.0
BSU_00430,2.888065434299636,3.085154780027887,3.8666511659774723,2.1984129842053823,2.2667386127894744,2.0489064012553033,1.3696540881174721,1.8467887353629955,1.3949480661830314,1.6720237907976072,1.8816172663058413,1.8967798252166606,7.433937554795474,7.31945072723573,7.55457759609834,8.39846849375562,8.803765031493926,8.419534782173796,9.53461781689605,9.433979432171041,9.644942306595473,8.590315051313425,9.49629382047468,9.142699091957594,8.889723932897615,7.66307034397375,7.418978294967377,4.223405495108148,5.2441139658021765,5.207607005047255,0.0
BSU_00440,10.436296854672518,10.655204105006256,10.008247590210196,11.395064420763237,11.376282870288302,11.168738655799043,11.61373518814216,12.948468805933619,12.835499700750496,12.892947426022952,12.973465987801605,13.013858916453408,12.54566748898424,12.66380960964291,12.619615322478383,11.336382408409568,11.243714556307554,11.138656103803077,11.83601841493271,11.694289937445248,11.608654119074998,11.677423326104218,10.24472008355923,10.746970924298742,10.260702307647144,9.106685464324444,9.103985533985375,9.374309040908003,10.855758155195616,11.280975482017237,5.490837061032564
BSU_00450,3.7802381226401236,3.7725154403752903,4.160365494226953,4.8101863303474905,4.787551842990432,4.58080384403287,4.951702697698027,5.706792262709521,5.505889828263337,5.705650761443718,6.071678525549086,6.599369149882523,7.779473157820862,8.26999822242187,8.095310390199987,8.075521523580802,7.97394432562326,8.086629119992356,8.937718371616764,8.341997876594325,8.527193355528883,7.888501131531456,8.340051071563511,8.552868543881063,9.610573474917791,13.924916169359546,14.845859498153393,16.378606783771286,15.841491496568002,14.984031203423553,10.755329469587672
BSU_00460,6.214460052860705,6.156193208821332,6.241166877164284,7.005171317285808,7.076675180658868,6.928465954765298,6.182254993231201,5.971531731616706,5.993011913048339,5.841562622248463,5.93096755080958,6.1938703998734415,6.16370986455621,6.021751792940522,5.840982862770066,5.465234192178583,5.580184028003635,5.568302518931964,6.0080826604782285,5.851083996760711,6.035502004830229,6.077882119265996,5.448774339519137,5.804321082518773,5.940720532902773,7.058660710105587,5.645942534175475,4.0243610403669665,5.106167166105536,4.86747686889737,0.0
BSU_00470,7.751000746015971,7.772310014722877,7.864567377017807,8.532780627011018,8.661863581635714,8.569438330737109,7.514968538288228,7.5842333312283765,7.414298348965907,7.875797980355762,7.853407985564388,8.27218630145349,7.771058932096337,7.5245239342891574,7.55106102441848,7.123242153683228,6.944306859299615,7.113536120129775,7.393738143483556,7.239105937086025,7.446391388210538,7.483719451392676,6.813031375106304,7.10539616106633,7.118755519634906,7.421619915984759,5.860256300591217,5.250685241951586,6.246868544303129,6.151989168987967,7.450177916548668
BSU_00480,8.500503362841389,8.44796558875933,8.519703579169175,9.216487647566975,9.301348874867223,9.188639493307264,8.424060381363917,8.247606992593496,8.352917420162425,8.673290586809763,8.665164378355964,9.042178383027972,8.628222735571951,8.509732186680147,8.432742226092655,8.331628173956199,8.149841390431973,8.333533633271436,8.388295612309996,8.149684098474916,8.295762602927333,8.514697918250654,7.78153746982675,8.141910087875829,8.194989586637211,9.075370571343063,6.200106893284994,6.3101556076492535,7.372633249068199,7.092012863437753,8.512973218172421
BSU_00490,13.137467531624813,13.098741090486511,13.185821044115917,12.57257652404193,12.681772520480795,12.428764244058259,12.754370830105547,13.16627684453319,13.056927728597891,13.256663567911534,13.069180827467537,13.701469764604143,13.344477079055883,13.226615150734052,13.261263590541867,12.89193197983147,12.539074512224047,12.561408554861067,11.943585126284873,11.618070372838606,11.54158807577816,13.265384949530976,12.218215543121211,12.537903103405686,10.634698731848783,10.655103279939883,10.746806609243684,9.445053242536389,11.027745896803516,11.198469627634982,5.323121425815877
BSU_00500,5.8355095304114055,5.981704074369554,6.053077656511341,8.154544069763723,8.086733728913044,8.180121658955986,7.152507266833997,6.971037231900156,6.934835787586492,6.912084154036677,7.008156584904246,7.315539756270114,7.203041945915601,7.228366527310601,7.080901819064898,7.284918849193268,7.057391544772676,7.172566836388119,7.09649536911515,6.910578971007247,6.899792687076472,7.70019574620396,7.268029568555015,7.509882685551109,6.848715195937049,5.745957505537198,5.310309923178359,4.321309286877325,5.974498089211326,5.664317795664832,5.107744188499963
BSU_00510,5.910842329809327,6.11413284246595,5.920213366754346,8.075902300138518,7.892529404076703,8.060275502484554,6.989523950847151,6.888094282754054,6.761866741102276,6.875912283526856,6.969381986733666,7.284920235310607,7.22658642950919,7.174667220215461,7.103487254530901,7.327361315842822,6.990680880760947,7.221098850092519,7.060008841035207,6.8838495144472365,6.9193811230086135,7.534242896623731,7.264997717995141,7.467276124727681,6.801558502316448,5.970439773510795,6.039400339273306,4.416319081702778,5.806974812092279,5.712003475434218,0.0
