Geneid,SRX7255900,SRX7255906,SRX7255905,SRX7255902,SRX7255887,SRX7255895,SRX7255891,SRX7255892,SRX7255916,SRX7255889,SRX7255917,SRX7255909,SRX7255913,SRX7255888,SRX7255897,SRX7255908,SRX7255912,SRX7255911,SRX7255914,SRX7255894,SRX7255904,SRX7255910,SRX7255907,SRX7255893,SRX7255901,SRX7255915,SRX7255890,SRX7255898,SRX7255899,SRX7255903,SRX7255896
BSU_00010,4550,1849,2225,2971,334,2699,7212,5912,856,456,4,881,63,286,2807,1577,94,1494,248,2792,2128,1293,2848,2590,4323,828,7164,4626,5035,2404,4400
BSU_00020,2869,1240,1473,2407,886,1747,5492,4838,575,887,20,672,55,620,2035,1165,78,1160,361,1947,1650,1066,2025,1873,2973,591,5744,3275,3501,1787,3178
BSU_00030,1115,571,745,762,85,1024,2288,1752,265,119,0,375,31,79,912,610,34,673,86,976,636,549,973,696,1239,292,2041,1452,1255,761,1576
BSU_00040,9757,6594,8788,8696,9977,5697,14661,10636,5699,11514,3,6195,1338,8309,6067,9487,1190,9153,2361,5700,5913,7044,10631,4983,9338,7444,12237,10257,10480,7036,9326
BSU_00050,1264,1051,1305,1214,1760,632,1530,1199,694,1926,0,680,38,1407,764,1231,54,1338,228,721,767,797,1556,499,1172,993,1352,1258,1498,1033,1181
BSU_00060,15377,9753,14010,14343,25982,10060,20759,16340,7940,31075,1,8920,1423,20479,8979,14213,1388,14999,3662,10703,9394,11081,16018,10174,14836,10432,18358,15332,17704,11245,14328
BSU_00070,25873,14656,21233,21784,23553,16799,35708,27960,9273,27850,1,10914,1265,17805,17953,17348,1156,20562,3722,17203,13541,14340,24775,15464,24078,10909,31479,28410,27630,16082,28156
BSU_00080,283,412,360,610,85,17,60,45,756,204,3,316,5,103,27,296,42,932,125,14,583,325,534,13,212,178,47,45,265,747,56
BSU_00090,9995,4632,5422,7863,29782,12055,15554,13432,2598,31393,84,5579,608,19661,7277,10977,1154,4645,2155,12815,5280,6997,7342,14959,10272,2821,14231,11889,12684,6038,11633
BSU_00100,7579,2674,3700,4057,1337,5998,19810,15222,1372,1459,55,1266,73,1025,6651,2513,134,2509,611,6113,2658,2109,4722,4379,7592,1169,16937,10840,8566,3379,9882
BSU_00110,12479,4899,6282,7523,1142,10941,31337,23339,2686,1312,1,2648,393,976,12986,5673,391,4836,1116,11351,5033,3646,7904,11127,12348,3008,25750,22306,15389,5598,20665
BSU_00120,8464,3269,4328,5615,1199,8998,23587,17505,1736,1401,2,1882,248,1143,9449,3752,178,2912,619,8101,3671,2651,5663,9243,8437,1852,19408,15855,10570,3849,14721
BSU_00130,4124,1875,2586,3219,5223,6102,11029,9033,1001,6676,0,1306,154,3780,3976,2251,116,1856,572,6968,2213,1757,3079,8156,3919,1057,9572,6324,4925,2382,5724
BSU_00140,1906,1228,1556,1499,72,1074,3269,2722,379,101,2,675,21,68,1537,1257,28,1491,104,1367,1032,833,2002,932,1785,473,2921,2548,2163,1237,2538
BSU_00150,1704,1185,1521,1306,35,1156,2789,2330,405,63,0,687,24,26,1495,1155,40,1418,124,1197,967,953,1867,917,1754,545,2490,2334,2020,1161,2227
BSU_00160,7851,13910,15167,17416,885,69,69,41,6280,996,4,12331,1659,886,36,17369,1741,25978,2550,68,14182,12097,20906,128,7214,3314,115,25,7744,19227,34
BSU_00170,1528,1519,1290,1961,727,92,79,54,5122,698,0,1319,170,682,26,1220,236,4722,1764,105,2142,1412,2089,158,959,1934,143,17,1435,2673,32
BSU_00180,826,465,556,658,57,378,1188,802,294,76,0,417,75,61,434,634,77,514,92,384,518,377,763,291,844,208,907,826,955,651,701
BSU_00190,4088,2864,3468,4102,748,2437,6377,4747,1451,917,4,1949,338,618,2565,3013,361,4475,592,2676,2924,2378,4587,1935,3852,1762,5184,3957,4339,3788,3994
BSU_00200,3093,1105,1196,1884,425,1470,2626,1936,479,499,0,488,16,374,1855,1065,14,1085,67,1455,1421,774,1694,1121,2510,356,2327,1981,2870,1700,2898
BSU_00210,1474,1195,1411,1547,289,685,2076,1625,439,401,0,805,78,253,734,1063,95,1750,144,856,1172,1031,1953,714,1309,350,1877,1138,1577,1531,1019
BSU_00220,807,734,913,1008,177,348,1143,784,158,209,0,438,18,134,371,491,26,959,35,376,698,479,1201,330,719,168,949,615,845,931,596
BSU_00230,493,527,546,902,21,70,208,163,100,46,0,399,19,21,94,276,13,477,18,89,596,419,682,46,613,67,165,112,665,952,108
BSU_00240,636,633,535,814,48,29,216,155,60,131,0,362,0,54,82,299,2,148,9,41,713,380,826,9,572,50,147,69,441,918,104
BSU_00250,2613,1413,1684,2364,1970,1027,1767,1316,932,1546,1,1610,56,2150,1557,2667,60,1605,209,1098,2008,1630,2098,946,2736,637,1573,1864,2947,2614,2376
BSU_00260,3952,2332,2897,3622,3709,1837,2868,2143,1347,2941,2,2626,79,3851,1707,4496,85,3184,273,2004,2891,2599,3478,2235,3802,1163,2527,2435,4334,3764,2712
BSU_00270,4122,2082,2711,3639,3263,2014,5232,3914,1735,3036,1,2041,314,3408,2793,3255,262,3366,653,2196,2699,2288,3450,1907,4185,1924,4410,3929,4538,3324,4171
BSU_00280,1527,1316,1365,1387,759,555,1310,1047,3500,715,0,1057,160,779,597,1206,148,2762,975,575,1213,1217,1843,576,1354,1458,1198,947,1852,1515,863
BSU_00290,2434,1479,1792,1840,407,1139,1886,1593,2495,373,0,1342,84,430,880,1689,137,2379,677,1173,1485,1532,2251,1235,1949,1230,1954,1286,2367,2072,1344
BSU_00300,2212,1441,1766,1739,1108,1312,1956,1531,2325,1247,0,1312,43,845,927,1657,50,2707,535,1583,1495,1429,2188,1514,1856,1074,1862,1346,2449,1903,1449
BSU_00310,4735,2731,3092,3762,1108,2640,5116,3998,4202,1085,0,2361,347,990,2563,3589,328,5047,1665,2938,3247,2686,4372,3039,4181,2881,4640,3746,5133,3940,4104
BSU_00320,4494,2624,3042,3682,1615,2598,6376,4744,2879,1656,0,2213,408,1407,2723,3858,357,4198,1234,2904,2828,2640,4205,2860,4281,2566,5642,4330,5335,3666,4310
BSU_00330,1813,987,1169,1259,984,1203,2868,2234,807,996,0,712,52,775,1339,1225,61,1544,291,1377,1062,881,1512,1300,1833,708,2463,1856,2205,1370,2037
BSU_00340,582,280,385,341,215,305,930,735,224,220,0,221,23,188,315,338,27,553,92,307,288,294,531,307,477,231,921,515,604,311,550
BSU_00350,198,109,128,132,67,122,339,284,56,68,0,63,2,43,108,136,7,149,13,117,89,113,186,96,175,43,324,217,218,107,196
BSU_00360,990,430,614,667,389,528,1362,1081,317,445,2,424,42,288,485,611,42,748,130,512,502,518,782,507,876,300,1243,824,1088,588,794
BSU_00370,10236,3944,4637,5875,1457,9451,30674,25098,4607,1154,7,1210,51,1273,10267,2052,83,5284,749,10891,4780,1739,6578,5465,10577,2509,24569,14933,13056,6444,17550
BSU_00380,7549,3873,4729,7077,2862,6102,12822,10312,1411,3309,5,2764,128,1893,5079,5011,146,4002,396,6410,5321,3467,6265,6672,7309,1289,11354,8157,8786,6293,8119
BSU_00390,674,311,337,497,208,405,761,656,110,391,2,184,13,155,468,277,49,276,52,520,379,250,470,446,548,78,727,664,712,428,578
BSU_00400,21681,24853,29073,40047,754,3960,25399,16692,4141,944,53,15420,439,665,7341,20778,742,24625,1280,3589,27015,17742,38453,2497,22249,3851,15522,12102,23698,36514,12727
BSU_00410,892,926,1064,1045,158,484,1687,1346,447,236,0,554,42,106,629,836,62,1197,182,527,815,717,1402,470,821,310,1498,954,1029,938,918
BSU_00420,1886,1783,2239,2049,1031,923,3673,2858,871,1498,0,1240,156,870,1203,1586,137,2553,403,994,1438,1451,2834,832,1730,780,3157,1955,2062,1911,1886
BSU_00430,5811,15383,19038,11134,92,42,121,79,851,238,0,14974,661,86,62,10109,673,11319,345,69,8194,11843,26582,36,6790,775,104,79,6567,13430,81
BSU_00440,71015,22059,28087,25574,5948,56306,25215,17320,17602,5388,1,7525,638,5535,55519,25742,549,8764,3866,62781,16171,10778,31028,21286,68308,11630,23318,71711,68269,21827,84226
BSU_00450,2400,1535,2680,1895,39,244,180,123,163428,63,28,1429,24375,31,326,1322,11057,3978,354232,290,1385,1675,2606,145,2108,262745,167,593,1780,1607,404
BSU_00460,2334,1259,1623,1424,1049,1610,4238,3031,665,1303,0,883,190,805,1381,1744,440,1440,297,1635,1111,1148,2140,1622,2038,700,3680,2087,2691,1406,2080
BSU_00470,6589,3285,4223,4502,3028,4295,12603,9375,1631,3995,13,2274,218,2457,5226,4600,559,3243,711,4985,3243,2820,5666,4063,6657,1547,10517,8784,8163,3616,8515
BSU_00480,5762,2729,3718,4602,2247,3637,8657,6350,1388,2776,12,1969,122,1732,4049,4153,778,3024,662,3485,3342,2558,4509,3370,5417,1498,7450,6608,6528,3691,6532
BSU_00490,118168,23569,34088,84700,43599,73948,70219,46738,18725,54961,1,33309,2247,33933,66829,87189,1811,12796,4574,82245,48849,42029,33363,52874,120049,14760,59423,130108,133791,60360,122083
BSU_00500,8564,4173,5484,8053,1266,4911,13501,11428,1848,1799,4,4993,236,1122,4632,8547,276,4291,582,5193,5400,5975,6182,5042,7663,2041,12919,7210,8779,6253,6948
BSU_00510,5740,2850,3720,5772,929,3028,8207,7316,1330,1140,0,3467,275,857,3137,5298,225,2889,434,3410,3887,4036,4361,3131,5417,1262,8511,4911,6210,4153,4714
BSU_00520,60638,70017,76487,119853,183121,44490,11073,8705,162854,198481,2,66895,24695,180013,12140,70142,18123,96089,74191,37847,89474,78914,91441,63559,46261,88649,12852,13440,66969,111767,15540
BSU_00530,5871,7150,9221,14273,2470,1735,2730,2071,5303,2435,1,9176,434,2338,1396,6981,408,5202,1384,1674,9932,9963,8914,1805,4672,2659,2580,2099,5972,12138,1949
BSU_00540,2893,3827,4697,6819,596,628,1088,880,1719,565,0,3567,107,623,508,3385,141,2682,367,705,5108,4098,4923,652,2712,717,1051,814,3139,6653,731
BSU_00550,10610,10171,12275,15366,6679,6656,9448,7758,7436,7827,2,8625,2128,5923,3746,10021,1768,12648,2749,6721,14981,10118,13941,8168,8970,5484,9703,6023,10830,18036,5428
BSU_00560,3238,6279,7416,6285,382,954,2162,1606,1186,514,0,4408,199,386,682,4853,166,4675,364,1067,5344,4625,9559,1146,3270,887,1945,1230,3753,7781,991
BSU_00570,662,338,364,307,53,295,926,722,206,116,0,165,55,47,250,235,78,538,107,357,326,233,539,274,460,164,987,425,720,445,354
BSU_00580,1861,864,1010,1118,409,1550,3909,3149,562,482,0,520,100,312,1407,963,115,1400,240,1807,928,842,1476,1685,1495,532,3801,2307,1954,1158,2066
BSU_00590,480,290,333,387,204,635,1239,847,151,276,0,171,14,158,463,302,10,433,75,711,288,248,444,746,427,144,1114,663,609,420,609
BSU_00600,1583,1871,2216,2069,236,840,1234,947,349,352,2,1103,66,200,485,1699,119,2488,84,926,1732,1231,2940,1009,1327,256,1205,799,1550,2387,652
BSU_00610,2465,2876,3201,4039,407,1178,2578,1993,2990,466,1,2082,311,316,896,2788,372,5051,1127,1461,3208,2330,4226,1249,2270,1473,2421,1423,2847,4211,1301
BSU_00620,8107,4824,5735,8555,2563,4273,8677,6092,3941,2380,0,5709,238,1973,3559,8407,462,5309,688,4186,6135,6267,6552,3728,7289,2212,7345,5368,8741,8139,5949
BSU_00630,22821,8547,9648,12759,16130,31227,53090,36769,5439,19844,0,5562,143,13203,27866,9998,224,6921,1140,31681,10095,6153,11744,14492,25407,3982,41513,47468,26299,12771,49655
BSU_00640,3524,3583,4747,9151,4508,631,1217,916,1755,6123,6,9669,628,2713,552,16684,841,8941,752,735,5220,8606,4566,544,3238,1296,1010,862,3244,5858,804
BSU_00650,3322,3778,4761,7618,2040,409,989,700,1573,3084,0,6728,451,1486,511,10580,394,5822,584,433,4863,6083,5096,359,3311,968,782,893,3691,6068,838
BSU_00660,1938,2083,2264,3381,661,184,378,306,1814,1054,2,2491,161,514,212,3934,221,3322,649,167,2329,2386,2734,133,1607,926,329,312,1790,3051,340
BSU_00670,19761,14788,16725,19273,1972,8522,13678,11156,10953,2484,2,12721,1224,1674,9823,16563,1305,21164,4107,8539,16556,13763,22228,7949,19503,7654,13470,13903,22602,21735,14759
BSU_00680,8039,5465,6911,5598,391,3314,6841,5584,3864,517,0,3980,492,332,3824,6203,556,8884,1548,3875,5043,4663,9140,3512,6601,3148,6900,6201,8618,6674,5707
BSU_00690,66503,42398,49913,50119,28201,37317,74247,58436,31327,36925,0,27882,6317,23007,39165,45593,5066,69994,13040,37470,39926,33048,72440,36567,63979,32326,71831,64738,76483,50618,60930
BSU_00700,1563,964,986,1057,173,863,2110,1803,591,251,0,711,57,153,893,984,62,1412,193,885,901,885,1470,780,1384,528,2122,1372,1542,1160,1443
BSU_00710,2381,1285,1575,1687,979,1156,3390,2723,742,1175,0,948,152,793,1330,1521,168,2052,277,1194,1385,1081,2128,1205,2196,715,3158,2090,2572,1592,2044
BSU_00720,1482,857,962,1385,103,539,1642,1547,376,169,1,579,34,91,693,911,52,1208,100,632,1097,738,1260,467,1332,287,1794,1138,1550,1248,1093
BSU_00730,19878,12604,14800,33992,2079,32432,47368,38924,26550,2770,0,16815,3478,1760,29617,23879,2798,49293,10589,30657,27891,15217,20350,33500,18924,27786,43400,55391,24294,34105,44981
BSU_00740,2245,990,1242,2250,266,1918,1755,1494,1045,389,0,1428,89,241,1775,1825,104,1686,322,2100,1644,1581,1445,2064,1888,879,1714,2698,2189,1799,2638
BSU_00750,1579,636,878,1005,400,2043,1156,933,708,573,0,678,193,316,846,942,167,1024,291,2239,797,808,1086,2917,1093,660,1196,1339,1456,852,1211
BSU_00760,1303,642,743,1078,284,1316,1442,1144,572,320,0,584,79,244,942,765,88,1104,252,1398,706,696,961,1671,1155,632,1415,1329,1331,860,1225
BSU_00770,2134,1050,1365,1810,706,1621,2115,1729,716,821,0,1014,179,521,1316,1307,165,1821,379,1791,1211,1137,1630,1927,1942,841,2097,1916,2170,1385,1966
BSU_00780,995,487,608,854,358,812,888,728,291,443,0,340,27,310,595,500,33,818,138,863,544,473,710,960,925,296,966,877,942,602,855
BSU_00790,1394,639,816,1166,673,1547,1691,1404,457,839,0,525,22,549,986,745,53,1123,173,1469,807,676,888,1389,1356,447,1871,1319,1616,804,1418
BSU_00800,619,316,393,491,285,646,981,860,236,432,0,205,12,239,499,353,26,539,75,649,356,294,436,629,682,147,953,806,792,355,756
BSU_00810,5921,3139,3974,4946,9974,3791,7975,6432,1833,13157,4,2849,222,7969,3501,4431,388,5190,666,3827,3543,3175,4914,4182,5370,1995,7314,5693,6251,4084,5464
BSU_00820,7318,3997,5121,7076,17689,4898,12728,11095,2344,21841,16,3305,611,13370,5315,5110,638,6603,1046,5392,4804,3960,6296,5277,7089,2660,12574,8231,8461,5322,8115
BSU_00830,5517,5498,5772,8052,2430,1360,938,719,9270,2663,2,5040,143,2586,1170,4192,204,7183,1132,1633,6020,5939,6251,1209,3775,2772,915,1746,5194,6884,1832
BSU_00840,5655,6342,7255,9916,3645,1812,760,600,17218,3374,5,8298,620,3657,918,5394,583,11833,3379,2063,6858,9844,7539,2324,3705,6916,859,1271,4958,7932,1331
BSU_00850,11989,11844,14434,17117,5794,3713,2238,1649,30833,5524,3,14323,2395,5797,2164,11877,2775,26052,9902,4054,13463,16718,15866,4893,8155,15637,2464,3173,10784,16021,3257
BSU_00860,41294,38288,43847,44326,115791,35366,8931,6831,96948,138198,11,44326,13227,89991,9176,44024,12801,100748,38159,36049,45297,49389,53427,50947,31971,55466,10049,11879,40054,55996,13262
BSU_00870,6866,7714,9303,5965,11466,4021,2413,1859,23536,13497,1,9274,4000,8369,1651,9609,3593,16184,9521,4543,6933,10777,10286,5296,5459,16219,2708,2398,6556,9126,2422
BSU_00880,3723,3500,3935,2388,2656,1713,1184,951,7905,3030,1,3360,667,2254,967,3598,705,6125,2514,2040,3173,4081,4590,2114,2505,4848,1349,1325,3234,4280,1428
BSU_00890,6970,4707,5340,6434,3288,3434,2178,1598,7428,4217,2,3563,1315,2722,1769,4810,1267,6684,3402,3428,5297,4429,6410,4252,4696,4876,2325,2342,5947,6553,2795
BSU_00900,4188,2740,3064,3395,1936,2390,1771,1275,3922,2201,3,1975,841,1872,1313,3016,752,4099,2199,2639,3087,2385,3724,3591,3013,2918,1682,1590,3795,3839,1859
BSU_00910,460,202,294,228,29,178,325,201,150,92,2,116,29,26,109,161,86,218,91,186,185,172,285,144,235,103,339,244,334,212,223
BSU_00920,13869,12319,15251,16145,6528,8992,22350,17277,3891,7967,43,10159,771,4743,8395,13512,840,11530,1745,10379,11671,10179,19514,9963,13927,3771,20505,13593,16160,16218,12989
BSU_00930,1148,848,1027,1158,261,583,774,757,316,527,0,981,69,217,503,982,86,1071,99,710,797,910,1435,701,1003,334,896,773,1173,1039,733
BSU_00940,3051,2356,2697,3002,1752,1972,2192,1909,853,2053,0,2784,226,1227,1336,2367,247,3231,371,2415,2173,2529,3527,2663,2760,817,2297,1916,3314,2774,1904
BSU_00950,774,383,497,637,412,575,558,477,264,510,0,403,35,290,382,424,30,633,101,707,439,454,591,858,680,242,661,523,778,489,533
BSU_00960,1717,700,901,1233,1103,1192,1313,1079,460,1590,2,741,140,809,818,952,134,1144,215,1531,838,886,1169,1829,1349,560,1340,1206,1666,953,1122
BSU_00970,811,329,420,496,193,508,648,574,209,287,0,208,57,139,396,343,68,468,95,629,354,315,513,746,540,224,697,677,833,427,540
BSU_00980,10696,4771,5796,6415,434,3104,5741,3844,3956,657,1,3945,394,380,4170,4976,617,5060,1432,3352,4365,4756,6938,3005,7834,3572,4728,6188,8629,5372,6554
BSU_00990,2975,1181,1444,2300,104,1282,4039,3279,801,103,0,1080,47,88,2098,1363,34,1077,129,1554,1543,1134,1687,808,2877,614,3148,2963,3054,1742,3686
BSU_01000,5452,1797,1951,3479,59,1572,8834,6607,951,94,1,1259,22,91,5310,2074,29,1370,152,3001,2339,1548,2664,636,5335,654,7308,6022,5612,2824,9161
BSU_01010,4366,2841,3726,3075,411,3566,8949,7049,1067,545,1,1359,118,491,4011,2268,98,3354,375,3588,1971,2048,4776,2989,4476,1332,7590,6705,5291,2479,6082
BSU_01020,36263,21080,29737,30399,12349,33369,114572,91100,9437,14858,1,9694,757,9730,35481,18983,544,18323,3504,37268,19755,14252,36396,30097,41194,10230,101411,56745,49064,25732,51599
BSU_01030,33778,19109,26613,25267,11921,26492,88539,73958,8457,14249,3,8943,979,10220,30263,16792,807,19250,3378,31030,16393,12735,34197,26258,34054,9471,79142,46389,41519,20861,45418
BSU_01040,24711,15693,23786,18020,3684,29288,101596,82110,5920,4306,0,6550,384,2891,28300,13306,334,13680,2119,33489,11895,9622,27042,28687,27430,6026,90763,47745,35237,14255,41671
BSU_01050,21696,13504,18624,16022,3790,22135,84383,68591,4443,4665,2,5583,254,3253,23952,11503,277,10999,1658,27172,11161,8065,22927,19439,23494,4956,73711,39092,29118,12265,36481
BSU_01060,1413,790,1454,1117,144,664,1808,1645,288,161,6,403,56,169,776,595,82,1058,115,810,717,537,1417,602,1391,354,2161,1286,1828,790,1214
BSU_01070,85254,54020,73105,75247,126523,51921,98827,85420,32684,166151,18,37149,10167,88998,53672,54063,7815,74731,12399,55200,50161,42813,90831,52725,85991,34745,104616,87175,102833,60007,84857
BSU_01080,96659,56459,77933,94085,413503,67211,110546,89825,39119,551226,11,48724,11251,290120,54181,64477,9211,84716,16868,73232,58091,53762,95727,80094,94503,44642,115868,89130,113421,67654,89512
BSU_01090,15691,9235,11661,12058,6517,9943,24848,21944,4291,8446,0,4530,301,4869,10521,7302,238,9917,1571,13006,8054,5982,14936,9419,15103,4528,26084,16318,16911,9271,16606
BSU_01100,28154,14417,20748,21180,20731,20069,47975,44534,7058,25266,3,8339,1096,14480,19220,12440,1119,17975,2683,22011,13140,11801,25601,20426,26440,7313,53560,29464,31109,15853,30440
BSU_01110,36184,19961,26838,28442,30471,23258,60769,54359,10392,36710,1,11888,1024,23238,25186,15987,804,24273,3439,29003,17425,16250,33604,25680,34818,10476,63887,37500,41554,20030,39888
BSU_01120,161089,86920,125134,130367,143249,109573,288104,254822,49017,181685,9,58835,11844,109380,122511,74533,9114,115178,23369,131009,79745,72284,152379,126037,157415,56512,298416,184767,190497,91391,192971
BSU_01130,193863,86956,121099,150831,123532,188668,380809,300506,50092,150320,0,54000,9719,97447,151395,87612,6699,99577,22992,191414,94527,66028,147230,206419,192572,54286,343034,244029,226107,109850,236035
BSU_01140,594,417,494,619,111,293,463,412,247,133,0,387,38,65,401,575,47,708,99,350,478,460,630,291,594,229,515,563,641,640,586
BSU_01150,12392,6998,9018,8073,4148,8794,23528,21687,2920,4780,0,3115,221,3284,9411,5453,191,7705,1103,10792,5270,5089,12058,8292,11139,2826,25129,13330,13967,6573,14085
BSU_01160,23915,13753,18301,16780,20135,15897,42713,40124,7345,25019,1,7089,768,15308,17218,10699,713,18707,2364,19314,10578,10892,22993,18116,23078,7546,48218,26405,30006,12360,25202
BSU_01170,17648,9933,12612,12785,20809,10850,28756,28537,5481,25934,0,5807,872,16066,12372,7806,667,14186,2496,12753,7848,8455,16029,11961,16922,6703,33037,17823,20939,8690,18761
BSU_01180,8499,5070,6390,6724,11528,6257,14059,13813,2853,13609,0,2776,309,8857,5923,3866,270,7230,1154,7312,3975,4175,7834,6063,8704,3168,16712,8758,10652,4658,8977
BSU_01190,30052,15234,21604,22633,41663,19141,46477,44914,9283,52519,1,10477,1541,30880,19587,13565,1354,23532,4078,22975,13064,15105,25481,22924,29781,10953,56284,29510,36316,14879,30915
BSU_01200,8849,4382,6684,6830,13996,5822,11364,11437,2767,17012,0,3356,381,10316,5401,3862,314,7198,1225,7049,3800,4992,7603,6654,8453,3438,15102,7480,9974,4394,8696
BSU_01210,10557,5119,6941,8181,17726,7241,12612,13167,2848,21267,1,4197,666,13072,6028,4624,658,8374,1637,8401,4747,6029,8534,8313,9747,3927,17087,7990,11796,5450,9737
BSU_01220,17797,9387,12466,14268,32271,11846,22617,23531,5778,41945,1,8090,1434,26255,11445,8236,1315,15669,2982,15087,8447,10777,15478,15276,17893,7624,29082,14484,21553,9387,17596
BSU_01230,9629,5263,7347,7891,20857,6815,12012,12662,3729,27884,3,4329,619,16114,6041,4080,583,8906,1966,9537,4576,5986,8445,9458,10593,4435,16011,8497,13042,4856,9383
BSU_01240,4432,2379,2927,3527,10545,3383,5082,5647,1402,12905,0,1830,133,7988,2656,1821,121,3650,546,4286,2130,2751,3629,3517,4329,1618,7170,3258,5113,2265,4200
BSU_01250,5524,3001,4206,4436,14733,4431,6633,7154,1978,17372,0,2506,113,10417,3450,2343,105,4880,605,5892,2419,3412,4510,4679,5908,2142,9530,4550,6836,2690,5623
BSU_01260,8666,4295,6201,6821,21222,6563,9738,10540,2896,27597,0,3826,360,15580,5237,3668,374,7184,1189,7890,3701,5133,6598,8920,9148,3371,14312,6740,11008,3968,8331
BSU_01270,6488,3345,4340,5625,16549,5582,7547,7867,1892,19955,1,3300,269,11949,3932,2754,267,5301,890,6640,3116,4488,5176,6505,6778,2452,10833,4777,7750,3390,6363
BSU_01280,12888,6393,8671,10169,31463,10030,14756,15373,4108,38865,0,6561,892,22880,7830,5372,831,10436,2159,13076,5607,8244,9925,12998,13945,5464,20947,9991,15767,6187,12844
BSU_01290,3825,2135,2794,3311,9524,3576,4696,5047,1370,11852,0,2112,144,6751,2448,1774,163,3407,594,4353,1925,2720,3055,4399,4190,1696,6748,3133,4755,2070,3944
BSU_01300,8381,4333,6383,7209,21409,7432,10494,10962,2742,26586,2,4598,243,15833,5734,3850,242,7466,1096,9866,3972,6005,6820,9491,9306,3255,14905,7085,10344,4346,9044
BSU_01310,12525,6148,8821,9848,30535,11765,14384,15218,4073,38497,1,6615,781,21872,7829,5324,713,10608,2023,14238,5593,8288,9717,15396,13552,5579,20570,9800,15279,5795,12667
BSU_01320,8788,4469,5937,6862,22158,8270,10196,10530,2666,28094,0,4778,719,16744,5506,3843,637,7167,1690,10613,3947,5959,6641,11758,9130,4093,14071,6479,10390,4553,8737
BSU_01330,11942,5821,8458,9025,28211,13313,13984,13625,3830,36072,0,6447,871,20752,7430,5157,673,9219,2113,15319,5253,7757,9053,16645,12647,5453,19187,9408,14432,5438,11682
BSU_01340,2686,1583,2051,2027,5298,2536,3450,3356,908,7496,0,1181,114,4687,1778,1238,83,2175,365,3876,1140,1322,2156,3484,2880,1114,4468,2417,3427,1243,2844
BSU_01350,12618,7429,9841,9870,33175,14739,15852,15352,4904,42949,0,7474,682,24951,8232,6862,559,10848,2492,16850,6060,8718,10614,18257,13340,6743,20328,11032,15145,6887,12689
BSU_01360,35636,16799,25804,23084,35321,38999,45810,42043,13896,45861,0,18416,4448,26729,28000,16913,3521,26487,8393,47060,14528,21778,27311,43132,34026,17285,56220,39085,39440,16186,43588
BSU_01370,15768,8401,11866,11149,7482,15977,20791,19361,5877,9563,0,9073,1063,5722,13113,8002,898,12397,3471,21244,7192,10716,12527,18581,15847,7884,25467,17520,18547,7785,20324
BSU_01380,16704,8840,13598,11653,5710,12690,21820,20033,5632,7605,1,9146,995,4331,11342,8934,1011,13696,3119,16297,7297,11308,13927,15079,15711,7099,27978,16432,18322,7973,18821
BSU_01389,6280,3449,5084,4256,2136,4517,7989,7567,2304,2481,0,3449,213,1632,4159,3268,192,5902,939,6302,2797,4508,5580,5344,6014,2668,10254,5621,6806,3191,6663
BSU_01390,5464,3091,4226,3866,1688,4073,6995,6757,1846,2133,0,3112,221,1341,3531,2951,209,4970,972,5508,2494,3812,4998,4945,5016,2419,8706,4524,5638,2905,6179
BSU_01400,3396,1753,2236,2275,877,3197,3951,3596,892,1020,0,1563,97,715,2051,1767,101,2716,388,3469,1700,1859,2673,3434,3063,1119,4768,2724,3228,1951,3391
BSU_01410,10416,6047,8185,7616,3615,10630,12939,11773,3566,4477,0,4991,661,2699,6362,5827,660,9453,1560,12507,5400,6391,8972,13471,10314,4147,15625,10057,13091,5950,9665
BSU_01420,12260,6713,9464,10151,6158,12849,16454,14775,3875,7883,0,7098,1023,5178,7797,7950,767,10568,2234,15588,6494,8252,10875,16221,11929,5362,17983,10926,13841,7430,12591
BSU_01430,40274,23193,33612,35076,23955,43665,60065,52059,12530,29611,2,22022,2112,20049,27285,25565,1681,34429,5472,49558,22510,25048,37257,53711,40457,15070,64465,41437,46848,26036,42498
BSU_01440,12205,7174,9440,10694,9519,13637,21256,17872,3863,11390,1,6150,454,8270,9221,7706,328,9369,1545,14299,7364,6971,11049,16316,13313,4243,20319,13949,15187,7973,13447
BSU_01450,1657,996,1305,1473,649,743,1226,1203,522,873,0,958,83,600,826,1107,133,1659,271,876,1040,1069,1539,808,1387,703,1454,1226,1704,1224,1272
BSU_01460,1720,977,1223,1630,1030,1093,1809,1650,635,1136,2,1098,177,883,1016,1209,227,1615,333,1261,1137,1269,1591,1106,1563,798,2115,1535,1866,1319,1527
BSU_01470,1754,922,1381,1254,707,1022,2120,1904,549,950,1,792,80,694,1163,1059,100,1415,318,1180,878,955,1564,875,1473,670,2308,1767,1843,972,1765
BSU_01480,2246,1603,2159,1684,499,2065,5432,5020,620,645,1,901,218,464,2129,1404,311,1803,365,2169,1142,1218,2530,2100,1975,859,5712,3259,2460,1285,3125
BSU_01490,29243,16666,23894,26319,12829,20068,61459,50670,6627,14626,0,10048,952,10096,22592,16670,868,18625,2434,22610,17280,13755,30757,18608,26969,7873,57219,36158,32922,20648,35695
BSU_01500,23842,15022,19680,23107,16422,17617,53952,43804,5575,19301,0,8486,1540,13681,19595,14717,1405,15353,2295,19174,15236,10951,26113,15898,23088,7445,47062,31195,27464,19043,30188
