Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
BSU_00010,-0.003419482178512994,-0.011605172639521459,-0.005767660375047477,0.014578786335063392,-0.0037557621563240945,-0.00527422126783997,-0.004568516825955924,-0.004441734695355487,-0.01234883812435764,-0.006080829906305063,-0.014254301745707007,-0.014814280891209118,-0.00831284644661179,0.013547037138390373,-0.005769069502521204,0.0004449093341739364,0.0045356942936371734,-0.0017568425331907147,-0.01090507339341778,-0.004875853780449307
BSU_00020,0.0012649564878669825,-0.01159528851104537,-0.005742732675945512,0.012283093209162358,-0.020672649543229164,-0.00012130171066910509,-0.0026047582929574946,-0.0033195795331205148,-0.019872407490150644,0.0013431177174057535,-0.00844934088254816,-0.01569365480057773,-0.002418217903137314,0.017669411801012565,-0.0038984774787736327,0.0022642612006125618,-0.003922789737765162,0.00029415297224675944,-0.01257187326141792,0.003833299021475195
BSU_00030,0.000401869318371796,-0.005467334175254159,-0.009655154687280487,0.010914060784274806,-0.011973905476812555,-0.005846646773551656,-0.00954920484652318,0.00875828218955642,-0.0027466151752988804,-0.01650210461902961,-0.008447083556724163,-0.007871813133926325,-0.002271420228968978,0.008762809112090675,-0.0037668073699991924,-0.007205937271174858,-0.002064782061415569,-0.006773933285846844,-0.002299861757472528,-4.272046758821741e-06
BSU_00040,-0.005750394225428448,-0.002045979222186495,-0.0009751760251380392,-0.0024633955944045223,-0.008429782334535126,-0.01493138494791067,-0.007958609821561527,0.004326987450754307,0.004648292538108085,-0.012720894959515677,-0.008537263920865136,-0.007446352430686183,-0.0034027184751897776,0.01182307617048534,0.005219289031876282,0.008827878892419698,-0.004477351815981363,0.005455289895291902,-0.011364623699048414,-0.0015524302351434859
BSU_00050,-0.0005373295787345963,-0.001604268264885755,-0.0029196976119488876,0.00030424679146934193,-0.011787344039013641,-0.004415029262187021,-0.005770938184313337,0.0013979861647997885,0.008202043701088861,-0.010963103334867117,-0.0035661727553429915,-0.005147993007886032,-0.004141925638140945,0.011714846716289739,0.005573877683176255,0.005672209080284803,-0.0017535591345250218,0.0021667307380599677,-0.010395399571853255,-0.0038525755128818533
BSU_00060,-0.0025024808460436653,-0.0030426195740287237,0.003188740437148696,-0.005328486658527122,-0.007453736476891682,0.00375605132854831,-0.007160196402152454,0.007905342849274903,0.007826467859134888,-0.0035481140784095603,-0.002104057686225869,-0.005180126105073379,-0.004617254839969893,0.016354315221915192,0.0005525774312264573,0.00932412719431794,-0.00500555623876035,-0.002747951153545002,-0.011980807497383941,-0.0018153870617550443
BSU_00070,-0.006144881690430429,0.0004663331950897881,0.010996889563106882,-0.003304131681637168,-0.010467484971848642,0.0006153313456535757,-0.009528863308648956,-0.0042085189007578724,0.012870944249843618,0.0022677316063821214,0.0017669787336785697,-0.009681728663398271,-0.01102349456470594,0.01861598853022831,-0.008138045814009535,0.00505345938136832,0.000252794759404501,-0.010211422247561566,-0.017039940533070484,0.0005900696694213903
BSU_00080,0.004056347035211474,0.0021410659754491747,0.0033848965511662377,0.018023586806906952,0.006095866876603304,1.8914361614599015e-05,-0.007565017423522383,-0.0037455071504967543,0.022354829835515514,-0.012875453705591143,0.02600200636374118,0.0005492513717795608,0.0028355396556215494,-0.006452960375471717,0.00023258915885601895,-0.005728619741032257,-0.0016577678503120346,-0.004438368982170244,0.003618073207385602,0.0011453031702097268
BSU_00090,0.0053636511427638854,-0.009928307523154233,0.006506360459651664,-0.02327049885884926,-0.0033247626611840925,0.008975283953109066,-0.010668262065055428,0.003227383397274011,-0.028001735701847875,0.0018016530024912057,-0.01219147349702834,0.004695346716240717,-0.001533609269044514,0.0007705095695306214,-7.70373758923954e-05,-0.0026172668710118248,-0.017168045289535805,-0.00100015336094682,-0.006626765434986319,0.006506898740047102
BSU_00100,-0.0006219245006638305,-0.015212187741666166,0.003507741238518996,-0.0006639978910911859,-0.006009803691776786,0.00155893906802439,-0.0038093170703963337,-0.032285618933367226,-0.010435330946574011,0.010957011127340655,-0.004074918295196695,-0.012116592938331389,-0.0010633045786911273,0.016161364847262417,0.0018039853936789598,-0.02163732818158273,0.00737210573818547,-0.00267538212952794,-0.01308700684284788,-0.004340582092049977
BSU_00110,0.01306397223486237,-0.009517218593724362,0.004837091980306146,0.002466393691766484,-0.00849258636927533,0.009839788864131878,0.019067178314924004,-0.013109027578683582,-0.010906832231691508,0.0017350719638437274,-0.0046305078198201535,0.013705308116586832,0.003545701808165102,0.016823443861849675,0.005435488416655368,-0.009368673830800109,-0.0008265647267515808,-0.008239307742193048,-0.012322823738968168,-0.00344298564243221
BSU_00120,0.012233577283991812,-0.0044373545790042076,0.011968263900086724,-0.0013879120139372078,-0.007700967463031704,0.005849307181332043,0.011862611107173128,-0.017601921260888168,-0.003883043819728966,0.011022915026052724,-0.0042067789253000185,0.01127103942796386,0.0015206739166851314,0.02084023904295609,0.0036863392013213744,-0.006588802073355875,-0.0011383122135688486,-0.011033606621611274,-0.013851129832318407,-0.0004861679908229019
BSU_00130,0.010154830230164462,0.004032297576164904,0.012382617944849099,-0.014192066020342153,0.019137963843860878,-0.00038272340388382587,0.0006101548396220978,-0.008816878071558983,-0.007586567180134347,0.012677773547657548,-0.0043919030029601356,-0.002568705502275699,-0.002048478388976177,0.01733796173919942,0.0003808727885715403,-0.014766503569328992,-0.0053536129498548655,-0.0068278638651344615,-0.0059818006230078465,0.006718717482775704
BSU_00140,-0.003728215998809475,-0.0047678873838238305,0.00484817215094745,0.0009980221392731443,0.009663305693813221,-0.010962288286118652,0.0009151056563725603,-0.019528379803364325,-0.0003316059325717323,-0.0035224049976050366,-0.00793813183178796,-0.0012259093239406324,-0.006966672071351083,0.004872861885595592,0.001447809728908905,-0.01954247781768728,-0.0015045424993018167,0.005038749534227129,-0.009456706717043956,-0.005991518596092924
BSU_00150,-0.0062863991628251195,-0.003282240379420191,0.0001381117684754958,0.004885148915636466,0.006562688681486376,-0.020725526272953487,0.004830755408718405,-0.023144514321515368,0.002762328817180518,-0.007730100210590408,-0.01042310543822713,-0.004700126725728662,-0.008335186047207378,-0.0002746210283141687,0.0021680021671634958,-0.028973054403810455,0.0027778498004878897,-0.0024048799125890702,-0.0035463833954306762,-0.012259619102754209
BSU_00160,-0.01245052786753172,-0.005299408845083423,0.001361186357592902,0.007750084661798572,0.0036135850115769012,-0.02285860478373561,-0.002094875392636563,0.006224575327970666,0.0017592791638851816,0.004882267429965902,0.045794758018101615,0.009220357803204631,0.04974959521946433,0.013759062311036694,-0.012081216998059337,-0.006134039376050861,0.012080429737394743,-0.003107187892874842,-0.004597138405686437,-0.004274217095838888
BSU_00170,-0.00043728170765237976,-0.0034689556533377274,-0.00456547921843907,0.016125198668005502,0.01169983834630387,-0.008546402839375666,-0.00728282692502027,0.00390789809660249,-0.002878044753043785,0.004262769134504974,-0.007229602735973529,-0.0032865645632412684,0.062086708944884376,-0.003462238024384755,-0.011825351186806133,-0.01274592485130554,0.007062615938552217,0.020023807845813115,-0.002164145947905777,-0.0007369287829643098
BSU_00180,-0.018296665797780907,0.005835696024203524,-0.010560863171836847,0.012556371472826526,0.006243870819767222,-0.021222767794209133,-0.013342913858324717,0.011423162106610303,-4.994353190934604e-05,-0.014491813750533275,-0.011028585297977884,0.004219447707204099,-0.002118508025803326,-0.002673353230986606,0.0017350010935779973,-0.004080267349138347,0.0037991832240794944,0.006246488159203241,-0.00304950328412116,-0.009904797602101879
BSU_00190,-0.0031395757445713155,-0.0003357777164435822,0.000529851032270234,0.015515261990575709,-0.012013367560543562,-0.009591240817480908,0.0012533170719453762,-0.006362637149931464,-0.003907779362649005,-0.007150172055384494,0.0025916394114413243,-0.008192026110372086,-0.010529679444760126,0.008331221686149231,-0.0006433518593989408,-0.0046244713510075475,0.003639081186303976,-0.007076137900971079,-0.012664253682957967,-0.0122742090723561
BSU_00200,-0.005406722996607092,0.010767215295098826,-0.0011398657052983817,0.006719689625136059,-0.006002915741258541,-0.005850036312494622,-0.013861176796713101,-0.013787105146727964,-0.004151644866522625,0.012118056180989281,-0.006333469793187263,-0.0010566095999069692,-0.009754460949174776,-0.00446879422370192,-0.005908511807821229,0.000717584748311701,0.0026409429045714645,-0.01122230297812671,-0.011092755717035134,0.002146381949215168
BSU_00210,0.0006730113350475816,0.014734796077721499,-0.002809641737286106,0.00291327773071768,-0.017288363416124025,-0.003395333023801346,-0.003519706746541366,-0.009479733408032147,0.0024037520019796615,-0.0070195667421171825,0.00798345965886472,-0.0010247507228189393,-0.006732861744343241,0.008785209862501529,0.005770651925898473,-0.004292757706081341,-0.002574584253935232,-0.0084367581282042,-0.008489162740499915,-0.003169523955850615
BSU_00220,0.0036026709380872555,0.008595613957558042,-0.003391546460849817,0.0019905324221336533,-0.01673700822087051,0.0005989856170462859,-0.008384994718160396,-0.012162012083869593,-0.004189766017047727,0.007324497575757069,0.010199742900451518,0.0014696392507074314,-0.006832973372451776,0.0020448098246955673,0.005937704814105965,-0.00956410755175186,-0.007418750004554037,-0.009653718203636847,-0.0092214147685232,0.003272870944831357
BSU_00230,0.010411331074923121,0.006965499496072078,-0.009433300899162674,0.00880970649882566,-0.020881975659494824,-0.016248878116290215,-0.013079315015307125,-0.00013707406234020976,0.0057534723526924125,-0.01541990353809168,0.014560039961617892,-0.004097400785849612,-0.004911688336737241,0.006444209166491301,-0.002622735226842226,-0.008341470032083236,0.0031109219214243773,-0.002050989655848062,0.01484428092360792,-0.0038661091378089586
BSU_00240,0.012510750272115267,0.007346681771932374,-0.0036371486257391313,0.042317356690366785,-0.02995622579084656,-0.014261983313198516,-0.028199188375652103,-0.019288629457586446,0.022604807112018052,0.03166779990779049,0.01899633303844364,-0.008010854563488877,0.0018809585367223164,0.006127012525652305,-0.0012663722457775467,-0.010327787322690388,-0.00974816865992864,-0.009588951776529043,0.012130719289928895,0.0003252711890342652
BSU_00250,0.015560043998283885,0.04074980281849824,0.0038882431221071855,0.008372884358246416,0.0007816138591776613,0.005359438445264626,-0.0032929624228492257,0.00918768771452808,-0.015461904958726923,-0.005862874805966544,0.002835719712534346,0.00025445544353433096,-0.009995259203171031,-0.018700518290336626,-0.006124367114812298,-0.0007924353919400985,-0.0016895987103372095,-0.00578521679990029,-0.015425088700848206,0.007522005216636254
BSU_00260,0.007578932503573654,0.04489578106857321,0.008559190388428034,0.0010538658718200198,-0.0025996682261368084,-0.007635430290002225,-0.006293028281929511,0.012784323347132427,-0.014420723874821698,-0.006359660726262612,0.001978297723948359,-0.0014566781916723482,-0.010477536070620746,-0.00658221628998467,-0.009040868564210418,0.0030769075876725736,-0.0018108942804683224,-0.006386483381573946,-0.01776915876667144,0.010258649083498798
BSU_00270,-0.003053898409448697,0.011373769883219672,0.0039608826498916455,0.008239046237382239,-0.023559644075769687,-7.870875070118351e-05,-0.00041490009554915106,0.009084133402234205,-0.0011813691847324698,-0.017419750681955865,-0.0028252416661527792,-0.009109732555601971,-0.004490365639611125,-0.0009906580347524422,0.0012556003119388467,0.005652817568569783,-0.0014574816373576374,-0.0018072776515606706,-0.018072648898028287,-0.0018298955669944028
BSU_00280,-0.003938332607029024,0.009413610286837753,-0.0013833469982011148,0.007950803382893947,-0.023665354464310052,0.0011395104120578545,0.0019041654302410036,0.004555989511254878,0.001792356538154297,-0.009332802889993282,-0.005852580784585173,-0.014963971118910215,0.0027176897469861423,0.0004375908088630494,0.003366470552260628,0.006200983395446406,-0.0012064547640466634,0.004451856205042062,-0.018333174495190424,-0.003951076172907995
BSU_00290,0.0022290404993445135,0.00745361259842669,0.0023006257573954907,0.010892986359702237,-0.013799619798482383,-0.007468167051448048,0.0006130508450982571,0.009164792285518166,-0.00501018061864484,-0.007356229445735226,-0.009959801736209691,-0.007849608217462419,0.00033303754112530234,-0.0004506835544848045,-0.0008903116846902547,0.008457131560771922,-0.00016569466886682025,-0.002658477493134821,-0.016770410322928538,-0.0009135125371078033
BSU_00300,0.0014234681046234984,0.02168384090599492,0.009461500941631822,0.0032900089898812005,-0.014694828911403938,-0.015750826143096707,-0.0064942092399775855,-0.006429227691194114,-0.002695677740289673,-0.002657131201069364,-0.006603808643267429,-0.01214839957537345,-0.00552949187182192,0.004132909507813716,0.0007013838078088024,0.01772418672581166,-0.002162384996821185,-0.004404060419734841,-0.022302186885488243,0.002073482450207205
BSU_00310,-0.006603289141012267,0.012677802139264003,0.0027725624667144385,0.006656478220278535,-0.012671357192656647,-0.011503639453114483,0.00567578653098873,0.00282265148342378,0.0023100460807096686,-0.006586520983941844,-0.014742848448974446,-0.007734481952193695,0.002466146834225644,-0.0012194016299813678,0.005348053949229711,0.0021851665398878502,-0.0034846722716039354,0.0009709040232640118,-0.015873694634832985,-0.004545953925950834
BSU_00320,-0.010341828822315838,0.010079842150260152,0.006684215672859074,-0.002591332350429627,-0.006983572565911138,-0.004891850300690429,0.003508379664596559,0.003421287422282149,0.01104758072225083,-0.011560703439477536,-0.010705906349153766,-0.0053323776816375165,-0.0009212961896169426,-0.0030205913092797494,0.0062084340511338095,0.002483726462190126,-0.003597617048368929,-8.200045868987483e-05,-0.01834018552908367,-0.00015200159321082876
BSU_00330,-0.007387304890630772,0.008816334197744476,0.010054199441363593,0.00331096653854487,-0.005055424438790871,-0.002275332619889995,-0.0008456902988929283,0.001908253394823857,0.019046159575317342,-0.002814797578648677,-0.010662071209016766,-0.0068822204732905175,-0.0031440927347151197,-0.006163563970023791,0.004625931817275159,0.003581789551105326,-0.0051052324632720235,-0.011084346637638293,-0.02023011496095847,0.0014541255506894377
BSU_00340,-0.002606239591173646,0.006432118011536408,-0.003335903689985382,0.013125220245986979,-0.040446565708129406,-0.0005855879669293977,0.00524818562098287,0.008418570286965882,0.009345266909892493,-0.01894494986736652,-0.008266389493334535,-0.010289466560012304,-0.0016150282442113457,0.015075681222879599,0.005590982944068406,-0.0005772445688896081,0.0005670257959865483,-0.0041076710504371625,-0.004214108965251265,-0.006695658312863297
BSU_00350,-0.0034264132791107104,0.012950730834171524,0.005476683051566076,0.011096704241187522,-0.03788524833053049,-0.01795409125100353,-0.0012108838060021173,-0.0065489109524686515,0.011006349331528345,-0.015094257306534332,-0.005209455300597597,-0.008749383665616499,-0.006608817104641381,0.015599877168052641,0.004576480727698399,2.806301809735914e-05,-0.0003105778572471435,-0.007487705193342326,-0.008597826552558172,-0.0049225556345124525
BSU_00360,-0.0005666279861491039,0.012165486843371771,0.00345827153353399,0.009669203257498229,-0.03567778130307392,-0.00959186164948825,-0.004996025102554298,-0.005793606117868472,0.012627527383673946,-0.009036737185115093,-0.004468370146021738,-0.007145967888582567,-0.006493686320944132,0.01523228870772172,-0.0024379761482682624,0.0025781869098021903,-0.003084524517917833,-0.00821211157710465,-0.004910610528413007,0.0020514053930942066
BSU_00370,0.010761518740006748,-0.0019514048536332241,0.020711725912643413,0.034156263987502614,-0.009030137714615034,0.005398086754258146,-0.021431409229483115,-0.015909672107397698,0.018854970722712822,-0.02512300267532437,-0.012102821095379057,0.002973851456962595,-0.001180086254209231,-0.014233618498924475,-0.02683370157085274,-0.026340139252894194,0.007093816236074945,-0.012858915921109168,-0.03323858945188417,-0.0030444102529773353
