regulator,gene_id,effect
SigE,BSU37850,sigma factor
SigE,BSU11290,sigma factor
SigE,BSU19940,sigma factor
SigE,BSU23620,sigma factor
SigE,BSU00620,sigma factor
SigE,BSU23530,sigma factor
SigE,BSU24400,sigma factor
SigE,BSU23190,sigma factor
SigE,BSU27440,sigma factor
SigE,BSU29160,sigma factor
SigE,BSU38990,sigma factor
SigE,BSU12380,sigma factor
SigE,BSU13710,sigma factor
SigE,BSU19250,sigma factor
SigE,BSU36050,sigma factor
SigE,BSU24150,sigma factor
SigE,BSU23616,sigma factor
SigE,BSU31270,sigma factor
SigE,BSU19690,sigma factor
SigE,BSU39590,sigma factor
SigE,BSU09400,sigma factor
SigE,BSU22800,sigma factor
SigE,BSU27460,sigma factor
SigE,BSU22520,sigma factor
SigE,BSU32900,sigma factor
SigE,BSU17740,sigma factor
SigE,BSU25070,sigma factor
SigE,BSU08970,sigma factor
SigE,BSU12350,sigma factor
SigE,BSU36750,sigma factor
SigE,BSU32910,sigma factor
SigE,BSU19920,sigma factor
SigE,BSU01530,sigma factor
SigE,BSU24370,sigma factor
SigE,BSU19730,sigma factor
SigE,BSU39000,sigma factor
SigE,BSU19330,sigma factor
SigE,BSU00600,sigma factor
SigE,BSU11790,sigma factor
SigE,BSU05730,sigma factor
SigE,BSU24130,sigma factor
SigE,BSU27310,sigma factor
SigE,BSU07310,sigma factor
SigE,BSU30950,sigma factor
SigE,BSU24360,sigma factor
SigE,BSU12340,sigma factor
SigE,BSU06930,sigma factor
SigE,BSU30980,sigma factor
SigE,BSU15190,sigma factor
SigE,BSU19850,sigma factor
SigE,BSU18250,sigma factor
SigE,BSU11770,sigma factor
SigE,BSU17970,sigma factor
SigE,BSU24140,sigma factor
SigE,BSU29070,sigma factor
SigE,BSU24170,sigma factor
SigE,BSU40940,sigma factor
SigW,BSU00260,sigma factor
SigW,BSU18590,sigma factor
SigW,BSU35120,sigma factor
SigW,BSU02310,sigma factor
SigW,BSU02900,sigma factor
SigW,BSU27180,sigma factor
SigW,BSU36090,sigma factor
SigW,BSU00250,sigma factor
SigW,BSU38270,sigma factor
SigW,BSU02910,sigma factor
SigW,BSU08590,sigma factor
SigW,BSU06280,sigma factor
SigW,BSU06270,sigma factor
SigW,BSU29520,sigma factor
SigW,BSU00580,sigma factor
SigW,BSU38940,sigma factor
SigW,BSU25390,sigma factor
SigW,BSU04590,sigma factor
SigW,BSU31010,sigma factor
SigW,BSU00630,sigma factor
SigW,BSU14340,sigma factor
SigW,BSU31020,sigma factor
SigW,BSU38480,sigma factor
SigW,BSU23830,sigma factor
SigW,BSU30000,sigma factor
SigW,BSU11500,sigma factor
SigW,BSU06200,sigma factor
SigW,BSU27160,sigma factor
SigW,BSU04600,sigma factor
SigW,BSU01730,sigma factor
SigW,BSU11340,sigma factor
SigW,BSU00610,sigma factor
SigW,BSU19290,sigma factor
SigW,BSU35130,sigma factor
SigW,BSU25380,sigma factor
SigW,BSU14360,sigma factor
SigW,BSU28830,sigma factor
SigW,BSU18580,sigma factor
SigW,BSU30010,sigma factor
SigW,BSU38260,sigma factor
SigW,BSU36540,sigma factor
SigW,BSU27170,sigma factor
SigW,BSU08580,sigma factor
SigW,BSU02920,sigma factor
SigW,BSU02890,sigma factor
SigW,BSU00270,sigma factor
SigW,BSU02320,sigma factor
SigW,BSU17840,sigma factor
SigW,BSU02930,sigma factor
SigW,BSU29530,sigma factor
SigW,BSU06190,sigma factor
SigW,BSU00590,sigma factor
SigW,BSU00570,sigma factor
SigW,BSU34430,sigma factor
SigW,BSU06180,sigma factor
SigW,BSU34440,sigma factor
SigW,BSU11330,sigma factor
SigW,BSU11490,sigma factor
SigW,BSU31000,sigma factor
SigW,BSU00620,sigma factor
SigW,BSU12420,sigma factor
SigW,BSU25370,sigma factor
SigW,BSU38280,sigma factor
SigW,BSU02940,sigma factor
SigW,BSU38790,sigma factor
SigW,BSU14350,sigma factor
SigW,BSU14370,sigma factor
SigW,BSU06210,sigma factor
SigW,BSU35110,sigma factor
SigW,BSU02330,sigma factor
SigW,BSU00600,sigma factor
SigW,BSU38250,sigma factor
SigW,BSU36530,sigma factor
SigW,BSU18980,sigma factor
SigW,BSU01740,sigma factor
SigW,BSU06290,sigma factor
SigW,BSU08570,sigma factor
SigW,BSU08760,sigma factor
SigW,BSU35100,sigma factor
FatR,BSU27170,repression
FatR,BSU27160,repression
SigI,BSU14160,sigma factor
SigI,BSU31960,sigma factor
SigI,BSU13450,sigma factor
SigI,BSU14460,sigma factor
SigI,BSU14470,sigma factor
SigI,BSU14150,sigma factor
SigI,BSU31959,sigma factor
SigI,BSU14170,sigma factor
SigI,BSU04400,sigma factor
SigI,BSU11720,sigma factor
SigI,BSU31980,sigma factor
SigI,BSU32000,sigma factor
SigI,BSU31970,sigma factor
SigI,BSU13460,sigma factor
SigI,BSU36530,sigma factor
SigI,BSU09420,sigma factor
SigI,BSU31990,sigma factor
FrlR,BSU32600,repression
FrlR,BSU32580,repression
FrlR,BSU32590,repression
FrlR,BSU32550,repression
FrlR,BSU32610,repression
FrlR,BSU32570,repression
Xpf,BSU12590,sigma factor
Xpf,BSU12730,sigma factor
Xpf,BSU12710,sigma factor
Xpf,BSU12570,sigma factor
Xpf,BSU12740,sigma factor
Xpf,BSU12750,sigma factor
Xpf,BSU12630,sigma factor
Xpf,BSU12720,sigma factor
Xpf,BSU12800,sigma factor
Xpf,BSU12680,sigma factor
Xpf,BSU12749,sigma factor
Xpf,BSU12650,sigma factor
Xpf,BSU12700,sigma factor
Xpf,BSU12620,sigma factor
Xpf,BSU12672,sigma factor
Xpf,BSU12640,sigma factor
Xpf,BSU12660,sigma factor
Xpf,BSU12580,sigma factor
Xpf,BSU12770,sigma factor
Xpf,BSU12790,sigma factor
Xpf,BSU12780,sigma factor
Xpf,BSU12760,sigma factor
Xpf,BSU12810,sigma factor
Xpf,BSU12600,sigma factor
Xpf,BSU12690,sigma factor
Xpf,BSU12610,sigma factor
Xpf,BSU12671,sigma factor
QdoR,BSU39990,repression
QdoR,BSU39980,repression
QdoR,BSU39970,repression
TilS,BSU00680,activation
TilS,BSU00670,activation
TilS,BSU00690,activation
LiaR,BSU33120,activation
LiaR,BSU33080,activation
LiaR,BSU09320,activation
LiaR,BSU05720,activation
LiaR,BSU33110,activation
LiaR,BSU33100,activation
LiaR,BSU09340,activation
LiaR,BSU09330,activation
LiaR,BSU33090,activation
LiaR,BSU33130,activation
BkdR,BSU24030,activation
BkdR,BSU24080,activation
BkdR,BSU24050,activation
BkdR,BSU24040,activation
BkdR,BSU24090,activation
BkdR,BSU24060,activation
BkdR,BSU24070,activation
GlnL,BSU02430,activation
GlnL,BSU02420,activation
BltR,BSU26600,activation
BltR,BSU26590,activation
CymR,BSU39470,repression
CymR,BSU29290,repression
CymR,BSU29400,repression
CymR,BSU15590,repression
CymR,BSU15620,repression
CymR,BSU39500,repression
CymR,BSU08840,repression
CymR,BSU08870,repression
CymR,BSU39460,repression
CymR,BSU15610,repression
CymR,BSU00730,repression
CymR,BSU29320,repression
CymR,BSU39490,repression
CymR,BSU29340,repression
CymR,BSU07200,repression
CymR,BSU39520,repression
CymR,BSU09130,repression
CymR,BSU27250,repression
CymR,BSU07190,repression
CymR,BSU15630,repression
CymR,BSU08830,repression
CymR,BSU15580,repression
CymR,BSU29280,repression
CymR,BSU08850,repression
CymR,BSU15570,repression
CymR,BSU15600,repression
CymR,BSU39510,repression
CymR,BSU27270,repression
CymR,BSU29310,repression
CymR,BSU29330,repression
CymR,BSU27280,repression
CymR,BSU29380,repression
CymR,BSU39480,repression
CymR,BSU27260,repression
CymR,BSU29370,repression
CymR,BSU29300,repression
CymR,BSU29390,repression
CymR,BSU29360,repression
CymR,BSU29350,repression
CymR,BSU08860,repression
CymR,BSU27240,repression
CymR,BSU04520,repression
NadR,BSU27890,repression
NadR,BSU27870,repression
NadR,BSU27880,repression
NadR,BSU27850,repression
NadR,BSU02950,repression
NadR,BSU27860,repression
PucR,BSU32430,activation
PucR,BSU32440,auto-repression
PucR,BSU36640,activation
PucR,BSU32500,activation
PucR,BSU32490,activation
PucR,BSU32430,auto-repression
PucR,BSU36470,activation
PucR,BSU36660,activation
PucR,BSU32480,activation
PucR,BSU13170,activation
PucR,BSU32410,activation
PucR,BSU32510,activation
PucR,BSU32460,activation
PucR,BSU36650,activation
PucR,BSU32520,activation
PucR,BSU32460,auto-repression
PucR,BSU32420,auto-repression
PucR,BSU32450,activation
PucR,BSU32470,activation
PucR,BSU32530,activation
PucR,BSU32440,activation
PucR,BSU32450,auto-repression
LmrA,BSU39990,repression
LmrA,BSU39980,repression
LmrA,BSU02680,repression
LmrA,BSU39970,repression
LmrA,BSU02670,repression
LytT,BSU28910,activation
LytT,BSU28900,activation
YlaC,BSU14710,sigma factor
YlaC,BSU14740,sigma factor
YlaC,BSU14730,sigma factor
YlaC,BSU14720,sigma factor
GltR,BSU26670,negative autoregulation
SigB,BSU30670,sigma factor
SigB,BSU08590,sigma factor
SigB,BSU07890,sigma factor
SigB,BSU06590,sigma factor
SigB,BSU08600,sigma factor
SigB,BSU04730,sigma factor
SigB,BSU24500,sigma factor
SigB,BSU29420,sigma factor
SigB,BSU07790,sigma factor
SigB,BSU37220,sigma factor
SigB,BSU02100,sigma factor
SigB,BSU11839,sigma factor
SigB,BSU07770,sigma factor
SigB,BSU19240,sigma factor
SigB,BSU04690,sigma factor
SigB,BSU07930,sigma factor
SigB,BSU03130,sigma factor
SigB,BSU05500,sigma factor
SigB,BSU09540,sigma factor
SigB,BSU29780,sigma factor
SigB,BSU02110,sigma factor
SigB,BSU38940,sigma factor
SigB,BSU19150,sigma factor
SigB,BSU40210,sigma factor
SigB,BSU23830,sigma factor
SigB,BSU33620,sigma factor
SigB,BSU07760,sigma factor
SigB,BSU23340,sigma factor
SigB,BSU02830,sigma factor
SigB,BSU04180,sigma factor
SigB,BSU02900,sigma factor
SigB,BSU35830,sigma factor
SigB,BSU35310,sigma factor
SigB,BSU04380,sigma factor
SigB,BSU02910,sigma factor
SigB,BSU38430,sigma factor
SigB,BSU04200,sigma factor
SigB,BSU04270,sigma factor
SigB,BSU36960,sigma factor
SigB,BSU37230,sigma factor
SigB,BSU35180,sigma factor
SigB,BSU00890,sigma factor
SigB,BSU04340,sigma factor
SigB,new_3035475_3036308_c,sigma factor
SigB,BSU04310,sigma factor
SigB,BSU00170,sigma factor
SigB,BSU30930,sigma factor
SigB,BSU06400,sigma factor
SigB,BSU04680,sigma factor
SigB,BSU23300,sigma factor
SigB,BSU30070,sigma factor
SigB,BSU40450,sigma factor
SigB,BSU06410,sigma factor
SigB,BSU07680,sigma factor
SigB,BSU04440,sigma factor
SigB,BSU37210,sigma factor
SigB,BSU09390,sigma factor
SigB,BSU17240,sigma factor
SigB,BSU07920,sigma factor
SigB,BSU05790,sigma factor
SigB,BSU33530,sigma factor
SigB,BSU38180,sigma factor
SigB,BSU12170,sigma factor
SigB,BSU25290,sigma factor
SigB,BSU23329,sigma factor
SigB,BSU39810,sigma factor
SigB,BSU_misc_RNA_55,sigma factor
SigB,BSU10810,sigma factor
SigB,BSU04210,sigma factor
SigB,BSU36680,sigma factor
SigB,BSU09450,sigma factor
SigB,BSU11500,sigma factor
SigB,BSU24770,sigma factor
SigB,BSU40259,sigma factor
SigB,BSU30700,sigma factor
SigB,BSU04430,sigma factor
SigB,BSU27750,sigma factor
SigB,BSU04740,sigma factor
SigB,BSU28830,sigma factor
SigB,new_3708133_3708785,sigma factor
SigB,BSU31380,sigma factor
SigB,BSU35699,sigma factor
SigB,BSU00840,sigma factor
SigB,BSU39050,sigma factor
SigB,BSU35670,sigma factor
SigB,BSU33850,sigma factor
SigB,BSU38830,sigma factor
SigB,BSU29100,sigma factor
SigB,BSU16600,sigma factor
SigB,BSU35970,sigma factor
SigB,BSU18510,sigma factor
SigB,BSU25280,sigma factor
SigB,BSU05490,sigma factor
SigB,BSU30790,sigma factor
SigB,BSU24020,sigma factor
SigB,BSU09140,sigma factor
SigB,BSU08580,sigma factor
SigB,BSU04300,sigma factor
SigB,BSU12220,sigma factor
SigB,BSU07750,sigma factor
SigB,BSU05140,sigma factor
SigB,BSU11130,sigma factor
SigB,BSU16620,sigma factor
SigB,BSU08610,sigma factor
SigB,BSU25020,sigma factor
SigB,BSU07850,sigma factor
SigB,BSU30780,sigma factor
SigB,BSU04280,sigma factor
SigB,BSU18530,sigma factor
SigB,BSU17250,sigma factor
SigB,BSU03910,sigma factor
SigB,BSU33400,sigma factor
SigB,BSU13170,sigma factor
SigB,BSU33200,sigma factor
SigB,BSU40529,sigma factor
SigB,BSU24750,sigma factor
SigB,BSU38620,sigma factor
SigB,BSU24760,sigma factor
SigB,BSU30060,sigma factor
SigB,BSU04720,sigma factor
SigB,BSU00540,sigma factor
SigB,BSU04670,sigma factor
SigB,BSU02590,sigma factor
SigB,BSU00830,sigma factor
SigB,BSU29770,sigma factor
SigB,BSU30650,sigma factor
SigB,BSU04400,sigma factor
SigB,BSU02920,sigma factor
SigB,BSU31279,sigma factor
SigB,BSU12160,sigma factor
SigB,BSU07735,sigma factor
SigB,BSU12150,sigma factor
SigB,BSU02890,sigma factor
SigB,BSU27020,sigma factor
SigB,BSU37240,sigma factor
SigB,BSU31280,sigma factor
SigB,BSU38630,sigma factor
SigB,BSU08510,sigma factor
SigB,BSU02930,sigma factor
SigB,BSU04370,sigma factor
SigB,BSU16640,sigma factor
SigB,BSU28340,sigma factor
SigB,BSU12210,sigma factor
SigB,BSU00860,sigma factor
SigB,BSU38930,sigma factor
SigB,BSU18350,sigma factor
SigB,BSU16650,sigma factor
SigB,BSU36670,sigma factor
SigB,BSU04220,sigma factor
SigB,new_3036310_3036529_c,sigma factor
SigB,BSU00910,sigma factor
SigB,BSU13640,sigma factor
SigB,BSU23330,sigma factor
SigB,BSU29410,sigma factor
SigB,BSU04190,sigma factor
SigB,BSU13160,sigma factor
SigB,BSU36720,sigma factor
SigB,BSU10430,sigma factor
SigB,BSU08490,sigma factor
SigB,BSU04710,sigma factor
SigB,BSU13020,sigma factor
SigB,BSU02840,sigma factor
SigB,BSU09530,sigma factor
SigB,BSU07690,sigma factor
SigB,BSU24740,sigma factor
SigB,BSU40030,sigma factor
SigB,BSU18520,sigma factor
SigB,BSU07880,sigma factor
SigB,BSU08500,sigma factor
SigB,BSU34540,sigma factor
SigB,BSU40000,sigma factor
SigB,BSU04290,sigma factor
SigB,BSU00530,sigma factor
SigB,BSU00870,sigma factor
SigB,BSU28500,sigma factor
SigB,BSU00160,sigma factor
SigB,BSU07550,sigma factor
SigB,BSU13169,sigma factor
SigB,BSU39040,sigma factor
SigB,BSU24000,sigma factor
SigB,BSU00850,sigma factor
SigB,BSU33630,sigma factor
SigB,BSU25300,sigma factor
SigB,BSU38610,sigma factor
SigB,BSU27760,sigma factor
SigB,BSU14670,sigma factor
SigB,BSU16590,sigma factor
SigB,BSU05150,sigma factor
SigB,BSU07900,sigma factor
SigB,BSU11490,sigma factor
SigB,BSU07780,sigma factor
SigB,BSU16630,sigma factor
SigB,BSU33610,sigma factor
SigB,BSU00520,sigma factor
SigB,BSU24010,sigma factor
SigB,BSU07720,sigma factor
SigB,BSU40570,sigma factor
SigB,BSU35980,sigma factor
SigB,BSU14210,sigma factor
SigB,BSU06660,sigma factor
SigB,BSU14660,sigma factor
SigB,BSU14680,sigma factor
SigB,BSU07670,sigma factor
SigB,BSU24490,sigma factor
SigB,BSU38720,sigma factor
SigB,BSU04039,sigma factor
SigB,BSU40040,sigma factor
SigB,BSU08570,sigma factor
SigB,BSU33410,sigma factor
SigB,BSU09690,sigma factor
SigB,BSU00880,sigma factor
SigB,BSU02940,sigma factor
SigB,BSU25289,sigma factor
SigB,BSU11120,sigma factor
SigB,BSU16610,sigma factor
SigB,BSU04700,sigma factor
SigB,BSU30640,sigma factor
SigB,BSU30690,sigma factor
SigB,BSU29760,sigma factor
SigB,BSU33600,sigma factor
SigB,BSU29110,sigma factor
SigB,BSU39840,sigma factor
SigB,BSU13010,sigma factor
SigB,BSU00900,sigma factor
SigB,BSU18360,sigma factor
MelR,BSU30290,repression
MelR,BSU30260,repression
MelR,BSU30270,repression
MelR,BSU30280,repression
MelR,BSU30300,repression
Abh,BSU19410,repression
Abh,BSU14900,repression
Abh,BSU14750,repression
Abh,BSU03510,repression
Abh,BSU03520,repression
Abh,BSU36460,repression
Abh,BSU14930,repression
Abh,BSU07750,repression
Abh,BSU03480,repression
Abh,BSU03490,repression
Abh,BSU21460,activation
Abh,BSU03500,repression
Abh,BSU14910,repression
Abh,BSU21450,activation
Abh,BSU34380,activation
Abh,BSU21470,activation
Abh,BSU02780,repression
Abh,BSU34390,activation
Abh,BSU21480,activation
Abh,BSU14920,repression
Abh,BSU14890,repression
Abh,BSU21440,activation
Abh,BSU14880,repression
SinR,BSU35620,repression
SinR,BSU23450,repression
SinR,BSU34050,repression
SinR,BSU24640,repression
SinR,BSU15320,repression
SinR,BSU00490,repression
SinR,BSU34350,anti-activation
SinR,BSU15330,repression
SinR,BSU24630,repression
SinR,BSU34240,anti-activation
SinR,BSU24600,repression
SinR,BSU31460,repression
SinR,BSU40300,repression
SinR,BSU34320,anti-activation
SinR,BSU38360,repression
SinR,BSU35490,repression
SinR,BSU31322,repression
SinR,BSU34250,anti-activation
SinR,BSU10300,repression
SinR,BSU35500,repression
SinR,BSU14240,repression
SinR,BSU33400,repression
SinR,BSU34290,anti-activation
SinR,BSU34230,anti-activation
SinR,BSU34300,anti-activation
SinR,BSU31450,repression
SinR,BSU34265,anti-activation
SinR,BSU35640,repression
SinR,BSU34330,anti-activation
SinR,BSU34310,anti-activation
SinR,BSU34340,anti-activation
SinR,BSU34220,anti-activation
SinR,BSU23460,repression
SinR,BSU34030,repression
SinR,BSU09370,repression
SinR,BSU34370,anti-activation
SinR,BSU35630,repression
SinR,BSU34040,repression
SinR,BSU34280,anti-activation
SinR,BSU40310,repression
SinR,BSU34380,repression
SinR,BSU15310,repression
SinR,BSU31321,repression
SinR,BSU24610,repression
SinR,BSU34390,repression
SinR,BSU23470,repression
SinR,BSU34360,anti-activation
SinR,BSU38400,repression
SinR,BSU24620,repression
CatR,BSU08240,repression
CatR,BSU08230,repression
GbsR,BSU33730,repression
GbsR,BSU31060,repression
GbsR,BSU33710,repression
GbsR,BSU31050,repression
GbsR,BSU33720,repression
GbsR,BSU33700,repression
SwrA,BSU16450,activation
SwrA,BSU16220,activation
SwrA,BSU16390,activation
SwrA,BSU16230,activation
SwrA,BSU16360,activation
SwrA,BSU16330,activation
SwrA,BSU16430,activation
SwrA,BSU16270,activation
SwrA,BSU16410,activation
SwrA,BSU16320,activation
SwrA,BSU16440,activation
SwrA,BSU16400,activation
SwrA,BSU16350,activation
SwrA,BSU16240,activation
SwrA,BSU16260,activation
SwrA,BSU16310,activation
SwrA,BSU16470,activation
SwrA,BSU16210,activation
SwrA,BSU16380,activation
SwrA,BSU16290,activation
SwrA,BSU16480,activation
SwrA,BSU16180,activation
SwrA,BSU16300,activation
SwrA,BSU16460,activation
SwrA,BSU16370,activation
SwrA,BSU16299,activation
SwrA,BSU16420,activation
SwrA,BSU16280,activation
SwrA,BSU16340,activation
SwrA,BSU16200,activation
SwrA,BSU16250,activation
SwrA,BSU16190,activation
RplJ,BSU01050,termination
RplJ,BSU01040,termination
SigG,BSU15310,sigma factor
SigG,BSU32859,sigma factor
SigG,BSU11139,sigma factor
SigG,BSU08110,sigma factor
SigG,BSU17750,sigma factor
SigG,BSU07760,sigma factor
SigG,BSU17980,sigma factor
SigG,BSU00450,sigma factor
SigG,BSU29570,sigma factor
SigG,BSU09180,sigma factor
SigG,BSU18600,sigma factor
SigG,BSU23410,sigma factor
SigG,BSU32860,sigma factor
SigG,BSU23380,sigma factor
SigG,BSU25080,sigma factor
SigG,BSU22290,sigma factor
SigG,BSU10970,sigma factor
SigG,BSU23930,sigma factor
SigG,BSU13380,sigma factor
SigG,BSU05540,sigma factor
SigG,BSU07930,sigma factor
SigG,BSU10110,sigma factor
SigG,BSU21950,sigma factor
SigG,BSU30470,sigma factor
SigG,BSU03720,sigma factor
SigG,BSU23470,sigma factor
SigG,BSU08660,sigma factor
SigG,BSU34470,sigma factor
SigG,BSU08630,sigma factor
SigG,BSU09150,sigma factor
SigG,BSU33060,sigma factor
SigG,BSU07980,sigma factor
SigG,BSU23450,sigma factor
SigG,BSU24230,sigma factor
SigG,BSU35240,sigma factor
SigG,BSU10980,sigma factor
SigG,BSU23430,sigma factor
SigG,BSU01520,sigma factor
SigG,BSU35800,sigma factor
SigG,BSU16880,sigma factor
SigG,BSU27750,sigma factor
SigG,BSU08650,sigma factor
SigG,BSU22000,sigma factor
SigG,BSU31380,sigma factor
SigG,BSU10900,sigma factor
SigG,BSU23401,sigma factor
SigG,BSU13510,sigma factor
SigG,BSU07920,sigma factor
SigG,BSU33050,sigma factor
SigG,BSU23440,sigma factor
SigG,BSU09750,sigma factor
SigG,BSU27470,sigma factor
SigG,BSU11140,sigma factor
SigG,BSU15330,sigma factor
SigG,BSU05530,sigma factor
SigG,BSU09140,sigma factor
SigG,BSU23390,sigma factor
SigG,BSU34520,sigma factor
SigG,BSU13410,sigma factor
SigG,BSU19639,sigma factor
SigG,BSU03710,sigma factor
SigG,BSU02080,sigma factor
SigG,BSU25540,sigma factor
SigG,BSU40870,sigma factor
SigG,BSU17990,sigma factor
SigG,BSU03690,sigma factor
SigG,BSU17760,sigma factor
SigG,BSU23420,sigma factor
SigG,BSU23480,sigma factor
SigG,BSU26990,sigma factor
SigG,BSU23460,sigma factor
SigG,BSU15320,sigma factor
SigG,BSU00560,sigma factor
SigG,BSU13400,sigma factor
SigG,BSU03400,sigma factor
SigG,BSU26619,sigma factor
SigG,BSU26620,sigma factor
SigG,BSU38620,sigma factor
SigG,BSU34510,sigma factor
SigG,BSU23402,sigma factor
SigG,BSU16799,sigma factor
SigG,BSU33540,sigma factor
SigG,BSU16790,sigma factor
SigG,BSU22930,sigma factor
SigG,BSU08310,sigma factor
SigG,BSU08330,sigma factor
SigG,BSU37620,sigma factor
SigG,BSU13470,sigma factor
SigG,BSU03700,sigma factor
SigG,BSU35820,sigma factor
SigG,BSU27469,sigma factor
SigG,BSU13830,sigma factor
SigG,BSU18720,sigma factor
SigG,BSU13290,sigma factor
SigG,BSU02070,sigma factor
SigG,BSU19430,sigma factor
SigG,BSU09410,sigma factor
SigG,BSU13840,sigma factor
SigG,BSU00540,sigma factor
SigG,BSU26950,sigma factor
SigG,BSU13930,sigma factor
SigG,new_1569226_1569349_c,sigma factor
SigG,BSU08550,sigma factor
SigG,BSU22920,sigma factor
SigG,BSU22169,sigma factor
SigG,BSU26980,sigma factor
SigG,BSU26970,sigma factor
SigG,BSU18030,sigma factor
SigG,BSU17770,sigma factor
SigG,BSU22869,sigma factor
SigG,BSU22019,sigma factor
SigG,BSU27760,sigma factor
SigG,BSU25530,sigma factor
SigG,BSU28660,sigma factor
SigG,BSU08510,sigma factor
SigG,BSU35810,sigma factor
SigG,BSU09350,sigma factor
SigG,BSU07780,sigma factor
SigG,BSU09230,sigma factor
SigG,BSU14800,sigma factor
SigG,BSU40360,sigma factor
SigG,BSU13390,sigma factor
SigG,BSU23940,sigma factor
SigG,BSU13509,sigma factor
SigG,BSU13920,sigma factor
SigG,BSU18020,sigma factor
SigG,BSU39590,sigma factor
SigG,BSU08490,sigma factor
SigG,BSU03930,sigma factor
SigG,BSU26960,sigma factor
SigG,BSU08320,sigma factor
SigG,BSU38610,sigma factor
SigG,BSU19950,sigma factor
SigG,BSU30840,sigma factor
SigG,BSU30739,sigma factor
SigG,BSU08500,sigma factor
SigG,BSU33070,sigma factor
SigG,BSU27468,sigma factor
SigG,BSU01530,sigma factor
SigG,BSU01550,sigma factor
SigG,BSU40880,sigma factor
SigG,BSU37510,sigma factor
SigG,BSU33340,sigma factor
SigG,BSU32320,sigma factor
SigG,BSU07790,sigma factor
SigG,BSU03920,sigma factor
SigG,BSU15440,sigma factor
SigG,BSU07770,sigma factor
IolR,BSU39740,repression
IolR,BSU39730,repression
IolR,BSU39780,repression
IolR,BSU06230,repression
IolR,BSU39700,repression
IolR,BSU39680,repression
IolR,BSU39710,repression
IolR,BSU39670,repression
IolR,BSU39760,repression
IolR,BSU39770,repression
IolR,BSU39750,repression
IolR,BSU39690,repression
IolR,BSU39720,repression
TagU,BSU35650,auto-repression
AhrC,BSU29440,repression
AhrC,BSU11200,repression
AhrC,BSU40320,activation
AhrC,BSU11220,repression
AhrC,BSU37770,activation
AhrC,BSU37790,activation
AhrC,BSU11210,repression
AhrC,BSU11230,repression
AhrC,BSU11250,repression
AhrC,BSU40330,activation
AhrC,BSU11240,repression
AhrC,BSU40340,activation
AhrC,BSU11190,repression
AhrC,BSU37760,activation
AhrC,BSU29450,repression
AhrC,BSU37780,activation
SigO,BSU33250,sigma factor
SigO,BSU33239,sigma factor
SigO,BSU33230,sigma factor
SigO,BSU33240,sigma factor
SigO,BSU33222,sigma factor
PhoP,BSU07820,activation
PhoP,BSU32540,activation
PhoP,BSU02620,activation
PhoP,BSU23150,activation
PhoP,BSU01960,activation
PhoP,BSU35310,activation
PhoP,BSU03520,activation
PhoP,BSU05740,activation
PhoP,BSU01970,activation
PhoP,BSU35600,activation
PhoP,BSU35710,repression
PhoP,BSU40280,activation
PhoP,BSU29630,activation
PhoP,BSU18920,activation
PhoP,BSU06260,activation
PhoP,BSU24950,activation
PhoP,BSU03480,activation
PhoP,BSU02640,activation
PhoP,BSU02630,activation
PhoP,BSU03490,activation
PhoP,BSU13330,activation
PhoP,BSU01920,activation
PhoP,BSU35740,repression
PhoP,BSU29100,activation
PhoP,BSU35580,activation
PhoP,BSU23140,activation
PhoP,BSU35720,repression
PhoP,BSU01950,activation
PhoP,BSU03500,activation
PhoP,BSU35750,repression
PhoP,BSU06250,activation
PhoP,BSU39100,activation
PhoP,BSU11990,activation
PhoP,BSU35730,repression
PhoP,BSU40270,activation
PhoP,BSU24990,activation
PhoP,BSU35570,activation
PhoP,BSU24970,activation
PhoP,BSU09410,activation
PhoP,BSU01980,activation
PhoP,BSU35540,activation
PhoP,BSU07810,activation
PhoP,BSU35590,activation
PhoP,BSU38090,activation
PhoP,BSU07840,activation
PhoP,BSU35700,repression
PhoP,BSU13320,activation
PhoP,BSU01910,activation
PhoP,BSU02140,activation
PhoP,BSU35760,repression
PhoP,BSU29110,activation
PhoP,BSU05730,activation
PhoP,BSU03510,activation
PhoP,BSU35560,activation
PhoP,BSU18910,activation
PhoP,BSU23130,activation
PhoP,BSU07800,activation
PhoP,BSU35610,activation
PhoP,BSU24980,activation
PhoP,BSU35609,activation
PhoP,BSU35550,activation
PhoP,BSU02130,activation
PhoP,BSU23120,activation
PhoP,BSU40260,activation
PhoP,BSU24960,activation
PhoP,BSU23110,activation
PhoP,BSU01935,activation
GlnR,BSU36660,repression
GlnR,BSU18120,repression
GlnR,BSU17460,repression
GlnR,BSU36650,repression
GlnR,BSU17450,repression
GlnR,BSU13310,repression
GlnR,BSU36640,repression
GmuR,BSU05870,repression
GmuR,BSU05810,repression
GmuR,BSU05880,repression
GmuR,BSU05850,repression
GmuR,BSU05860,repression
GmuR,BSU05820,repression
GmuR,BSU05840,repression
GmuR,BSU05830,repression
Kre,BSU13360,repression
Kre,BSU14150,repression
Kre,BSU28910,repression
Kre,BSU14170,repression
Kre,BSU31959,repression
Kre,BSU28900,repression
Kre,BSU32000,repression
Kre,BSU31980,repression
Kre,BSU31970,repression
Kre,BSU14160,repression
Kre,BSU31990,repression
Kre,new_1399409_1400187,repression
Kre,BSU31960,repression
DnaA,BSU40230,repression
DnaA,BSU21440,repression
DnaA,BSU38080,repression
